metric,insurer,line,value_type,year_quarter,value
direct_losses,2027,нс и оглс,base,2024-07-01,0.00420217121
direct_losses,2027,осаго,base,2020-07-01,0.37301808338
direct_losses,2027,осаго,base,2021-07-01,0.4669790412799999
direct_losses,2027,осаго,base,2022-07-01,0.5357471424399999
direct_losses,2027,осаго,base,2023-07-01,0.5213164474399998
direct_losses,2027,осаго,base,2024-07-01,0.86491249098
direct_losses,2031,дмс,base,2024-07-01,4e-06
direct_losses,2042,дмс,base,2020-07-01,0.0018624110899999999
direct_losses,2042,дмс,base,2021-07-01,0.0009490252799998
direct_losses,2042,дмс,base,2022-07-01,0.00345020927
direct_losses,2042,дмс,base,2023-07-01,0.0035295215199999
direct_losses,2042,дмс,base,2024-07-01,0.00478721531
direct_losses,2042,нс и оглс,base,2020-07-01,0.00909502243
direct_losses,2042,нс и оглс,base,2021-07-01,0.0075310047199999
direct_losses,2042,нс и оглс,base,2022-07-01,0.023619829979999903
direct_losses,2042,нс и оглс,base,2023-07-01,0.0245762977099999
direct_losses,2042,нс и оглс,base,2024-07-01,0.0109322157699999
direct_losses,2144,дмс,base,2020-07-01,0.0174894675499999
direct_losses,2144,дмс,base,2021-07-01,0.0170368231
direct_losses,2144,дмс,base,2022-07-01,0.022132803039999798
direct_losses,2144,нс и оглс,base,2020-07-01,0.000113003
direct_losses,2144,нс и оглс,base,2021-07-01,0.0008043249999999999
direct_losses,2144,нс и оглс,base,2022-07-01,0.0022405740799999
direct_losses,2182,дмс,base,2020-07-01,0.0198672155499999
direct_losses,2182,нс и оглс,base,2020-07-01,0.0074357272399999
direct_losses,2182,осаго,base,2020-07-01,1.0299642871099999
direct_losses,2239,дмс,base,2020-07-01,7.9458124980200004
direct_losses,2239,дмс,base,2021-07-01,9.77987970437
direct_losses,2239,дмс,base,2022-07-01,11.92501732313
direct_losses,2239,дмс,base,2023-07-01,15.34449631013
direct_losses,2239,дмс,base,2024-07-01,18.33522117589
direct_losses,2239,нс и оглс,base,2020-07-01,1.08053325009
direct_losses,2239,нс и оглс,base,2021-07-01,2.00319489926
direct_losses,2239,нс и оглс,base,2022-07-01,2.34965212744
direct_losses,2239,нс и оглс,base,2023-07-01,2.1004878044699997
direct_losses,2239,нс и оглс,base,2024-07-01,2.31354208971
direct_losses,2239,осаго,base,2020-07-01,14.171518266030002
direct_losses,2239,осаго,base,2021-07-01,15.45909892005
direct_losses,2239,осаго,base,2022-07-01,18.096275984400002
direct_losses,2239,осаго,base,2023-07-01,16.42865138657
direct_losses,2239,осаго,base,2024-07-01,24.14246422595
direct_losses,2243,дмс,base,2020-07-01,0.0353906283599999
direct_losses,2243,дмс,base,2021-07-01,0.039851528409999795
direct_losses,2243,нс и оглс,base,2020-07-01,0.014573571229999898
direct_losses,2243,нс и оглс,base,2021-07-01,0.0087846990499999
direct_losses,2243,осаго,base,2020-07-01,3.7101170040600007
direct_losses,2243,осаго,base,2021-07-01,5.68728886341
direct_losses,2346,дмс,base,2020-07-01,0.04475101578
direct_losses,2346,дмс,base,2021-07-01,0.0630539269799999
direct_losses,2346,дмс,base,2022-07-01,0.0522428562499998
direct_losses,2346,дмс,base,2023-07-01,0.06424728376
direct_losses,2346,дмс,base,2024-07-01,0.0724585568299999
direct_losses,2346,нс и оглс,base,2020-07-01,0.0175993053099999
direct_losses,2346,нс и оглс,base,2021-07-01,0.0132823249599999
direct_losses,2346,нс и оглс,base,2022-07-01,0.0322259264699999
direct_losses,2346,нс и оглс,base,2023-07-01,0.01037015847
direct_losses,2346,нс и оглс,base,2024-07-01,0.0208218219299999
direct_losses,2346,осаго,base,2020-07-01,0.68671959683
direct_losses,2346,осаго,base,2021-07-01,0.8032905878200001
direct_losses,2346,осаго,base,2022-07-01,0.57399019834
direct_losses,2346,осаго,base,2023-07-01,0.53789975797
direct_losses,2346,осаго,base,2024-07-01,0.60386494542
direct_losses,2353,дмс,base,2020-07-01,0.09523984475999989
direct_losses,2353,дмс,base,2021-07-01,0.1333837940249999
direct_losses,2353,нс и оглс,base,2020-07-01,0.0041204566199999
direct_losses,2353,нс и оглс,base,2021-07-01,0.00215550175
direct_losses,2353,осаго,base,2020-07-01,0.1973381265899999
direct_losses,2353,осаго,base,2021-07-01,0.0307459804799999
direct_losses,2397,осаго,base,2020-07-01,0.0179160282399999
direct_losses,2496,дмс,base,2020-07-01,0.5083617872899999
direct_losses,2496,дмс,base,2021-07-01,0.8369464966499999
direct_losses,2496,дмс,base,2022-07-01,0.7748522573499999
direct_losses,2496,дмс,base,2023-07-01,0.6140578780999998
direct_losses,2496,дмс,base,2024-07-01,0.6813319059099998
direct_losses,2496,нс и оглс,base,2020-07-01,0.3768991841899999
direct_losses,2496,нс и оглс,base,2021-07-01,0.0654234154599999
direct_losses,2496,нс и оглс,base,2022-07-01,0.15640728221
direct_losses,2496,нс и оглс,base,2023-07-01,0.2737960803399998
direct_losses,2496,нс и оглс,base,2024-07-01,0.2268426052299998
direct_losses,2496,осаго,base,2020-07-01,0.1191413443899999
direct_losses,2496,осаго,base,2021-07-01,0.2842599923299999
direct_losses,2496,осаго,base,2022-07-01,0.37263675033
direct_losses,2496,осаго,base,2023-07-01,0.4224905675499999
direct_losses,2496,осаго,base,2024-07-01,0.4373846022
direct_losses,2619,дмс,base,2020-07-01,0.0377839243399998
direct_losses,2619,дмс,base,2021-07-01,0.0701284680999999
direct_losses,2619,дмс,base,2022-07-01,0.0391627823699999
direct_losses,2619,дмс,base,2023-07-01,0.0527178605699998
direct_losses,2619,дмс,base,2024-07-01,0.0453883824399999
direct_losses,2619,нс и оглс,base,2020-07-01,0.008633413999999999
direct_losses,2619,нс и оглс,base,2021-07-01,0.0095255425699999
direct_losses,2619,нс и оглс,base,2022-07-01,0.0115234951199998
direct_losses,2619,нс и оглс,base,2023-07-01,0.0163117736599999
direct_losses,2619,нс и оглс,base,2024-07-01,0.0604214834799999
direct_losses,2619,осаго,base,2020-07-01,1.41969541995
direct_losses,2619,осаго,base,2021-07-01,1.42763053432
direct_losses,2619,осаго,base,2022-07-01,1.8423993967399999
direct_losses,2619,осаго,base,2023-07-01,2.3483787865399997
direct_losses,2619,осаго,base,2024-07-01,2.67959665788
direct_losses,2682,дмс,base,2021-07-01,0.015514906459999901
direct_losses,2682,дмс,base,2022-07-01,0.010812384769999999
direct_losses,2682,дмс,base,2023-07-01,0.0135674386799999
direct_losses,2682,дмс,base,2024-07-01,0.01104027535
direct_losses,2682,нс и оглс,base,2021-07-01,0.001029349
direct_losses,2682,нс и оглс,base,2024-07-01,0.0055553316099999
direct_losses,2682,осаго,base,2023-07-01,0.0317030082599999
direct_losses,2682,осаго,base,2024-07-01,0.08199731385999989
direct_losses,2708,дмс,base,2020-07-01,0.2180551661399998
direct_losses,2708,дмс,base,2021-07-01,0.1283123686399999
direct_losses,2708,нс и оглс,base,2020-07-01,0.1007680691199999
direct_losses,2708,нс и оглс,base,2021-07-01,0.053848127369999804
direct_losses,2708,нс и оглс,base,2022-07-01,0.00230431172
direct_losses,2708,нс и оглс,base,2023-07-01,0.00152974472
direct_losses,2733,дмс,base,2022-07-01,0.00042577751
direct_losses,2733,дмс,base,2023-07-01,0.20875610399
direct_losses,2733,дмс,base,2024-07-01,0.19787963329999989
direct_losses,2733,нс и оглс,base,2020-07-01,0.0108282166599999
direct_losses,2733,нс и оглс,base,2021-07-01,0.005264422339999899
direct_losses,2733,нс и оглс,base,2024-07-01,0.019826979559999902
direct_losses,2873,дмс,base,2020-07-01,0.00938611885
direct_losses,2873,дмс,base,2021-07-01,0.0122775975999998
direct_losses,2877,дмс,base,2020-07-01,0.0138508215199999
direct_losses,2877,дмс,base,2021-07-01,0.06341366895999989
direct_losses,2877,дмс,base,2022-07-01,0.2068426681399999
direct_losses,2877,дмс,base,2023-07-01,0.11414535869
direct_losses,2877,дмс,base,2024-07-01,0.1213251310299999
direct_losses,2877,нс и оглс,base,2020-07-01,0.0101701682199999
direct_losses,2877,нс и оглс,base,2021-07-01,0.0111568368499999
direct_losses,2877,нс и оглс,base,2022-07-01,0.0167291290899998
direct_losses,2877,нс и оглс,base,2023-07-01,0.008820745899999899
direct_losses,2877,нс и оглс,base,2024-07-01,0.012810034
direct_losses,2877,осаго,base,2020-07-01,0.0059398076999999
direct_losses,2877,осаго,base,2021-07-01,0.0013711024299999002
direct_losses,2917,дмс,base,2020-07-01,0.012586104889999901
direct_losses,2917,дмс,base,2021-07-01,0.000554225
direct_losses,2917,дмс,base,2023-07-01,1.9087e-05
direct_losses,2917,дмс,base,2024-07-01,0.00160595
direct_losses,2917,нс и оглс,base,2020-07-01,0.0012045
direct_losses,2917,нс и оглс,base,2021-07-01,0.002341
direct_losses,2917,нс и оглс,base,2022-07-01,0.004248
direct_losses,2917,нс и оглс,base,2023-07-01,0.00166
direct_losses,2917,нс и оглс,base,2024-07-01,0.000528
direct_losses,2947,дмс,base,2020-07-01,0.1850870580199999
direct_losses,2947,дмс,base,2021-07-01,0.25138866728999987
direct_losses,2947,дмс,base,2022-07-01,0.21379114718
direct_losses,2947,дмс,base,2023-07-01,0.24090513608
direct_losses,2947,дмс,base,2024-07-01,0.23981520355
direct_losses,2947,нс и оглс,base,2020-07-01,0.57208657021
direct_losses,2947,нс и оглс,base,2021-07-01,1.04404449449
direct_losses,2947,нс и оглс,base,2022-07-01,1.10190247306
direct_losses,2947,нс и оглс,base,2023-07-01,0.6618884013
direct_losses,2947,нс и оглс,base,2024-07-01,0.6813900896599999
direct_losses,3064,дмс,base,2020-07-01,0.005294349570000001
direct_losses,3064,дмс,base,2021-07-01,0.0056938770699999
direct_losses,3064,дмс,base,2022-07-01,0.016673711649999902
direct_losses,3064,дмс,base,2023-07-01,0.0200467797999999
direct_losses,3064,дмс,base,2024-07-01,0.02212570905
direct_losses,3064,нс и оглс,base,2020-07-01,8.03e-05
direct_losses,3064,нс и оглс,base,2021-07-01,0.00021869999999989999
direct_losses,3064,нс и оглс,base,2022-07-01,0.0002919
direct_losses,3064,нс и оглс,base,2023-07-01,0.0002851
direct_losses,3064,нс и оглс,base,2024-07-01,0.0005499249999999
direct_losses,3064,осаго,base,2020-07-01,0.1671432706999998
direct_losses,3064,осаго,base,2021-07-01,0.2278252940199999
direct_losses,3064,осаго,base,2022-07-01,0.3335369774999999
direct_losses,3064,осаго,base,2023-07-01,0.4566042962
direct_losses,3064,осаго,base,2024-07-01,0.57154819119
direct_losses,3128,дмс,base,2020-07-01,0.00031717126000000003
direct_losses,3128,дмс,base,2021-07-01,0.000265014
direct_losses,3128,дмс,base,2022-07-01,0.00033273385
direct_losses,3128,дмс,base,2023-07-01,0.00079824292
direct_losses,3128,дмс,base,2024-07-01,0.00071010136
direct_losses,3193,дмс,base,2020-07-01,0.0797059606
direct_losses,3193,дмс,base,2021-07-01,0.0508406007999999
direct_losses,3193,дмс,base,2022-07-01,0.0124118059099999
direct_losses,3193,нс и оглс,base,2020-07-01,0.0175481467099999
direct_losses,3193,нс и оглс,base,2021-07-01,0.0345158206899999
direct_losses,3193,нс и оглс,base,2022-07-01,0.00918542029
direct_losses,3193,нс и оглс,base,2023-07-01,0.0031666219999999003
direct_losses,3211,дмс,base,2020-07-01,0.14759224209
direct_losses,3211,дмс,base,2021-07-01,0.26902304015
direct_losses,3211,дмс,base,2022-07-01,0.4137064298999999
direct_losses,3211,дмс,base,2023-07-01,0.52777309851
direct_losses,3211,дмс,base,2024-07-01,0.6674476108299999
direct_losses,3211,нс и оглс,base,2020-07-01,0.0637145434499999
direct_losses,3211,нс и оглс,base,2021-07-01,0.16374559038
direct_losses,3211,нс и оглс,base,2022-07-01,0.2076797104999999
direct_losses,3211,нс и оглс,base,2023-07-01,0.2879853741499999
direct_losses,3211,нс и оглс,base,2024-07-01,0.41527048852
direct_losses,3211,осаго,base,2020-07-01,2.95054696605
direct_losses,3211,осаго,base,2021-07-01,3.72247955839
direct_losses,3211,осаго,base,2022-07-01,3.78146397238
direct_losses,3211,осаго,base,2023-07-01,5.174810150639999
direct_losses,3211,осаго,base,2024-07-01,5.99242106618
direct_losses,3229,дмс,base,2020-07-01,0.0496560641299998
direct_losses,3229,дмс,base,2021-07-01,0.08338503535
direct_losses,3229,дмс,base,2022-07-01,0.1158296526699999
direct_losses,3229,дмс,base,2023-07-01,0.08853115892999999
direct_losses,3229,дмс,base,2024-07-01,0.1004955947599999
direct_losses,3229,нс и оглс,base,2020-07-01,0.00151699
direct_losses,3229,нс и оглс,base,2021-07-01,0.0012772349999999
direct_losses,3229,нс и оглс,base,2022-07-01,0.0017984399999999
direct_losses,3229,нс и оглс,base,2023-07-01,0.0030189999999999002
direct_losses,3229,нс и оглс,base,2024-07-01,0.0026560799999999
direct_losses,3229,осаго,base,2020-07-01,0.14451695894
direct_losses,3229,осаго,base,2021-07-01,0.39907566897
direct_losses,3229,осаго,base,2022-07-01,0.4945865726799999
direct_losses,3229,осаго,base,2023-07-01,0.0835974916399998
direct_losses,3229,осаго,base,2024-07-01,0.02748936195
direct_losses,3230,дмс,base,2020-07-01,0.2471741822999998
direct_losses,3230,дмс,base,2021-07-01,0.3288936192599999
direct_losses,3230,дмс,base,2022-07-01,0.32077303979
direct_losses,3230,дмс,base,2023-07-01,0.0116696758399998
direct_losses,3245,дмс,base,2020-07-01,0.032655433319999996
direct_losses,3245,нс и оглс,base,2020-07-01,0.0099499597799998
direct_losses,3245,осаго,base,2020-07-01,0.65567606899
direct_losses,3256,дмс,base,2020-07-01,0.21129632819999977
direct_losses,3256,дмс,base,2021-07-01,0.22754482940999998
direct_losses,3256,дмс,base,2022-07-01,0.08729036714999999
direct_losses,3256,нс и оглс,base,2020-07-01,0.2741163434099999
direct_losses,3256,нс и оглс,base,2021-07-01,0.34301899142
direct_losses,3256,нс и оглс,base,2022-07-01,0.3037789195099999
direct_losses,3268,дмс,base,2020-07-01,0.050593182719999893
direct_losses,3268,дмс,base,2021-07-01,0.0919983497999999
direct_losses,3268,дмс,base,2022-07-01,0.02637486046
direct_losses,3268,дмс,base,2023-07-01,0.0001516
direct_losses,3268,дмс,base,2024-07-01,0.0007177500000000001
direct_losses,3268,нс и оглс,base,2020-07-01,0.0005907499999999999
direct_losses,3268,нс и оглс,base,2021-07-01,0.00086595
direct_losses,3268,осаго,base,2020-07-01,0.10837518626
direct_losses,3268,осаго,base,2021-07-01,0.14003562133
direct_losses,3268,осаго,base,2022-07-01,0.0419353311399999
direct_losses,3268,осаго,base,2024-07-01,0.0020777830899999
direct_losses,3295,дмс,base,2020-07-01,0.0199153445499999
direct_losses,3295,нс и оглс,base,2020-07-01,0.0077325694
direct_losses,3295,осаго,base,2020-07-01,3.7764267129899998
direct_losses,3300,дмс,base,2020-07-01,0.1534568358199998
direct_losses,3300,дмс,base,2021-07-01,0.17260689486
direct_losses,3300,дмс,base,2022-07-01,0.16415165776
direct_losses,3300,дмс,base,2023-07-01,0.11381307789999989
direct_losses,3300,дмс,base,2024-07-01,0.09224601244
direct_losses,3300,нс и оглс,base,2020-07-01,0.0010072648
direct_losses,3300,нс и оглс,base,2021-07-01,0.01024360803
direct_losses,3300,нс и оглс,base,2022-07-01,0.0123747974599998
direct_losses,3300,нс и оглс,base,2024-07-01,0.0157376639699999
direct_losses,3300,осаго,base,2020-07-01,0.01132136331
direct_losses,3300,осаго,base,2021-07-01,0.02240956156
direct_losses,3300,осаго,base,2022-07-01,0.04334996196
direct_losses,3300,осаго,base,2023-07-01,0.0585469110399998
direct_losses,3300,осаго,base,2024-07-01,0.02383862832
direct_losses,3313,дмс,base,2020-07-01,0.2304453623699999
direct_losses,3390,дмс,base,2020-07-01,0.037706291249999996
direct_losses,3390,дмс,base,2021-07-01,0.0308563723199999
direct_losses,3390,нс и оглс,base,2020-07-01,0.00034750000000000004
direct_losses,3390,нс и оглс,base,2021-07-01,0.0004205
direct_losses,3390,осаго,base,2020-07-01,0.0552985028199999
direct_losses,3390,осаго,base,2021-07-01,0.0672924309899999
direct_losses,3390,осаго,base,2022-07-01,0.012053587639999998
direct_losses,3398,дмс,base,2020-07-01,0.6073036190999999
direct_losses,3398,дмс,base,2021-07-01,0.1320177139299999
direct_losses,3398,дмс,base,2022-07-01,0.21685574634999988
direct_losses,3398,дмс,base,2023-07-01,0.75099921739
direct_losses,3398,дмс,base,2024-07-01,0.82015636647
direct_losses,3398,нс и оглс,base,2020-07-01,4.79976887304
direct_losses,3398,нс и оглс,base,2021-07-01,3.47128639033
direct_losses,3398,нс и оглс,base,2022-07-01,3.3586468477599998
direct_losses,3398,нс и оглс,base,2023-07-01,1.32980202009
direct_losses,3398,нс и оглс,base,2024-07-01,0.7583949958399999
direct_losses,3447,дмс,base,2020-07-01,0.0690949972899999
direct_losses,3447,дмс,base,2021-07-01,0.1307239013399999
direct_losses,3447,дмс,base,2022-07-01,0.2913819782099998
direct_losses,3447,дмс,base,2023-07-01,0.36479817963
direct_losses,3447,дмс,base,2024-07-01,0.3900531708799999
direct_losses,3447,нс и оглс,base,2020-07-01,0.00093511377
direct_losses,3447,нс и оглс,base,2021-07-01,0.0021896245899999
direct_losses,3447,нс и оглс,base,2022-07-01,0.0058307927099999005
direct_losses,3447,нс и оглс,base,2023-07-01,0.0080941140699998
direct_losses,3447,нс и оглс,base,2024-07-01,0.01069764779
direct_losses,3487,нс и оглс,base,2020-07-01,0.0036997386799999
direct_losses,3507,нс и оглс,base,2020-07-01,0.020505852519999902
direct_losses,3507,нс и оглс,base,2021-07-01,0.08034530607000001
direct_losses,3507,нс и оглс,base,2022-07-01,0.0488501313099998
direct_losses,3507,нс и оглс,base,2023-07-01,0.0217029091
direct_losses,3507,нс и оглс,base,2024-07-01,0.06482211563
direct_losses,3511,дмс,base,2021-07-01,4.1945e-05
direct_losses,3511,дмс,base,2022-07-01,0.0032292999
direct_losses,3511,дмс,base,2023-07-01,0.00067492005
direct_losses,3511,дмс,base,2024-07-01,0.03416373737
direct_losses,3511,нс и оглс,base,2020-07-01,0.0008435535000000001
direct_losses,3511,нс и оглс,base,2021-07-01,2.15e-05
direct_losses,3511,нс и оглс,base,2023-07-01,1.4e-05
direct_losses,3511,нс и оглс,base,2024-07-01,3.2e-05
direct_losses,3528,дмс,base,2020-07-01,0.1601186651999998
direct_losses,3528,дмс,base,2021-07-01,0.1848904931999999
direct_losses,3528,дмс,base,2022-07-01,0.1758487995999999
direct_losses,3528,дмс,base,2023-07-01,0.1918201579999999
direct_losses,3528,дмс,base,2024-07-01,0.20778919899999998
direct_losses,3561,дмс,base,2020-07-01,0.00789340837
direct_losses,3561,нс и оглс,base,2020-07-01,0.000473665
direct_losses,3594,дмс,base,2020-07-01,0.0055967401600000004
direct_losses,3594,дмс,base,2021-07-01,0.0082346679399999
direct_losses,3594,дмс,base,2022-07-01,0.0120144532499999
direct_losses,3594,дмс,base,2023-07-01,0.0103835828699999
direct_losses,3594,дмс,base,2024-07-01,0.0046767080499999
direct_losses,3594,нс и оглс,base,2020-07-01,0.0057667114999999
direct_losses,3594,нс и оглс,base,2021-07-01,0.0072040313599998
direct_losses,3594,нс и оглс,base,2022-07-01,0.0072384180799999
direct_losses,3594,нс и оглс,base,2023-07-01,0.0075101471199998
direct_losses,3594,нс и оглс,base,2024-07-01,0.0051942521399999005
direct_losses,3609,дмс,base,2020-07-01,0.0011210946899998
direct_losses,3609,дмс,base,2021-07-01,0.001414315
direct_losses,3609,дмс,base,2022-07-01,0.0012416749999999
direct_losses,3609,дмс,base,2023-07-01,0.0005349249999998999
direct_losses,3609,дмс,base,2024-07-01,0.0004226649999999
direct_losses,3609,нс и оглс,base,2020-07-01,0.0285644919999999
direct_losses,3609,нс и оглс,base,2021-07-01,0.02488013
direct_losses,3609,нс и оглс,base,2022-07-01,0.0321049549999999
direct_losses,3609,нс и оглс,base,2023-07-01,0.025104657500000002
direct_losses,3609,нс и оглс,base,2024-07-01,0.0202451324999999
direct_losses,3692,дмс,base,2020-07-01,0.1023786469399999
direct_losses,3692,дмс,base,2021-07-01,0.1115388699499998
direct_losses,3692,дмс,base,2022-07-01,0.0872831592899998
direct_losses,3692,дмс,base,2023-07-01,0.055141217650000005
direct_losses,3692,дмс,base,2024-07-01,0.05186339589
direct_losses,3692,нс и оглс,base,2020-07-01,0.1582501882399998
direct_losses,3692,нс и оглс,base,2021-07-01,0.10330139653
direct_losses,3692,нс и оглс,base,2022-07-01,0.0168608569999999
direct_losses,3692,нс и оглс,base,2023-07-01,0.0457676666799999
direct_losses,3692,нс и оглс,base,2024-07-01,0.1010531966499999
direct_losses,3748,дмс,base,2020-07-01,0.0455813039299999
direct_losses,3748,дмс,base,2021-07-01,0.02797057855
direct_losses,3748,дмс,base,2022-07-01,0.02883070227
direct_losses,3748,дмс,base,2023-07-01,0.0260816644
direct_losses,3748,дмс,base,2024-07-01,0.0332129727999999
direct_losses,3748,нс и оглс,base,2020-07-01,0.0303079388299999
direct_losses,3748,нс и оглс,base,2021-07-01,0.03142856826
direct_losses,3748,нс и оглс,base,2022-07-01,0.0348416530599999
direct_losses,3748,нс и оглс,base,2023-07-01,0.023519578789999898
direct_losses,3748,нс и оглс,base,2024-07-01,0.0151790979499999
direct_losses,3767,дмс,base,2024-07-01,8.26841e-05
direct_losses,3767,нс и оглс,base,2020-07-01,0.0066522405299999
direct_losses,3767,нс и оглс,base,2021-07-01,0.013798965869999999
direct_losses,3767,нс и оглс,base,2022-07-01,0.0243223862899998
direct_losses,3767,нс и оглс,base,2023-07-01,0.0105435843999998
direct_losses,3767,нс и оглс,base,2024-07-01,0.0039311875899999005
direct_losses,3799,дмс,base,2020-07-01,0.0995885268
direct_losses,3799,дмс,base,2021-07-01,0.0871201037899999
direct_losses,3799,дмс,base,2022-07-01,0.06533032557
direct_losses,3799,дмс,base,2023-07-01,0.0694495785799998
direct_losses,3799,дмс,base,2024-07-01,0.06649896529999991
direct_losses,3799,нс и оглс,base,2020-07-01,6e-06
direct_losses,3823,дмс,base,2020-07-01,0.0029418013799999
direct_losses,3823,дмс,base,2021-07-01,0.00921614585
direct_losses,3823,дмс,base,2022-07-01,0.1841423421299998
direct_losses,3823,дмс,base,2023-07-01,0.27439780004000003
direct_losses,3823,дмс,base,2024-07-01,0.2595439815299999
direct_losses,3823,нс и оглс,base,2020-07-01,0.2218684696399999
direct_losses,3823,нс и оглс,base,2021-07-01,0.39637625254000003
direct_losses,3823,нс и оглс,base,2022-07-01,0.42082985867
direct_losses,3823,нс и оглс,base,2023-07-01,0.3795644586599999
direct_losses,3823,нс и оглс,base,2024-07-01,0.39706988085999995
direct_losses,3825,нс и оглс,base,2020-07-01,0.0050586809299999
direct_losses,3825,нс и оглс,base,2021-07-01,0.0145280154599998
direct_losses,3825,нс и оглс,base,2022-07-01,0.0135957381499998
direct_losses,3825,нс и оглс,base,2023-07-01,0.0109219689999999
direct_losses,3825,нс и оглс,base,2024-07-01,0.0096067139999999
direct_losses,3826,дмс,base,2020-07-01,0.20337213474
direct_losses,3826,дмс,base,2021-07-01,0.36582291993
direct_losses,3826,дмс,base,2022-07-01,0.2622335998699999
direct_losses,3826,дмс,base,2023-07-01,0.3471715337999999
direct_losses,3826,дмс,base,2024-07-01,0.34984424067
direct_losses,3826,нс и оглс,base,2020-07-01,0.0012212155999999
direct_losses,3826,нс и оглс,base,2021-07-01,0.0028297495599999
direct_losses,3826,нс и оглс,base,2022-07-01,0.0037556308399999
direct_losses,3826,нс и оглс,base,2023-07-01,0.00699990415
direct_losses,3826,нс и оглс,base,2024-07-01,0.00659732186
direct_losses,3828,дмс,base,2020-07-01,3.75911762896
direct_losses,3828,дмс,base,2021-07-01,5.35364111979
direct_losses,3828,дмс,base,2022-07-01,5.9776751056699995
direct_losses,3828,дмс,base,2023-07-01,4.04765100915
direct_losses,3828,дмс,base,2024-07-01,4.24922087841
direct_losses,3828,нс и оглс,base,2020-07-01,0.033993341989999995
direct_losses,3828,нс и оглс,base,2021-07-01,0.0378144960999999
direct_losses,3828,нс и оглс,base,2022-07-01,0.0601058766399999
direct_losses,3828,нс и оглс,base,2023-07-01,0.0272587870299999
direct_losses,3828,нс и оглс,base,2024-07-01,0.0392695334999999
direct_losses,3834,дмс,base,2020-07-01,0.0713112475599999
direct_losses,3834,дмс,base,2021-07-01,0.06412783043
direct_losses,3834,дмс,base,2022-07-01,0.0113241826599999
direct_losses,3834,нс и оглс,base,2020-07-01,0.0004385
direct_losses,3834,нс и оглс,base,2021-07-01,0.0001365
direct_losses,3837,дмс,base,2020-07-01,0.012124025949999898
direct_losses,3837,дмс,base,2021-07-01,0.019478633419999898
direct_losses,3837,дмс,base,2022-07-01,0.02182951655
direct_losses,3837,дмс,base,2023-07-01,0.02503182
direct_losses,3847,дмс,base,2020-07-01,0.3348336148099999
direct_losses,3847,дмс,base,2021-07-01,0.37140499240999997
direct_losses,3847,дмс,base,2022-07-01,0.40479760128
direct_losses,3847,дмс,base,2023-07-01,0.46391560213
direct_losses,3847,дмс,base,2024-07-01,0.5198501226799997
direct_losses,3847,нс и оглс,base,2021-07-01,0.0003
direct_losses,3847,нс и оглс,base,2023-07-01,0.000325
direct_losses,3866,дмс,base,2020-07-01,0.0003775
direct_losses,3866,дмс,base,2021-07-01,0.000146
direct_losses,3866,нс и оглс,base,2020-07-01,0.91912519064
direct_losses,3866,нс и оглс,base,2021-07-01,1.100021124
direct_losses,3866,нс и оглс,base,2022-07-01,0.01171327756
direct_losses,3866,нс и оглс,base,2023-07-01,0.0050229702899999
direct_losses,3866,нс и оглс,base,2024-07-01,0.00169443
direct_losses,3867,дмс,base,2020-07-01,0.00069136576
direct_losses,3867,дмс,base,2021-07-01,0.0007214510299999999
direct_losses,3867,дмс,base,2022-07-01,0.0013055288099999
direct_losses,3867,дмс,base,2023-07-01,0.005926382949999901
direct_losses,3867,дмс,base,2024-07-01,0.006803077089999899
direct_losses,3867,нс и оглс,base,2020-07-01,0.0276322832
direct_losses,3867,нс и оглс,base,2021-07-01,0.0338782473
direct_losses,3867,нс и оглс,base,2022-07-01,0.06283613797
direct_losses,3867,нс и оглс,base,2023-07-01,0.0783822789599999
direct_losses,3867,нс и оглс,base,2024-07-01,0.12019359443
direct_losses,3870,нс и оглс,base,2020-07-01,0.0012651949999999
direct_losses,3870,нс и оглс,base,2021-07-01,0.0034061159999999
direct_losses,3870,нс и оглс,base,2022-07-01,0.001792491
direct_losses,3870,нс и оглс,base,2023-07-01,0.0012841819999999
direct_losses,3870,нс и оглс,base,2024-07-01,0.0018747309999999
direct_losses,3879,дмс,base,2020-07-01,0.05980878819999989
direct_losses,3879,дмс,base,2021-07-01,0.1249628064999999
direct_losses,3879,дмс,base,2022-07-01,0.05186810387
direct_losses,3879,дмс,base,2023-07-01,0.0780144906099999
direct_losses,3879,дмс,base,2024-07-01,0.0805455286699999
direct_losses,3879,нс и оглс,base,2020-07-01,0.1936537420099999
direct_losses,3879,нс и оглс,base,2021-07-01,0.22856866703
direct_losses,3879,нс и оглс,base,2022-07-01,0.22175161197999999
direct_losses,3879,нс и оглс,base,2023-07-01,0.08986421566
direct_losses,3879,нс и оглс,base,2024-07-01,0.049939191079999896
direct_losses,3941,дмс,base,2020-07-01,0.2628212739899999
direct_losses,3941,дмс,base,2021-07-01,0.3769837529099998
direct_losses,3941,дмс,base,2022-07-01,0.4998121968799999
direct_losses,3941,дмс,base,2023-07-01,0.5906380151099999
direct_losses,3941,дмс,base,2024-07-01,0.81185579818
direct_losses,3941,нс и оглс,base,2020-07-01,0.0146561359399999
direct_losses,3941,нс и оглс,base,2021-07-01,0.0095324369799999
direct_losses,3941,нс и оглс,base,2022-07-01,0.0405556451899999
direct_losses,3941,нс и оглс,base,2023-07-01,0.0308244194399999
direct_losses,3941,нс и оглс,base,2024-07-01,0.043149492760000005
