"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,361886641992.506,47978529.34802,0,0,0,0,17646417664.5058,3522764160.36332,1839749440.34975,0,0,1683014720.01357,14123653504.1424,10406428239.8407,234199043.47959,41628,0,3296639.899,9733479231.482,0,0,328114249.79008,107297447.19008,615457150.64899,76185716.404,76185716.404,0,0,0,83055.83,0,6836981.25,532351397.16499,0,0,3101768113.6527,0,0,0,344240224328,15485000,344224739328,0,0
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,236855652343.09,6017658.66172,0,0,0,0,1205123786.59037,541864398.09149,201406558.60937,600000,0,340457839.48212,663259388.49888,512929660.10481,116032444.16547,0,3815843.93446,3203386.47099,38347798.69827,135552.4,0,253845048.82626,97549585.60936,145385166.79153,678020,678020,0,0,48803191.30217,85684223.88123,183398.48079,91819.55558,9843970.77176,100542.8,2068240.7689,2876320.83364,0,0,0,235650528556.5,30575000,235619953556.5,0,0
7,1820,"АО ""ГУТА-Страхование""",Москва,24703122.12916,0,0,0,0,0,24703122.12916,453000,0,0,0,453000,24250122.12916,23648122.12916,90090.23722,0,0,0,1167843.96653,2274463.68648,2274463.68648,20050938.48472,64785.75421,602000,0,0,0,0,0,0,0,0,602000,0,0,0,0,0,0,0,0,0,0,0
8,1412,"АО ""Д2 Страхование""",Новосибирск,53266554.22982,1917650,0,0,0,0,53266554.22982,37025208.99452,19401748.46452,0,0,17623460.53,16241345.2353,11532758.13656,708085.348,0,0,0,0,0,0,2675642.49,8149030.29856,884005,0,0,0,0,0,0,0,0,884005,0,0,3824582.09874,0,0,0,0,0,0,0,0
9,0055,"АО ""ДальЖАСО""",Хабаровск,40590701.33497,0,0,0,0,0,40590701.33497,29736877.94182,28618376.69682,0,0,1118501.245,10853823.39315,10798684.33502,10832.96,937080,0,370.235,9606877.88451,0,0,203575.24451,39948.011,55139.05813,0,0,0,0,0,0,0,0,38639.05813,16500,0,0,0,0,0,0,0,0,0,0
10,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,1802693285.6113,0,0,0,0,0,1802693285.6113,1653550728.67037,8532131.08152,0,0,1645018597.58885,149142556.94093,3016787.39463,0,0,0,0,0,0,0,0,3016787.39463,43029090.75507,0,0,0,0,0,0,0,0,42669090.75507,360000,0,103096678.79123,0,0,0,0,0,0,0,0
11,1427,"АО ""МАКС""",Москва,449169659163.947,0,0,0,0,0,4624762646.35453,1440972524.61105,710258734.08805,0,0,730713790.523,3183790121.74348,3131650488.37862,56730183.63009,33185270.56654,27841.756,243024.02728,3021094.8301,0,0,1309644618.80971,1728798454.7589,23142950.31992,7840328.87544,7840328.87544,0,0,3000,451178.3,8669859.51537,293950,5082654.63067,801978.99844,162776.0782,28833906.96674,40352957.592,40352957.592,0,444504543560,13085000,444491458560,0,0
12,2346,"АО ""ОСК""",Самара,12637306165.2765,2390173.90784,0,0,0,0,80605405.2765,23630605.8217,9861730.03951,0,0,13768875.78219,56974799.4548,46624344.39466,14864882.19974,10080,1450,599584.25,7728366.23609,2033.46824,0,16766190.2946,6651757.94599,8225311.80851,471100,471100,0,0,85038.984,1222481.7,3000,1111953.92991,5283768.74,47968.4546,0,2125143.25163,0,0,0,12556700760,6595000,12550105760,0,0
13,3748,"АО ""Русский Стандарт Страхование""",Москва,241919342.38466,0,57356937.26431,57356937.26431,0,0,184562405.12035,184562405.12035,100435465.86935,0,0,84126939.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4061102.93022
14,2619,"АО ""СК ""Астро-Волга""",Самара,590257478.5464,0,0,0,0,0,590257478.5464,500853589.5366,324556632.65464,0,0,176296956.88196,89403889.0098,87851087.37924,61611135.818,0,0,145000,5168725.94518,21286.274,21081.274,3424403.59618,17480535.74588,1552801.63056,66060,66060,0,0,0,77558.8,0,14000,1370182.83056,25000,0,0,0,0,0,0,0,0,0,0
15,0507,"АО ""СК ""Колымская""",Хабаровск,12635131.16392,2075,313263.73932,313215.73932,0,48,12321867.4246,12321867.4246,1069158.2896,0,0,11252709.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0915,"АО ""СК ""ПАРИ""",Москва,67306771513.6187,0,0,0,0,0,1313974801.61871,82694987.74448,75616836.35248,0,0,7078151.392,1231279813.87423,1153060225.6431,8979487.323,203338.6173,117705,1591258.01144,828469530.27769,0,0,232516839.17838,81182067.23529,38218194.46926,2089466.3242,2089466.3242,0,0,82667,5260064.2354,815067.19,2565655.176,27359274.54366,46000,1467925.105,38533468.65687,0,0,0,65992796712,10345000,65982451712,0,0
17,2733,"АО ""СК ""Резерв""",Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4014,"АО ""СК ""Югория-Жизнь""",Москва,28557870.94689,0,13185678.17489,13185678.17489,0,0,15372192.772,15372192.772,14700688.862,0,0,671503.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370607.57
19,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,261053296601.64,0,0,0,0,0,243091825.6398,90549147.88957,52060007.39557,0,0,38489140.494,152542677.75023,144541377.67685,28304241.10861,984380.58424,0,151649.09342,58693947.34572,0,0,34289549.42591,22117610.11895,2178472.94975,887800,887800,0,0,0,0,0,1750,1013872.94975,275050,0,5822827.12363,0,0,0,260810204776,10225000,260799979776,0,0
20,2873,"АО ""СМК ""Сахамедстрах""",Якутск,21861.24772,12291.70996,0,0,0,0,21861.24772,21861.24772,0,0,0,21861.24772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1587,"АО ""СО ""Талисман""",Казань,4676141.79317,0,0,0,0,0,4676141.79317,830902.75499,830902.75499,0,0,0,3845239.03818,3813729.03818,485461.90695,0,16000,0,0,1976305.805,1976305.805,1097538.03235,238423.29388,31510,0,0,0,0,4000,0,0,5000,22510,0,0,0,0,0,0,0,0,0,0,0
22,1208,"АО ""СОГАЗ""",Москва,8690594477634.37,0,0,0,0,0,88386121324.9912,26719467534.5756,9189955590.84534,0,81000,17529511943.7303,61666653790.4155,44806471820.2989,318669653.82466,505091697.01565,290136821.66442,259720897.62608,8009816566.107,4491496.58058,2237883.15338,34315805597.7323,1102739089.74817,14569589457.1316,58424031.0929,58424031.0929,0,285000,3039087610.92649,10179328747.6942,208272374.53004,170690466.96595,909532887.72192,3968338.20002,1810040938.43748,480551574.54762,10190201405.3792,10190201405.3792,0,8592018154904,635055000,8591383099904,0,0
23,3229,"АО ""Страховая бизнес группа""",Воронеж,147228748189.066,2415610,0,0,0,0,694079997.06626,29921273.30348,7594629.80348,0,0,22326643.5,664158723.76278,601287516.11773,3050,0,4136.66,0,3798646.71076,0,0,597267990.5608,213692.18617,62791577.64505,0,0,0,0,8800,150593.9,0,1151900,60754844.02505,725439.72,0,79630,0,0,0,146534668192,7940000,146526728192,0,0
24,0983,"АО ""Страховая группа ""УралСиб""",Москва,1434627.19667,0,0,0,0,0,1434627.19667,1382656.15442,1382656.15442,0,0,0,51971.04225,626,0,0,0,0,0,0,0,500,126,0,0,0,0,0,0,0,0,0,0,0,0,51345.04225,0,0,0,0,0,0,0,0
25,0796,"АО ""Страховая группа АВАНГАРД - ГАРАНТ""",Москва,10655744.88303,0,0,0,0,0,10655744.88303,2080,2080,0,0,0,10653664.88303,10653664.88303,115504.435,0,0,0,0,10517597.036,10517597.036,20563.41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,4628308.0377,0,0,0,0,0,4628308.0377,1166385.504,74415,0,0,1091970.504,3461922.5337,1246147.6229,499249.353,0,0,0,59700.31545,0,0,382991.69645,304206.258,1208845.7838,219250,219250,0,0,0,0,0,760000,229595.7838,0,0,1006929.127,0,0,0,0,0,0,0,0
27,3230,"АО ""Страховая компания ""СОГАЗ-Мед""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Иваново,52757121.64888,0,0,0,0,0,52757121.64888,39406955.49249,1649671.69331,0,0,37757283.79918,13350166.15639,11944595.29957,54615.4117,0,2090114.73,0,266330.89835,0,0,7610520.01744,1923014.24208,1405570.85682,0,0,0,0,10000,0,1100,5673.58205,1338797.27477,50000,0,0,0,0,0,0,0,0,0,0
29,2144,"АО ""Страховая компания АСКО-Центр""",Курск,24545629.32621,0,0,0,0,0,24545629.32621,1376911.02484,1350716.98384,0,0,26194.041,23168718.30137,23079818.30137,16557584.67458,0,0,0,131182.8297,7490.054,0,5052014.53784,1331546.20525,88900,0,0,0,0,0,0,0,0,88900,0,0,0,0,0,0,0,0,0,0,0
30,0191,"АО ""Тинькофф Страхование""",Москва,1555367989.86129,0,0,0,0,0,1555367989.86129,1277416136.1438,1277416136.1438,0,0,0,277951853.71749,235948109.59785,125355538.53979,0,0,0,0,0,0,336284.55,110256286.50806,11936413.7101,7169750,7169750,0,0,0,0,0,0,4766663.7101,0,0,30067330.40954,0,0,0,0,0,0,0,0
31,3987,"АО ""УРАЛСИБ Жизнь""",Москва,12836676.39099,3248.045,12835553.99099,12835553.99099,7738128.3243,0,1122.4,1122.4,0,0,0,1122.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786841.40317
32,2708,"АО ""ЧСК""",Москва,80067160.96649,0,0,0,0,0,80067160.96649,79652850,3923850,0,0,75729000,414310.96649,0,0,0,0,0,0,0,0,0,0,414310.96649,0,0,0,0,0,0,266310.96649,0,148000,0,0,0,0,0,0,0,0,0,0,0
33,0177,"АО ""Юнити страхование""",Москва,23650626.6874,1142861.9,0,0,0,0,23650626.6874,1390724.91152,278924.91152,0,0,1111800,22259901.77588,22259901.77588,22219711.90697,0,0,0,0,0,0,0,40189.86891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3300,"АО СГ ""Спасские ворота""",Москва,516743804.77337,5005012.26841,0,0,0,0,516253804.77337,8634219.76601,4574918.54204,0,0,4059301.22397,507619585.00736,245197369.65089,433959.31342,0,0,1259500,232842362.85095,0,0,6236309.16703,4425238.31949,262416495.35647,101454.6,101454.6,0,0,0,258920650,6000,267360,3121030.75647,0,0,5720,0,0,0,490000,490000,0,0,0
35,1858,"АО СК "" Армеец""",Москва,12791190.85608,278284.16,0,0,0,0,12791190.85608,3555939.14686,1411119.25562,0,0,2144819.89124,9235251.70922,7581182.63842,395539.43184,0,0,0,0,0,0,6183450.26336,1002192.94322,1646187.62064,9000,9000,0,0,7820,0,0,0,1624367.62064,5000,0,7881.45016,0,0,0,0,0,0,0,0
36,0290,"АО СК ""Альянс""",Москва,13927060328.7137,43384975.22589,0,0,0,0,5841210608.71368,3829012871.01383,2168483889.30245,826000,0,1660528981.71138,2012197737.69985,1627018653.11947,3605473.484,63371955.08041,1447446,29210852.64394,511168252.35945,0,0,995082261.69349,23132411.85818,142422084.85727,33647177.2,33647177.2,0,0,1783282.5,0,1179731.06457,7602465.352,97802937.4407,406491.3,127347398.13282,115409601.59029,0,0,0,8085849720,5435000,8080414720,0,0
37,0518,"АО СК ""БАСК""",Белово,28995274.59557,0,0,0,0,0,25105274.59557,3899269.42406,450743.77013,0,0,3448525.65393,21206005.17151,21077307.02051,760320.51297,0,0,0,3683555.36973,0,0,16491407.98281,142023.155,68800,2000,2000,0,0,0,0,0,0,66800,0,0,59898.151,0,0,0,3890000,3890000,0,0,0
38,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,133804142.21266,417146.5511,0,0,0,0,133804142.21266,12167729.7665,10714429.7665,0,0,1453300,121636412.44616,115845966.3977,8358323.3975,0,0,840,99646165.95242,0,0,6842010.08899,998626.95879,5114814.16366,217600,217600,0,0,0,1000,0,1448210.99,3448003.17366,0,0,675631.8848,0,0,0,0,0,0,0,0
39,0425,"АО СК ""Ингвар""",Москва,154232617.19831,0,0,0,0,0,154232617.19831,1500,1500,0,0,0,154231117.19831,154145267.19831,0,0,0,0,77446534.03235,0,0,76607250.07796,91483.088,42400,0,0,0,0,0,0,0,0,42400,0,0,43450,0,0,0,0,0,0,0,0
40,2947,"АО СК ""РСХБ-Страхование""",Москва,883166385.46395,0,0,0,0,0,883111385.46395,172720605.26269,124970805.26269,0,0,47749800,710390780.20126,650587383.30846,3866605.06985,175180.72146,0,596756.4,753683.67724,135145761.75704,69902196.71971,450848246.54755,59201149.13532,24239235.8587,362300,362300,0,0,0,32060,0,343000,23368832.4187,133043.44,3958153.95446,31606007.07964,0,0,0,55000,55000,0,0,0
41,3256,"АО СК ""Совкомбанк Жизнь""",Москва,759382161.36679,0,158043406.62027,158010519.30057,5369062.8048,32887.3197,601338754.74652,601338754.74652,572022103.10252,0,0,29316651.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0212,"АО СК ""Цюрих""",Москва,1826532620.61057,0,0,0,0,0,1826532620.61057,2032985.39916,2032985.39916,0,0,0,1824499635.21141,1302378730.79782,0,0,0,0,593261548.49318,0,0,709117182.30464,0,164477055.21997,23200000,23200000,0,0,0,0,0,18456929.94566,122820125.27431,0,315100444.84319,42543404.35043,0,0,0,0,0,0,0,0
43,1216,"АО СК ""Чулпан""",Альметьевск,168618012185.932,0,0,0,0,0,39646217.9316,3493377.12473,2484529.53052,0,0,1008847.59421,36152840.80687,33927465.80161,1457131.37516,0,0,23501.36657,882796.35326,9169.5,0,23505484.92855,8049382.27807,2119815.04215,36200,36200,0,0,0,124050,9588.018,0,1939477.02415,10500,0,105559.96311,0,0,0,168578365968,20970000,168557395968,0,0
44,4376,"НКО ""ВОВС""",Сызрань,14000,0,0,0,0,0,14000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,2000,12000,0,0,0,0,0,0,0,0,0,0
45,4349,"НКО ""МОВС""",Санкт-Петербург,1946486.8992,0,0,0,0,0,1946486.8992,0,0,0,0,0,1946486.8992,559824.11096,280741.179,0,0,0,8758.01964,11403.33454,0,229667.57778,29254,817783.3371,2500,0,0,0,0,0,0,0,28000,787283.3371,79000,489879.45114,0,0,0,0,0,0,0,0
46,4379,"НКО ""ПОВСТО""",Екатеринбург,117850404.70686,0,0,0,0,0,117850404.70686,0,0,0,0,0,117850404.70686,34806402.48286,0,0,0,0,34761502.44914,0,0,42400.03372,2500,83044002.224,0,0,0,0,0,0,0,0,0,83044002.224,0,0,0,0,0,0,0,0,0,0
47,4381,НКО «ПОВС «РП»,Москва,2500,0,0,0,0,0,2500,0,0,0,0,0,2500,2500,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4301,НКО НОВС,Камышин,275045.08996,0,0,0,0,0,275045.08996,0,0,0,0,0,275045.08996,0,0,0,0,0,0,0,0,0,0,257000,0,0,0,0,0,0,0,0,14500,242500,0,18045.08996,0,0,0,0,0,0,0,0
49,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,166763.912,0,0,0,0,0,166763.912,0,0,0,0,0,166763.912,166763.912,945.9,0,0,0,0,0,0,162569.652,3248.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4169,"НКО ПОВС ""СмартСтрах""",Москва,15000,0,0,0,0,0,15000,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0
51,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,1694313.12521,0,0,0,0,0,1694313.12521,0,0,0,0,0,1694313.12521,1691253.12521,558419.15,0,0,0,203833.91421,0,0,896500.061,32500,3060,0,0,0,0,0,0,0,0,60,3000,0,0,0,0,0,0,0,0,0,0
52,4360,"НКО ПОВС ""Эталон""",Москва,1670707.866,0,0,0,0,0,1670707.866,0,0,0,0,0,1670707.866,1620707.866,1620707.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0
53,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,994132.5275,0,0,0,0,0,994132.5275,0,0,0,0,0,994132.5275,2000,2000,0,0,0,0,0,0,0,0,788585.5755,0,0,0,0,0,0,0,0,0,788585.5755,0,203546.952,0,0,0,0,0,0,0,0
54,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,423127,0,0,0,0,0,423127,0,0,0,0,0,423127,423127,34657,0,0,0,0,0,0,381880,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4362,НКО ПОВС «Содружество»,Москва,15188.8976,0,0,0,0,0,15188.8976,0,0,0,0,0,15188.8976,0,0,0,0,0,0,0,0,0,0,13878.9706,0,0,0,0,0,0,0,1600,0,12278.9706,0,1309.927,0,0,0,0,0,0,0,0
56,2496,"ООО ""Абсолют Страхование""",Москва,16457836989.4393,73280661.31197,0,0,0,0,2146405581.43926,825583468.32239,756678533.2834,5488000,0,68904935.03899,1320822113.11687,1129681355.7906,33305496.1976,1970097.74237,0,21370651.70899,224882629.76127,4032534.77395,3809906.90205,451818551.49818,392301394.10824,167712754.28444,5591776.192,5591776.192,0,0,68000,82047152.18935,0,39559219.67116,40443106.23193,3500,19712449.32641,3715553.71542,0,0,0,14311431408,7030000,14304401408,0,0
57,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,186002113.18606,0,0,0,0,0,186002113.18606,44718747.24161,43205561.88632,0,0,1513185.35529,141283365.94445,85201435.90616,272770.087,0,7051056.54769,0,33506.4,119176.5945,0,27533239.07798,50191687.19899,56018792.09792,0,0,0,0,51646365,0,0,141700,4230727.09792,0,0,63137.94037,0,0,0,0,0,0,0,0
58,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,540834375.68093,515511.53369,507878660.47052,507878660.47052,468300020.25468,0,32955715.21041,32955715.21041,17995056.44903,0,0,14960658.76138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32414270.14413
59,0436,"ООО ""АМТ Страхование""",Москва,123917243.17209,75360887.49457,0,0,0,0,123917243.17209,17813145.22588,17813145.22588,0,0,0,106104097.94621,45339958.14727,0,0,0,41888945.71822,2988934.85979,0,0,320236.85958,141840.70968,60577337.12906,0,0,0,0,0,60213209.12906,0,0,364128,0,0,186802.66988,0,0,0,0,0,0,0,0
60,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,758843021.81706,0,0,0,0,0,758843021.81706,0,0,0,0,0,758843021.81706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758843021.81706,0,0,0,0,0,0,0,0,0
