"Сведения о страховых премиях по договорам, переданным в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
21,1208,"АО ""СОГАЗ""",Москва,48560135.23279,-,-,-,-,47324702.80002,54079.77356,48422.51599,-,-,5657.25757,47270623.02646,39528280.40461,909609.12862,33958.13361,3240380.92588,296140.01368,156548.86687,72011.09112,15805.44,34693792.99976,125839.24507,2982444.03988,4761.24414,-,-,-,917853.72623,153138.37232,87490.11365,284515.91519,1534177.65569,507.01266,4758899.54022,999.04175,-,-,-,1235432.43277,-,733459.06099,501973.37178,-
22,3229,"АО ""Страховая бизнес группа""",Воронеж,127208.63121,-,-,-,-,90830.90447,8,8,-,-,-,90822.90447,88787.94621,280.67662,-,-,-,1516.81606,-,-,86636.56955,353.88398,2034.95826,-,-,-,-,3.5,113.16578,-,60.125,1627.98973,230.17775,-,-,-,-,-,36377.72674,-,6932.46672,29445.26002,-
23,0983,"АО ""Страховая группа ""УралСиб""",Москва,1195.08105,-,-,-,-,1195.08105,278.33905,278.33905,-,-,-,916.742,733.52,-,-,-,-,-,-,-,718.592,14.928,183.222,-,-,-,-,-,-,-,-,183.222,-,-,-,-,-,-,-,-,-,-,-
24,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,11043.91909,-,-,-,-,11043.91909,-,-,-,-,-,11043.91909,8807.62909,2683.59,-,-,2027.77392,6.69448,-,-,2272.05438,1817.51631,2236.29,-,-,-,-,-,-,-,-,2236.29,-,-,-,-,-,-,-,-,-,-,-
25,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,19993.90699,-,-,-,-,19993.90699,1706.80824,1706.80824,-,-,-,18287.09875,11263.10372,1023.58149,-,2223.56404,-,529.52285,-,-,3817.75035,3668.68499,7023.99503,-,-,-,-,6541.45682,-,-,-,482.53821,-,-,-,-,-,-,-,-,-,-,-
26,2144,"АО ""Страховая компания АСКО-Центр""",Курск,6084.9754,-,-,-,-,6084.9754,25.5,25.5,-,-,-,6059.4754,6059.4754,68.72395,-,-,-,-,-,-,5506.12186,484.62959,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,0191,"АО ""Тинькофф Страхование""",Москва,6246.63061,-,-,-,-,6246.63061,-,-,-,-,-,6246.63061,6246.63061,4951.20503,-,-,-,-,-,-,615.25528,680.1703,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,3987,"АО ""УРАЛСИБ Жизнь""",Москва,1224.30423,1224.30423,1224.30423,138.1997,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,0212,"АО ""Цюрих надежное страхование""",Москва,1603996.82149,-,-,-,-,1603996.82149,4292.43763,4105.30516,-,-,187.13247,1599704.38386,971366.10665,-1052.32164,-,-,-,163239.69009,-,-,809178.7382,-,228022.95025,2452.10576,-,-,-,-,-,-,43247.54821,182323.29628,-,330485.00747,69830.31949,-,-,-,-,-,-,-,-
30,0177,"АО ""Юнити страхование""",Москва,98144.7781,-,-,-,-,98144.7781,7479.57104,7479.57104,-,-,-,90665.20706,57861.05805,6710.55386,-,-,-,10202.4907,-,-,35094.30892,5853.70457,24273.74666,5353.91131,-,5353.91131,-,-,-,-,10684.68333,8235.15202,-,8530.40235,-,-,-,-,-,-,-,-,-
31,4351,АО РНПК,Москва,261430.11642,-,-,-,-,261430.11642,-,-,-,-,-,261430.11642,205737.25895,-,-,-,5539.19393,-,1225.44935,-,198972.61567,-,45718.0685,-,-,-,-,37143.42,-,-,-,457.60007,8117.04843,-,9974.78897,-,-,-,-,-,-,-,-
32,3300,"АО СГ ""Спасские ворота""",Салехард,45664.93883,-,-,-,-,45043.0682,4104.90003,4104.90003,-,-,-,40938.16817,28564.15258,5738.40525,-,-,2209.81,14235.26402,-,-,6103.83673,276.83658,12374.01559,-,-,-,-,-,6352.13416,-,9,6012.88143,-,-,-,-,-,-,621.87063,-,576.09912,45.77151,-
33,1858,"АО СК "" Армеец""",Москва,3305.50896,-,-,-,-,3305.50896,190.34252,190.34252,-,-,-,3115.16644,3078.26644,124.41856,-,-,-,38.60917,-,-,2104.45623,810.78248,29.7,-,-,-,-,-,-,-,-,29.7,-,-,7.2,-,-,-,-,-,-,-,-
34,0290,"АО СК ""Альянс""",Москва,2979984.56914,-,-,-,-,2968389.50241,80939.8878,58287.53333,-,-,22652.35447,2887449.61461,1299598.78064,6868.3923,3876.77259,132455.33663,16147.84669,387684.1033,-,-,741209.8415,11356.48763,592601.35406,7341.21721,-,-,-,23704.69775,-,4448.0817,-,547624.47655,9482.88085,220699.6662,774549.81371,-,-,-,11595.06673,-,6622.97973,4972.087,-
35,0518,"АО СК ""БАСК""",Белово,38109.04593,-,-,-,-,23809.01779,35.84,35.84,-,-,-,23773.17779,12509.25149,1247.79407,-,-,-,1992.78782,-,-,9063.23683,205.43277,11263.9263,-,-,-,-,-,-,-,-,11263.9263,-,-,-,-,-,-,14300.02814,-,14300.02814,-,-
36,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,48169.51933,-,-,-,-,48169.51933,1684.92493,1684.92493,-,-,-,46484.5944,27628.62856,3476.98752,-,-,-,19631.06567,-,-,4443.65256,76.92281,18072.2032,11103.90058,275.41027,10828.49031,-,-,-,-,2462.34472,4505.9579,-,-,783.76264,-,-,-,-,-,-,-,-
37,0425,"АО СК ""Ингвар""",Москва,8357.3429,-,-,-,-,8357.3429,-,-,-,-,-,8357.3429,8181.1479,-,-,-,-,4928.57683,-,-,3133.42402,119.14705,173.09,-,-,-,-,-,-,-,-,173.09,-,-,3.105,-,-,-,-,-,-,-,-
38,3991,"АО СК ""Ренессанс здоровье""",Москва,203299.2092,-,-,-,-,203299.2092,203299.2092,176015.38128,-,-,27283.82792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,2947,"АО СК ""РСХБ-Страхование""",Москва,2261466.57046,-,-,-,-,2260208.35603,389399.42001,389399.42001,-,-,-,1870808.93602,1802838.17682,67224.81678,7431.35322,-,263.0615,10320.76709,1271183.72722,948323.82494,409385.48413,37028.96688,33130.17533,-,-,-,-,-,-,-,964.52,32165.65533,-,34185.90723,654.67664,-,-,-,1258.21443,-,1258.21443,-,-
40,1216,"АО СК ""Чулпан""",Альметьевск,518610.49951,-,-,-,-,477539.91956,340.78751,340.78751,-,-,-,477199.13205,461926.24675,3293.75255,-,-,16,12690.58172,-,-,445426.89927,499.01321,327.27265,-,-,-,-,-,-,-,-,277.27265,50,14928.42686,17.18579,-,-,-,41070.57995,-,19991.16986,21079.41009,-
41,4349,"НКО ""МОВС""",Санкт-Петербург,107.06133,-,-,-,-,107.06133,-,-,-,-,-,107.06133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107.06133,-,-,-,-,-,-,-,-
42,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,14927.46311,-,-,-,-,14927.46311,-,-,-,-,-,14927.46311,14927.46311,14927.46311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,2708,"ОАО ""ЧСК""",Москва,21060.84825,-,-,-,-,969.31847,-,-,-,-,-,969.31847,273.32815,-,-,-,-,94.92622,-,-,178.40193,-,695.99032,-,-,-,-,-,-,695.99032,-,-,-,-,-,-,-,-,20091.52978,-,17530.86377,2560.66601,-
44,2496,"ООО ""Абсолют Страхование""",Москва,259569.52743,-,-,-,-,244543.2261,7183.43766,7183.43766,-,-,-,237359.78844,192258.16199,10941.57503,-,-,29940.9605,12951.27075,18708.72947,18708.72947,114317.14823,5398.47801,39321.9572,-,-,-,-,-,10094.98876,-,1014.99357,28211.97487,-,5779.66925,-,-,-,-,15026.30133,-,4780.87167,10245.42966,-
45,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,32865.36971,-,-,-,-,32865.36971,6535.98688,6535.98688,-,-,-,26329.38283,22002.82878,2156.99424,-,11384.05287,27.4,31.7,647.91435,-,6777.43319,977.33413,4326.55405,-,-,-,-,1756.81384,-,-,32.4,2537.34021,-,-,-,-,-,-,-,-,-,-,-
46,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,46687.21013,37296.98106,37296.98106,12162.72748,-,9390.22907,9390.22907,3043.11094,-,-,6347.11813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,0436,"ООО ""АМТ Страхование""",Москва,41965.93883,-,-,-,-,41965.93883,-,-,-,-,-,41965.93883,17140.8339,-,-,-,17140.8339,-,-,-,-,-,24825.10493,-,-,-,-,-,24825.10493,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,1408247.77648,-,-,-,-,1408247.77648,-,-,-,-,-,1408247.77648,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1408247.77648,-,-,-,-,-,-,-,-,-
49,3487,"ООО ""БИН Страхование""",Москва,1.79877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.79877,-,1.79877,-,-
50,3799,"ООО ""БСД""",Москва,5657.87454,-,-,-,-,5657.87454,-,-,-,-,-,5657.87454,1741.03105,-,-,-,-,300.57161,-,-,1440.45944,-,3868.62134,-,-,-,-,-,-,-,-,3868.62134,-,48.22215,-,-,-,-,-,-,-,-,-
51,3866,"ООО ""ВСК-Линия жизни""",Москва,15272.13065,15272.13065,15272.13065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,4375,"ООО ""ДжиАйСи Перестрахование""",Москва,1273.74565,-,-,-,-,1273.74565,-,-,-,-,-,1273.74565,1273.74565,-,-,-,-,-,-,-,1273.74565,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,1083,"ООО ""Зетта Страхование""",Москва,124609.58318,-,-,-,-,72055.65204,43624.2746,640.16421,-,-,42984.11039,28431.37744,10506.99527,8952.13983,-8.79821,-,-,-50.79062,-143.91091,-,-200.05912,1958.4143,17344.63603,10421.6635,738.87528,9682.78822,-,-,-,1946.71148,3807.33974,1055.18621,113.7351,24.26842,555.47772,-,-,-,52553.93114,-,20379.73721,32174.19393,-
54,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,36399.50141,26162.62327,26162.62327,2226.01038,-,10236.87814,10236.87814,10236.87814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,4209,"ООО ""Кофас Рус Страховая Компания""",Москва,296376.43564,-,-,-,-,296376.43564,-,-,-,-,-,296376.43564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,296376.43564,-,-,-,-,-,-,-,-,-
56,4326,"ООО ""КПСК""",Симферополь,149784.57115,-,-,-,-,149784.57115,4.14319,4.14319,-,-,-,149780.42796,135416.51578,451.90888,-,-930.2459,-472.2017,4180.82238,-,-,132180.9204,5.31172,14363.91218,-,-,-,-,-26.50406,-2922.62922,-,18,7693.67178,9601.37368,-,-,-,-,-,-,-,-,-,-
57,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,706046.3138,-,-,-,-,706046.3138,-,-,-,-,-,706046.3138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,706046.3138,-,-,-,-,-,-,-,-,-
58,4013,"ООО ""МАКС-Жизнь""",Москва,13732.31042,13732.31042,13732.31042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,3295,"ООО ""НСГ-""Росэнерго""",Горно-Алтайск,577.46541,-,-,-,-,577.46541,-,-,-,-,-,577.46541,577.46541,-,-,-,-,365.68911,-,-,199.98305,11.79325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,4008,"ООО ""ОСЖ РЕСО-Гарантия""",Москва,24.26723,-,-,-,-,24.26723,24.26723,24.26723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,3609,"ООО ""ППФ Страхование жизни""",Москва,43557.50447,36680.25718,36680.25718,-,-,6877.24729,6877.24729,6877.24729,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,0473,"ООО ""РИКС""",Москва,11327.91727,-,-,-,-,11327.91727,-,-,-,-,-,11327.91727,3.5928,-,-,-,-,-,-,-,3.5928,-,10840.35929,-,-,-,-,-,-,-,-,10500.35929,340,-,483.96518,-,-,-,-,-,-,-,-
63,2042,"ООО ""СК ""Гранта""",Казань,70295.42771,-,-,-,-,70295.42771,10255.68388,10255.68388,-,-,-,60039.74383,58674.04189,55709.14296,-,-,-,107.48031,-,-,2402.27389,455.14473,1314.38532,-,-,-,-,-,-,-,515.10825,799.27707,-,-,51.31662,-,-,-,-,-,-,-,-
64,3823,"ООО ""СК ""Ингосстрах-Жизнь""",Москва,227071.81194,1174.60172,1174.60172,-,-,225897.21022,225897.21022,208758.10247,-,-,17139.10775,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,2169,"ООО ""СК ""Инертек""",Санкт-Петербург,234.75,-,-,-,-,234.75,-,-,-,-,-,234.75,234.75,85,-,-,-,-,-,-,149.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,27592.52208,-,-,-,-,27592.52208,14.00262,14.00262,-,-,-,27578.51946,27575.97353,56.511,-,-,-,26820.85429,-,-,685.17576,13.43248,2.54593,-,-,-,-,-,-,-,-,2.54593,-,-,-,-,-,-,-,-,-,-,-
67,2877,"ООО ""СК ""Мегарусс-Д""",Москва,345510.97518,-,-,-,-,345510.97518,62173.19138,62173.19138,-,-,-,283337.7838,283320.9088,56577.41398,-,-,-,3758.92044,-,-,222918.49042,66.08396,16.875,-,-,-,-,-,-,-,-,16.875,-,-,-,-,-,-,-,-,-,-,-
