,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,Перевозчиков,,,,,Иных владельцев (кроме перевозчиков),,,,,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,,,,,,,,,,,,,
107,1298,  КАПИТАЛ СТРАХОВАНИЕ,Когалым,53848,0,0,0,0,0,13522,918,253,0,0,665,12604,8598,5360,12,7,27,6,0,0,837,2349,3260,0,0,0,0,0,2081,2004,0,19,58,92,2,1059,26,43,703,0,0,0,40326,35440,4839,47,0
108,1336,  КАПИТАЛ-ПОЛИС,Санкт-Петербург,38380,0,0,0,0,0,38380,12076,8701,0,0,3375,26304,7658,6357,0,0,0,650,0,0,376,275,1556,0,0,0,0,0,370,370,0,0,0,1,937,248,0,0,17090,0,0,0,0,0,0,0,0
109,2875,  КАПИТАЛ-ПОЛИС МЕДИЦИНА,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,614,  КАСКО-МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Липецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3629,  КЛУВЕР,Саратов,1343,0,0,0,0,0,1343,78,68,0,0,10,1265,1164,1065,0,0,0,0,0,0,85,14,101,0,0,0,0,0,31,31,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
112,507,  КОЛЫМСКАЯ,Хабаровск,139955,2424,94011,93771,0,240,45944,45944,20013,0,0,25931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1867,  КОМЕСТРА-ТОМЬ,Томск,65627,0,0,0,0,0,65627,33692,7616,0,0,26076,31935,31193,27322,0,0,0,4,0,0,237,3630,742,0,0,0,0,0,209,209,0,0,0,0,25,506,2,0,0,0,0,0,0,0,0,0,0
114,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,164978,0,0,0,0,0,164978,5,5,0,0,0,164973,29719,0,0,0,0,0,0,0,0,29719,24016,0,0,0,0,0,0,0,0,0,0,0,0,24016,0,0,111238,0,0,0,0,0,0,0,0
115,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,7168,0,0,0,0,0,7168,7168,0,0,0,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,199,0,0,0,0,0,199,0,0,0,0,0,199,199,42,0,0,0,0,0,0,126,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4296,  КООП-РЕСУРС,Вологда,84,0,0,0,0,0,84,0,0,0,0,0,84,84,10,0,0,0,0,0,0,60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,213,0,0,0,0,0,213,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0
119,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,65704,49,84,84,0,0,65620,65620,65620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4246,  КРИСТАЛЛ,Краснодар,696,0,0,0,0,0,696,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0
121,3781,  КРК-СТРАХОВАНИЕ,Москва,9028,0,0,0,0,0,9028,2176,1676,0,0,500,6852,5948,4595,0,2,2,12,0,0,218,1119,904,2,0,0,2,0,267,264,0,3,0,0,248,387,0,0,0,0,0,0,0,0,0,0,0
122,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,2019,0,0,0,0,0,2019,1470,814,0,0,656,549,416,49,0,3,13,6,0,0,232,113,89,1,0,0,1,0,35,0,0,0,35,6,0,47,0,44,0,0,0,0,0,0,0,0,0
124,4324,  КРЫМСКАЯ СМК,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,4410,0,0,0,0,0,4410,3133,3109,0,0,24,1277,1075,181,0,0,0,7,0,0,129,758,182,0,0,0,0,0,0,0,0,0,0,0,0,171,11,0,20,0,0,0,0,0,0,0,0
126,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,348,  ЛЕКСГАРАНТ,Москва,7876,0,0,0,0,0,7876,165,139,0,0,26,7711,412,98,0,26,0,11,0,0,153,124,134,23,0,0,23,0,25,25,0,0,0,1,2,48,35,0,7165,0,0,0,0,0,0,0,0
128,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,382448,0,0,0,0,0,274514,218024,37614,0,0,180410,56490,37790,23352,5,0,27,53,0,0,838,13515,18366,0,0,0,0,0,16452,16423,0,0,29,19,44,1205,646,187,147,0,0,0,107934,107598,208,128,0
129,1427,  МАКС,Москва,869224,0,0,0,0,0,363927,123220,108710,0,1,14510,240707,198863,39362,8,2,6,18,101,21,4744,154622,17724,923,905,0,16,2,0,0,0,0,0,55,153,16333,260,46,24074,0,0,0,505297,501853,755,2689,0
130,4013,  МАКС-ЖИЗНЬ,Москва,7,0,6,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,4278,  МАКСИМУС,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2877,  МЕГАРУСС-Д,Москва,91010,0,0,0,0,0,46027,16278,15210,0,0,1068,29749,25948,20415,0,6,2,19,0,0,260,5246,216,0,0,0,0,0,13,3,0,7,3,12,9,62,120,0,3585,0,0,0,44983,44983,0,0,0
135,797,  МЕД-ГАРАНТ,Балашиха,2555,0,0,0,0,0,306,198,143,0,0,55,108,106,22,0,0,0,0,0,0,78,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2249,2249,0,0,0
136,660,  МЕДИКА-ВОСТОК,Красноярск,18,0,0,0,0,0,18,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1660,  МЕДИКА-ТОМСК,Томск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,484,  МЕДСТРАХ,Москва,332,0,0,0,0,0,332,332,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,141,  МЕДЭКСПРЕСС,Санкт-Петербург,12674,0,0,0,0,0,6087,4650,1092,0,0,3558,1437,1194,756,0,0,0,4,0,0,50,384,243,0,0,0,0,0,121,121,0,0,0,0,0,122,0,0,0,0,0,0,6587,6587,0,0,0
141,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,67198,6,0,0,0,0,67198,66426,65972,0,0,454,772,763,0,0,0,0,0,0,0,0,763,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0
142,1461,  МЕСКО,Москва,27766,0,0,0,0,0,27766,457,263,0,0,194,27309,1142,0,0,2,0,0,0,0,158,982,24783,0,0,0,0,0,0,0,0,0,0,0,0,694,24089,0,1384,0,0,0,0,0,0,0,0
143,3256,  МЕТЛАЙФ,Москва,957446,0,293424,291551,236260,1873,664022,664022,400154,0,0,263868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,166,  МИЛОСЕРДИЕ И БЛАГОПОЛУЧИЕ,Красногорск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2950,  МОСКВА-ВОЛГА,Красногорск,5,0,0,0,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
146,2974,  МОСКВА-РЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2290,  МОСКОВИЯ,Москва,360117,0,0,0,0,0,111567,100042,99160,0,0,882,11525,11111,415,0,0,0,10327,0,0,96,273,294,0,0,0,0,0,173,173,0,0,0,0,0,121,0,0,120,0,0,0,248550,248550,0,0,0
148,3865,  МОСОБЛГАРАНТ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3128,  МСК АЙАЙСИ,Москва,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
150,413,  МСК СТРАЖ,Рязань,575736,297,0,0,0,0,204739,178623,158887,0,0,19736,26116,23849,7070,0,0,1,90,65,0,1236,15387,2267,0,0,0,0,0,484,484,0,0,0,0,0,1783,0,0,0,0,0,0,370997,370997,0,0,0
151,2326,  МСК УРАЛСИБ,Климовск,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3624,  МСК-МЕДИЦИНА,Краснодар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2182,  НАДЕЖДА,Красноярск,906486,0,0,0,0,0,628543,482601,319323,0,0,163278,145942,124139,110722,0,0,8,4,0,0,860,12545,17431,15,7,0,0,8,10378,10378,0,0,0,4,18,6974,42,0,4372,0,0,0,277943,277943,0,0,0
155,4192,  НАРОДНЫЕ КАССЫ,Москва,33185,0,0,0,0,0,33185,0,0,0,0,0,33185,25,0,0,0,0,0,0,0,22,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,33129,0,0,0,0,0,0,0,0
156,1535,  НАСКО ЖИЗНЬ,Казань,3422,0,1419,1304,0,115,2003,2003,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,3116,  НАСКО ТАТАРСТАН,Казань,781516,0,0,0,0,0,446975,225113,199841,0,0,25272,221862,178921,6510,3,1,26,15,4544,0,2992,164830,40471,143,0,0,20,123,40,37,0,1,2,45,255,39177,811,0,2470,0,0,0,334541,332853,1100,588,0
158,1826,  НАЦИОНАЛЬНАЯ СТРАХОВАЯ ГРУППА,Долгопрудный,276,0,15,15,0,0,261,187,184,0,0,3,74,74,0,0,0,0,0,0,0,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,7,0,0,0,0,0,7,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,3919,  НАША ГАРАНТИЯ,Москва,13067,0,0,0,0,0,13067,9959,358,0,0,9601,3108,2917,2776,0,0,0,1,0,0,68,72,191,0,0,0,0,0,0,0,0,0,0,0,0,186,5,0,0,0,0,0,0,0,0,0,0
161,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,2932,0,0,0,0,0,2497,1510,621,0,0,889,987,750,365,0,43,3,162,0,0,93,84,237,0,0,0,0,0,172,130,0,42,0,0,0,65,0,0,0,0,0,0,435,0,435,0,0
162,3693,  НЕЗАВИСИМОСТЬ,Москва,138091,0,0,0,0,0,138091,109560,109560,0,0,0,28531,14722,14379,0,0,0,0,0,0,39,304,3320,0,0,0,0,0,0,0,0,0,0,0,0,3320,0,0,10489,0,0,0,0,0,0,0,0
163,2917,  НИК,Ульяновск,1774,0,0,0,0,0,1774,105,85,0,0,20,1669,262,157,0,3,0,3,0,0,22,77,141,12,0,0,12,0,65,65,0,0,0,0,0,64,0,0,1266,0,0,0,0,0,0,0,0
164,401,  НИК-ЛАЙФ,Ульяновск,34,0,33,29,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,4323,  НКО ОВСС,Москва,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
166,2099,  НОВОЛИПЕЦКАЯ,Липецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3870,  НСГ СТРАХОВАНИЕ ЖИЗНИ,Москва,24402,0,11709,11709,0,0,12693,12693,12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,724466,0,0,0,0,0,365223,174246,165225,0,0,9021,190977,189902,187149,0,0,2,1,4,0,250,2496,1075,0,0,0,0,0,0,0,0,0,0,0,4,1071,0,0,0,0,0,0,359243,359243,0,0,0
170,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,267332,0,0,0,0,0,73918,35339,29222,0,0,6117,38579,34462,22881,0,1,62,21,0,0,1663,9834,4117,7,5,0,0,2,2702,2701,0,1,0,9,290,1065,44,0,0,0,0,0,193414,192419,869,126,0
172,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,24312,0,0,0,0,0,24312,0,0,0,0,0,24312,0,0,0,0,0,0,0,0,0,0,24312,0,0,0,0,0,0,0,0,0,0,0,0,0,24312,0,0,0,0,0,0,0,0,0,0
173,4301,  ОВС НОВС,Камышин,11298,0,0,0,0,0,11298,0,0,0,0,0,11298,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11291,0,0,0,0,0,0,0,0
174,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,214,0,0,0,0,0,214,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0
175,3099,  ОПОРА,Москва,129680,0,0,0,0,0,129424,73885,73704,0,0,181,55539,20826,1592,0,0,0,16,0,0,469,18749,5423,0,0,0,0,0,159,159,0,0,0,2,17,5220,25,8,29282,0,0,0,256,0,154,102,0
176,326,  ОРБИТА,Москва,7080,0,0,0,0,0,7080,379,7,0,0,372,6701,125,54,0,0,0,4,0,0,37,30,6576,0,0,0,0,0,0,0,0,0,0,0,6569,7,0,0,0,0,0,0,0,0,0,0,0
177,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,6371,72,3495,3495,0,0,2876,2876,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,3645,  ОТКРЫТИЕ СТРАХОВАНИЕ ЖИЗНИ,Москва,95535,0,95533,95452,77339,81,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,915,  ПАРИ,Москва,159694,0,0,0,0,0,134116,39128,20042,0,0,19086,94988,72789,5880,0,0,21,38410,0,0,4624,23854,12214,0,0,0,0,0,4622,4581,0,5,36,19,1226,5367,980,21,9964,0,0,0,25578,24563,890,125,0
181,3268,  ПАРИТЕТ-СК,Москва,16367,9,0,0,0,0,1692,797,773,0,0,24,895,641,511,0,0,2,2,0,0,78,48,249,0,0,0,0,0,192,187,0,4,1,1,12,44,0,1,4,0,0,0,14675,14516,154,5,0
182,2284,  ПЛАТО,Москва,122,0,0,0,0,0,122,35,33,0,0,2,87,54,4,0,0,0,4,0,0,29,17,33,0,0,0,0,0,2,2,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
183,3568,  ПОВОЛЖСКИЙ СТРАХОВОЙ АЛЬЯНС,Сызрань,315294,0,0,0,0,0,130005,110112,109951,0,0,161,19893,18707,3844,0,0,0,3,0,0,173,14687,1180,3,3,0,0,0,178,178,0,0,0,0,26,973,0,0,6,0,0,0,185289,185289,0,0,0
184,1111,  ПОДМОСКОВЬЕ,Подольск,112423,0,0,0,0,0,40751,26303,25971,0,0,332,14448,11991,719,0,0,0,4,0,0,153,11115,2457,0,0,0,0,0,237,237,0,0,0,0,2,2218,0,0,0,0,0,0,71672,71672,0,0,0
185,3390,  ПОЛИС-ГАРАНТ,Москва,35018,0,0,0,0,0,21816,3525,1614,0,0,1911,18291,6768,5073,0,0,0,3,0,0,97,1595,4537,0,0,0,0,0,4342,4342,0,0,0,0,21,174,0,0,6986,0,0,0,13202,13202,0,0,0
186,3609,  ППФ СТРАХОВАНИЕ ЖИЗНИ,Москва,497608,0,118270,101849,0,16421,379338,379338,379338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,3889,  ПРЕСТИЖ-ПОЛИС,Москва,586,0,0,0,0,0,586,15,6,0,0,9,571,464,188,0,0,0,9,0,0,227,40,107,0,0,0,0,0,97,97,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
188,3438,  ПРОМИНСТРАХ,Москва,170463,0,0,0,0,0,103105,91479,42875,5,0,48604,11626,8484,1121,0,6,2,1121,0,0,3266,2968,2101,0,0,0,0,0,395,361,0,27,7,29,236,1417,24,322,719,0,0,0,67358,66763,384,211,0
189,3914,  ПРОМЫШЛЕННАЯ ПЕРЕСТРАХОВОЧНАЯ КОМПАНИЯ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2682,  ПРОФСОДРУЖЕСТВО,Москва,48,0,0,0,0,0,48,6,5,0,0,1,42,42,10,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,4179,  РАЙФФАЙЗЕН ЛАЙФ,Москва,99001,0,49896,49896,0,0,49105,49105,47543,0,0,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,3963,  РЕГИОН СОЮЗ,Москва,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,72,  РЕГИОНАЛЬНАЯ СТРАХОВАЯ КОМПАНИЯ,Москва,232899,0,0,0,0,0,232899,0,0,0,0,0,232899,197242,0,0,0,0,0,0,0,0,197242,35657,0,0,0,0,0,0,0,0,0,0,0,0,0,35657,0,0,0,0,0,0,0,0,0,0
194,3621,  РЕГИОНАЛЬНЫЙ СТРАХОВОЙ ЦЕНТР,Москва,5080,0,0,0,0,0,5080,599,552,0,0,47,4481,373,122,0,1,0,1,0,0,157,92,4089,8,0,0,8,0,18,4,0,14,0,1,0,2104,1958,0,19,0,0,0,0,0,0,0,0
195,1908,  РЕГИОНГАРАНТ,Москва,28489,0,37,0,0,37,12238,978,733,0,0,245,11260,9892,2470,109,15,8,2550,18,0,822,3900,1368,520,487,0,16,17,396,396,0,0,0,0,3,421,28,0,0,0,0,0,16214,15823,333,58,0
196,2733,  РЕЗЕРВ,Хабаровск,1179434,0,0,0,0,0,1179434,1048358,1048358,0,0,0,131076,37998,0,0,0,0,0,0,0,6,37992,37992,0,0,0,0,0,0,0,0,0,0,0,0,37992,0,0,55086,0,0,0,0,0,0,0,0
197,3972,  РЕНЕССАНС ЖИЗНЬ,Москва,4505167,4,2312937,2312937,2205621,0,2192230,2192230,2161305,0,0,30925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1209,  РЕСО-ГАРАНТИЯ,Москва,7131066,78096,6853,3068,0,3785,2921926,851648,594434,29,0,257214,2070278,1465885,426407,253,0,3,1754,46,0,31813,1005609,494060,432,428,0,4,0,477492,477488,0,0,4,114,414,15560,48,2836,107497,0,0,0,4202287,4182167,18579,1541,0
199,879,  РЕСО-МЕД,Павловский Посад,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3492,  РЕСПЕКТ,Рязань,57543,0,0,0,0,0,57543,21,8,0,0,13,57522,380,0,0,0,0,2,0,0,378,0,57142,0,0,0,0,0,0,0,0,0,0,0,0,6,57136,0,0,0,0,0,0,0,0,0,0
201,3527,  РЕСПУБЛИКАНСКИЙ СТРАХОВОЙ ДОМ,Видное,2273,0,0,0,0,0,2273,1284,1284,0,0,0,989,7,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,979,0,0,0,0,0,0,0,0
202,3348,  РОМЕД,Москва,1077,48,0,0,0,0,1077,1077,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,  РОСГОССТРАХ,Москва,24352514,368108,0,0,0,0,11306930,5568411,4751353,0,0,817058,5738519,4271604,489753,2286,80,978,2929,71009,448,48641,3655928,1465383,1946,787,0,83,1076,40810,40810,0,0,0,185,362,1420020,2060,309,1223,0,0,0,13045584,13002322,37302,5960,0
204,3984,  РОСГОССТРАХ-ЖИЗНЬ,Москва,1727199,128,1027470,1023939,0,3531,699729,699729,699729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,3676,  РОСГОССТРАХ-МЕДИЦИНА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,3535,  РОСИНКОР РЕЗЕРВ,Дмитров,952,0,0,0,0,0,952,37,37,0,0,0,915,564,306,0,0,0,142,0,0,114,2,349,0,0,0,0,0,97,97,0,0,0,0,226,16,10,0,2,0,0,0,0,0,0,0,0
207,60,  РОСЛЕС,Ростов-на-Дону,615,0,0,0,0,0,594,385,359,0,0,26,209,178,86,0,0,0,14,0,0,49,29,21,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,10,0,0,0,21,0,21,0,0
208,3451,  РОСМЕД,Москва,18060,0,0,0,0,0,18060,16872,2512,0,0,14360,1188,1080,701,0,0,0,2,0,0,179,198,108,0,0,0,0,0,30,30,0,0,0,0,17,61,0,0,0,0,0,0,0,0,0,0,0
