Сведения о выплатах в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Дата составления отчета: 19.11.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Отчетный период:  январь-сентябрь 2021 г.,,,,,,,,,,,,,,,,,,,,,,,,,,тыс. руб.,,,,,,,,,,,,,,,,,,,,,,
,,,,Добровольное и обязательное страхование (кроме обязательного медицинского страхования),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I. Добровольное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II. Обязательное страхование ,,,,,,,,
,,,,,,Страхование жизни,,,,"Страхование иное, чем страхование жизни",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Обязательное личное страхование,,,Обязательное имущественное страхование,,,,,
,,,,,,,в том числе,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,в том числе,,,в том числе,,,,
,,,,,,,,из него,,,личное страхование,,,,,Имущественное страхование,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,в том числе,,,,,в том числе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,из него,,,,Страхование имущества,,,,,,,,,,Страхование гражданской ответственности,,,,,,,,,,,,,,государственное,,,,,,,
,,,,,,,,,,,,,,,,,,в том числе,,,,,,,,,,в том числе,,,,,,,,,,,,,страхование жизни,,,,гражданской ,гражданской ,,
,,,,,,,,,,,,,"пациентов, участвующих ",,,,,,,,,,,из него,,,,,      из него:,,,,,,,,,,,, и здоровья ,иные виды обязательного ,,гражданской ,ответственности ,ответственности ,иные виды обязательного ,
№ п\п,Рег №,Наименование,Город,Всего*,из них страхование ,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного ,Инвестиционное
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, ",страхование
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные ,жизни
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами,
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,,ИТОГО:,,587498801.46873,6473057.04651,210913262.44866,209768207.84945,11586991.99596,1145054.59921,252519353.73639,121450486.17679,19157322.33763,4255.82671,5936.39372,102293163.83916,131068867.5596,121998466.06344,80927976.52417,900665.79884,4091579.72775,2575767.88995,6461051.01222,2705681.85315,1534507.08729,17390069.60164,6945673.65572,6172724.25913,1512122.7483,957048.86822,555073.88008,68818.71044,322154.42092,919175.86706,366547.80481,280748.98402,2284772.26478,418383.4588,1019693.30287,1877983.93416,12045587.02479,11956636.96269,88950.0621,111990715.58919,111273432.75881,184500.61461,532782.21577,0,166257336.29012
1,4013,"ООО ""МАКС-Жизнь""",Москва,3612036.0105,31284.56304,3612036.0105,3612036.0105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3585762.74867
2,4372,ООО «Страховая компания «Манго»,Москва,53999.22267,-,-,-,-,-,53999.22267,2245.2,2245.2,-,-,-,51754.02267,47115.91909,-,-,-,-,-,-,-,-,47115.91909,2901.52876,-,-,-,-,-,-,-,-,2901.52876,-,-,1736.57482,-,-,-,-,-,-,-,-,-
3,1372,"СМК ""АСТРАМЕД-МС"" (АО)",Екатеринбург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1643,"ООО СПК ""Юнити Ре""",Москва,169975.15778,-,-,-,-,-,169975.15778,169975.15778,-,-,-,169975.15778,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,4105,"ООО ""Страховая компания ""СиВ Лайф""",Москва,7139636.37204,334585.47407,7111002.0725,7111002.0725,47272.31012,-,28634.29954,28634.29954,7212.3,-,-,21421.99954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4281415.56073
6,1083,"ООО ""Зетта Страхование""",Москва,2734038.97506,18777.61065,-,-,-,-,1605289.73778,251324.26353,155709.27788,-,-,95614.98565,1353965.47425,1289055.45684,1125587.37711,-,-,-,-12622.45952,1897.0708,-,72706.37045,101487.098,52883.68789,34503.22533,5395.95779,29107.26754,-,-,-,-,151.218,18229.24456,-,-,12026.32952,-,-,-,1133823.15156,1126814.03567,750,6259.11589,-,-
7,3438,"ООО ""ПРОМИНСТРАХ""",Москва,3651.86839,-,-,-,-,-,3256.73385,-,-,-,-,-,3256.73385,-,-,-,-,-,-,-,-,-,-,3256.73385,-,-,-,-,-,-,-,-,-,3256.73385,-,-,-,-,-,-,-,-,-,-,-
8,1209,"САО ""РЕСО-Гарантия""",Москва,45779843.77653,435802.49957,42135.57296,41959.72492,-,175.84804,28048328.8024,13922801.72531,1029856.05885,-,-,12892945.66646,14125527.07709,13718142.56263,12056342.56383,82839.89194,-,73.0879,125291.3073,499.445,-,551737.45411,901358.81255,248799.63284,163835.5765,107140.57246,56695.00404,-,-,-,-,1601.4454,62793.83157,20568.77937,30403.73298,128181.14864,-,-,-,17771063.87656,17759523.52376,750,10790.3528,-,-
9,3828,"ООО СК ""Альянс Жизнь""",Москва,6866033.16057,438294.71261,1474577.54468,1474471.53404,22962.2939,106.01064,5391455.61589,5391455.61589,37814.4961,-,-,5353641.11979,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,718646.03062
10,3879,"ООО СК ""Росгосстрах Жизнь""",Москва,1641533.76783,4513.09908,1288002.2943,1288002.2943,-,-,353531.47353,353531.47353,228568.66703,-,-,124962.8065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900587.00189
11,1623,"ООО СК ""Тюмень-Полис""",Тюмень,7141.62946,-,-,-,-,-,7141.62946,4938.73388,4938.73388,-,-,-,2202.89558,2202.89558,653.65096,-,-,-,-,-,-,-,1549.24462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,170.40279,-,-,-,-,-,170.40279,-,-,-,-,-,170.40279,170.40279,170.40279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,1307,"ООО ""СК ""Согласие""",Москва,14610915.07798,289024.97503,-,-,-,-,9545164.92139,2264679.59032,224338.65053,-,-,2040340.93979,7280485.33107,6880537.99675,6114943.74358,116179.8431,7030.185,210847.19195,20913.22062,77806.33565,75208.76292,191613.50818,141203.96867,335123.46165,223013.35502,79121.87558,143891.47944,15007.73395,278.29849,3745.29216,-,-,42572.87907,50505.90296,33271.8245,31552.04817,-,-,-,5059394.85517,5045019.85315,1966.10585,12408.89617,-,-
14,4301,НКО НОВС,Камышин,50.90684,-,-,-,-,-,50.90684,-,-,-,-,-,50.90684,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.90684,-,-,-,-,-,-,-,-,-
15,3803,"ООО ""СК Доминанта""",Москва,1079.8946,-,-,-,-,-,1079.8946,-,-,-,-,-,1079.8946,-,-,-,-,-,-,-,-,-,-,1079.8946,-,-,-,-,-,-,-,-,1079.8946,-,-,-,-,-,-,-,-,-,-,-,-
16,3300,"АО СГ ""Спасские ворота""",Москва,226965.97839,7166.25173,-,-,-,-,204556.41683,182850.50289,10243.60803,-,-,172606.89486,21705.91394,21327.18466,5519.05123,-,-,-,15372.99747,-,-,435.13596,-,378.72928,378.72928,-,378.72928,-,-,-,-,-,-,-,-,-,-,-,-,22409.56156,22409.56156,-,-,-,-
17,0928,"СПАО ""Ингосстрах""",Москва,40209942.465,1647668.88535,-,-,-,-,28767698.60507,5776631.34185,521540.89718,3234.26971,-,5255090.44467,22991067.26322,20254989.42822,13852698.42283,76109.98541,608210.1007,959423.52993,351553.7616,7826.7726,-,3699823.97526,699342.87989,2394677.98363,205207.06098,205207.06098,-,53395.97649,131056.48253,697937.31102,43387.18905,223400.63076,1040287.49611,5.83669,44560.40466,296839.44671,-,-,-,11467838.01634,11321353.52883,27786.69745,118697.79006,-,-
18,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,431087.03891,-,-,-,-,-,420038.86444,74308.24702,23467.64622,-,-,50840.6008,345730.61742,74005.29402,52599.45909,-,-,-,7.42105,-,-,21063.61376,334.80012,270858.66316,-,-,-,-,-,-,-,-,2522.62043,268336.04273,-,866.66024,11048.17447,11048.17447,-,-,-,-,-,-,-
19,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,192235.71376,-,-,-,-,-,124943.28277,31276.87232,420.5,-,-,30856.37232,93666.41045,93661.87433,92417.29569,-,-,322.0715,-,-,-,-,922.50714,4.53612,-,-,-,-,-,-,-,-,4.53612,-,-,-,-,-,-,67292.43099,67292.43099,-,-,-,-
20,1587,"АО ""СО ""Талисман""",Казань,839042.29369,-,-,-,-,-,78359.44195,578.675,578.675,-,-,-,77780.76695,77780.76695,16607.40742,-,-,-,-,60989.585,60989.585,40.389,143.38553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,760682.85174,760682.85174,-,-,-,-
21,4293,"ООО ""СК ""Ойлер Гермес Ру""",Москва,55148.7235,-,-,-,-,-,55148.7235,-,-,-,-,-,55148.7235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55148.7235,-,-,-,-,-,-,-,-,-,-
22,0348,"САО ""ЛЕКСГАРАНТ""",Москва,62683.84659,-,-,-,-,-,62683.84659,2446.0054,-,-,-,2446.0054,60237.84119,60237.84119,226.3982,-,59557.20357,-,174.41341,-,-,-,279.82601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,561.252,-,-,-,-,-,561.252,-,-,-,-,-,561.252,561.252,379.476,-,-,-,-,-,-,176.776,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,3954,"ООО РСО ""ЕВРОИНС""",Смоленск,1000627.24729,27043.6725,-,-,-,-,461979.1949,332342.61756,14883.27154,-,-,317459.34602,129636.57734,121174.42461,94529.62638,-,-,13117.09205,5664.43089,568.15714,-,405.20238,6889.91577,8429.23062,-,-,-,-,-,-,-,3513.11852,4406.7491,509.363,-,32.92211,-,-,-,538648.05239,538648.05239,-,-,-,-
25,3847,"ООО СК ""НСГ""",Москва,4150307.72625,2766.33926,-,-,-,-,4146307.72625,371704.99241,300,-,-,371404.99241,3774602.73384,3774602.73384,7655.58269,-,16666.07265,-,3750070.83391,-,-,130.71659,79.528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4000,-,4000,-,-,-
26,1820,"АО ""ГУТА-Страхование""",Москва,32837.88829,-,-,-,-,-,32452.50529,16402.09935,577.52707,-,-,15824.57228,16050.40594,1005.40594,-,-,-,-,-,-,-,1005.40594,-,15045,-,-,-,-,-,-,-,-,15045,-,-,-,-,-,-,385.383,385.383,-,-,-,-
27,4133,ООО СК ЭчДиАй Глобал,Москва,209049.52703,-,-,-,-,-,209049.52703,840,840,-,-,-,208209.52703,208170.77703,-,-,-,-,206277.40038,-,-,1893.37665,-,-,-,-,-,-,-,-,-,-,-,-,-,38.75,-,-,-,-,-,-,-,-,-
28,3528,"ООО ""СМО ""Спасение""",Казань,184890.4932,-,-,-,-,-,184890.4932,184890.4932,-,-,-,184890.4932,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,4001,"ООО СК ""Чулпан-Жизнь""",Альметьевск,451017.05989,-,450058.98089,448993.44712,-,1065.53377,958.079,958.079,958.079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,2144,"АО ""Страховая компания АСКО-Центр""",Курск,42077.65944,3720.111,-,-,-,-,42077.65944,17841.1481,804.325,-,-,17036.8231,24236.51134,24236.51134,24076.46929,-,-,-,-,-,-,124.39005,35.652,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,3947,"АО ""АИГ""",Москва,119488.10052,-,-,-,-,-,119488.10052,-,-,-,-,-,119488.10052,89838.191,-,-,-,-,60616.15802,-,-,29222.03298,-,29045.59552,-,-,-,-,-,-,-,225.8651,28819.73042,-,-,604.314,-,-,-,-,-,-,-,-,-
32,3594,"ООО ""МСГ""",Москва,15438.6993,3325.939,-,-,-,-,15438.6993,15438.6993,7204.03136,-,-,8234.66794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,4014,"АО ""СК ""Югория-Жизнь""",Москва,468027.8437,-,467033.25003,467033.25003,-,-,994.59367,994.59367,994.59367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,447150.71105
34,4179,"ООО ""СК"" Райффайзен Лайф""",Москва,3530753.00103,79689.89349,3506067.24853,3506067.24853,345220.40514,0,24685.7525,24685.7525,14583.7818,0,0,10101.9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4362,НКО ПОВС «Содружество»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,3256,"АО СК ""Совкомбанк Жизнь""",Москва,3012357.00942,-,2441793.18859,2198230.0467,357133.59402,243563.14189,570563.82083,570563.82083,343018.99142,-,-,227544.82941,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,3815,"ООО ""СК ""Экспресс-страхование""",Санкт-Петербург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,4376,"НКО ""ВОВС""",Сызрань,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,4360,"НКО ПОВС ""Эталон""",Москва,11229.1747,-,-,-,-,-,11229.1747,-,-,-,-,-,11229.1747,11229.1747,11229.1747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,3837,"ООО ""СК ""Ингосстрах-М""",Москва,19478.63342,-,-,-,-,-,19478.63342,19478.63342,-,-,-,19478.63342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,3692,"ООО СК ""Сбербанк страхование жизни""",Москва,55319815.69885,-,55104975.43237,55104975.43237,8574380.27679,-,214840.26648,214840.26648,103301.39653,-,-,111538.86995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40265688.18536
42,4380,ООО СК «Константа»,Москва,509.65371,-,-,-,-,-,509.65371,4.5,4.5,-,-,-,505.15371,505.15371,-,-,-,-,-,-,-,505.15371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,114016.30095,1094.4617,-,-,-,-,114016.30095,103795.0984,71783.6035,-,-,32011.4949,10221.20255,8431.34486,-,-,-,-,938.57981,-,-,5837.89778,1654.86727,181.18368,-,-,-,-,-,-,-,-,181.18368,-,-,1608.67401,-,-,-,-,-,-,-,-,-
44,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,855.188,-,-,-,-,-,855.188,-,-,-,-,-,855.188,855.188,-,-,-,-,-,-,-,850.188,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,2708,"АО ""ЧСК""",Москва,275280.18773,-,-,-,-,-,158538.92886,157581.38724,29269.0186,-,-,128312.36864,957.54162,272.32062,-,-,-,-,272.32062,-,-,-,-,545.221,-,-,-,-,-,-,-,-,545.221,-,-,140,113529.17087,24579.10877,88950.0621,3212.088,-,1492.088,1720,-,-
46,3943,"ООО ""СК ""АК БАРС-Мед""",Казань,162460.27823,2513.55728,-,-,-,-,162460.27823,162460.27823,-,-,-,162460.27823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,623106.97876,-,-,-,-,-,623106.97876,533843.56615,214.8,-,-,533628.76615,89263.41261,89231.01043,59125.96813,-,-,-,30050.9423,-,-,43,11.1,-,-,-,-,-,-,-,-,-,-,-,-,32.40218,-,-,-,-,-,-,-,-,-
48,3870,"ООО СК ""ДЕЛО ЖИЗНИ""",Москва,250045.77018,-,246639.65418,246639.65418,-,-,3406.116,3406.116,3406.116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,3511,"ООО СК ""Согласие-Вита""",Москва,794822.59173,1742.79739,794759.14673,794759.14673,43094.79696,-,63.445,63.445,21.5,-,-,41.945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,739413.3315
50,0001,"ПАО СК ""Росгосстрах""",Люберцы,29139818.34126,502137.696,-,-,0,-,15140378.6096,6548972.04113,903374.75314,0,-,5645597.28799,8591406.56847,8118683.52647,4622971.24687,322645.4322,3000,320049.63818,20471.70959,236276.70664,204768.3,824502.43026,1768766.36273,462270.47444,181619.61227,129763.25541,51856.35686,-,97.49944,161082.39108,15.09795,946.08048,117429.79322,1080,-,10452.56756,148229.21635,148229.21635,-,13851210.51531,13790138.41301,13721.74214,47350.36016,-,-
51,2877,"ООО ""СК ""Мегарусс-Д""",Москва,129933.94791,-,-,-,-,-,128562.84548,74570.50581,11156.83685,-,-,63413.66896,53992.33967,53992.33967,45442.33967,-,-,-,-,-,-,-,8550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1371.10243,1371.10243,-,-,-,-
52,2917,"ООО ""СК НИК""",Ульяновск,38772.91373,423.00643,-,-,-,-,38772.91373,2895.225,2341,-,-,554.225,35877.68873,16145.83926,-,-,16145.83926,-,-,-,-,-,-,18943.37923,-,-,-,-,17297.94674,-,-,-,1645.43249,-,-,788.47024,-,-,-,-,-,-,-,-,-
53,3398,"ООО СК ""ВТБ Страхование""",Москва,4168681.41023,138147.06033,-,-,-,-,3843368.38303,3246246.23867,3114228.52474,-,-,132017.71393,597122.14436,351104.05778,22548.72496,1861.5894,-,-,1819.54256,-,-,87525.87017,237348.33069,212874.18929,7576.82673,2849.4598,4727.36693,-,138301.06555,-,-,-,66996.29701,-,-,33143.89729,357057.86559,357057.86559,-,1787.5095,-,425.5095,1362,-,-
54,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,501591.19297,-,-,-,-,-,501591.19297,-,-,-,-,-,501591.19297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,501591.19297,-,-,-,-,-,-,-,-,-,-
55,3969,"ООО ""СК Чабб""",Москва,53863.27131,1659.93814,-,-,-,-,53863.27131,1486.8162,1486.8162,-,-,-,52376.45511,26036.546,-,-,-,-,23335.63031,-,-,2625.64339,75.2723,9502.97813,-,-,-,-,-,-,-,602.25054,8900.72759,-,-,16836.93098,-,-,-,-,-,-,-,-,-
56,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,20974911.5421,61441.64376,20545971.11583,20520207.4417,236962.03713,25763.67413,428940.42627,428940.42627,195788.94536,-,-,233151.48091,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15410970.9303
57,2346,"АО ""ОСК""",Самара,1435026.88568,94775.36432,-,-,-,-,631493.29786,76336.25194,13282.32496,-,-,63053.92698,555157.04592,548450.7795,437514.94491,-,-,95238.40048,928.5858,-,-,5097.77467,9671.07364,6346.5666,1200,1200,-,-,-,-,-,-,5146.5666,-,-,359.69982,-,-,-,803533.58782,803290.58782,-,243,-,-
58,0290,"АО СК ""Альянс""",Москва,1412331.36142,142434.21311,-,-,-,-,1410602.82182,189879.24014,142325.18736,1021.557,-,47554.05278,1220723.58168,1091853.91676,10808.12905,16524.33813,809799.66806,80721.72671,41727.51182,-,-,130575.04081,1697.50218,13010.16088,1828.45201,1333.89351,494.5585,-,7948.21442,-,-,585.05664,2648.43781,-,658.79222,115200.71182,-,-,-,60,-,-,60,-,-
59,0621,"САО ""ВСК""",Москва,27882217.43873,414517.27739,-,-,-,-,17505204.59076,5897467.25083,1119117.90368,-,-,4778349.34715,11607737.33993,10844931.50696,9633766.88403,18313.72371,2898.41357,23000,186967.94339,30260.73891,3533.97156,590324.1439,359399.65945,697529.14533,198658.54917,99396.92354,99261.62563,-,-,3126.58926,139539.4095,4864.97165,350403.38657,936.23918,-,65276.68764,-,-,-,10251626.37678,10155782.51277,6569.17805,89274.68596,-,-
60,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,2098986.13635,58074.00752,-,-,-,-,1378557.38966,407190.26894,136825.97295,-,-,270364.29599,971367.12072,956573.49302,800802.93818,-,-,81522.49399,46243.16591,-,-,10251.82716,17753.06778,4126.28484,2026.50174,2026.50174,-,-,-,-,-,848.085,1251.6981,-,-,10667.34286,-,-,-,690003.75318,689721.75318,-,282,-,-
61,0758,"ООО СМК ""АСТРА-МЕТАЛЛ""",Магнитогорск,142162.4384,-,-,-,-,-,142162.4384,142162.4384,-,-,-,142162.4384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,4169,"НКО ПОВС ""СмартСтрах""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,0177,"АО ""Юнити страхование""",Москва,1600248.93816,5657.98035,-,-,-,-,965075.48001,9454.03116,8347.57416,-,-,1106.457,955621.44885,933205.23475,877094.04777,-,-,-,92.41303,-,-,54303.66979,1715.10416,22408.7251,13654.58939,2732.7381,10921.85129,-,-,-,-,312.77424,8441.36147,-,-,7.489,-,-,-,650121.95817,650121.95817,-,-,-,-
64,2873,"АО ""СМК ""Сахамедстрах""",Якутск,12277.5976,5105.85443,-,-,-,-,12277.5976,12277.5976,-,-,-,12277.5976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,2496,"ООО ""Абсолют Страхование""",Москва,2079417.00903,110224.44668,-,-,-,-,1790697.07336,902369.91211,65423.41546,-,-,836946.49665,888327.16125,846081.26814,514091.03784,-,-,79414.32833,25200.1037,910.1575,910.1575,202904.70607,23560.9347,38284.53921,6466.34247,6466.34247,-,-,-,19917.38215,-,5368.38203,6532.43256,-,2424.84997,1536.50393,-,-,-,284461.99233,284259.99233,-,202,-,-
