"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3064,"Акционерное общество ""Боровицкое страховое общество""",73974214.22231999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49758787.510859996,15891886.83386,36385.0417,3046050,0,0,0,12809451.79216,33866900.677,3437424.896,0,30429475.781,24215426.71146,17614725.48971,10090562,10090562,0,0,0,0,0,0,3768458.02855,0,,,,,,0,0,0,0,0,3528522.29676,0,3000,3525522.29676,227183.1644,0,0,227183.1644,6594136.01075,483000,483000,0,0,0,0,0,0,0,0,0,0,0,17857.61357,0,17857.61357,5500208.39718,0,0,0,0,5500208.39718,593070,0,0,0,0,0,0,0,547070,46000,0,6565.210999999999,365.211,0,6200,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",63414021.31213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683056.6796500003,2086131.82965,0,0,0,0,0,2086131.82965,596924.85,0,0,596924.85,60730964.632479995,18350853.69281,4585.4,4585.4,0,0,0,14405625.43645,0,14405625.43645,9291.28903,0,,,,,,0,0,0,0,0,3517350.97024,0,0,3517350.97024,414000.59709,0,0,414000.59709,33915079.92542,0,0,0,0,0,0,32030007.58292,0,32030007.58292,0,0,0,0,0,0,0,31370.7225,0,0,0,0,31370.7225,1853701.62,0,0,0,0,0,0,0,0,1853701.62,0,8465031.014250001,4867902.833000001,0,3597128.18125,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",555501763961.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702025904.07002,619282219.2706,9763667.940299999,62211400,0,132456448.95498,0,414850702.37532,1082743684.7994199,137338179.7795,173280962.35228002,772124542.66764,12260135272.93973,9762128234.96635,433499996.64664,433499996.64664,0,1199520.23801,79999953.78845,21607738.70191,0,21607738.70191,247626250.85823,196818.633,,,,,,196818.633,0,0,196818.633,0,8594319544.03279,7415842369.17031,172734840.94632998,1005742333.9161501,383678412.06732005,74052828.00806,20252655.13844,289372928.92082,2462846734.33451,1302193.9831,1302193.9831,0,0,0,2271397998.4575,69080689.15235,1708531.3,67372157.85235001,48630115.20781,99000,0,48531115.20781,438171.96653000003,3510.088,434661.87853000005,71690014.47022,30201776.208809998,0,708000,0,40780238.26141,307551.097,0,0,20000,0,0,0,0,235050,52501.097,21407484.826020002,13752818.81285,15370.11427,0,13737448.698579999,,,,,,,,,0,65030000,48980000,970000,4130000,10950000,541474572783.99994,40490123099.999954,0,40490123099.999954,929266976,0,929266976,4007520,5532187056,5517594016,14593040,429903589636,30194945840,28227695760,17129022943.999998,354351925091.99994,38273844048,26341554448,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",62122527.311160006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905500,3325000,0,3325000,0,0,0,0,580500,0,0,580500,58217027.311160006,38416427.31116,38197927.31116,38197927.31116,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,218500,0,0,218500,0,0,0,0,19800600,19800600,19800600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",139626805747.31024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205851340.90392,85757760.94392,0,64025370,0,20803253,0,929137.94392,120093579.96000001,0,98719029.96,21374550,1136892870.40631,1046468616.6680499,11100,11100,0,1875520,4836.66,3349604.6,3349604.6,0,56355350.97285,0,,,,,,0,0,0,0,0,984445890.54723,0,975342586.00174,9103304.54549,426313.88797,370654.16997,54309.71799999999,1350,90307356.53095,0,0,0,0,0,20800,4819341.45,4022267.4499999997,797074,0,0,0,0,2429500,0,2429500,82818508.08095,81209619.90395,0,20000,0,1588888.1770000001,219207,0,0,160000,1300,0,0,0,0,57907,0,116897.20731,0,0,116897.20731,,,,,,,,,0,10460000,6385000,335000,90000,3650000,138273601536,0,0,0,0,0,0,0,5324800,5324800,0,138268276736,4502220800,4419268608,3293493248,126053294080,0,0,0
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",3977275.8733200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361602.54,104902.54000000001,0,0,0,0,0,104902.54000000001,1256700,0,0,1256700,2615673.33332,391846.01698,16757,16757,0,0,0,2960.25,0,2960.25,104566.28411,0,,,,,,0,0,0,0,0,234224.30586999998,0,2983.1634,231241.14247,33338.177,0,0,33338.177,2223827.31634,2196100,2196100,0,0,0,429,0,0,0,0,0,0,0,300,300,0,26998.316339999998,298.31634,0,0,0,26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",1470435535.96178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22620042.97256,11697783.54556,0,0,0,1195445.99713,0,10502337.54843,10922259.427000001,983127.0769999999,9501797.684999999,437334.665,1015963492.9892199,737866784.27835,1467700.9700000002,1467700.9700000002,0,0,131034.20123,1264050.655,1264050.655,0,705125871.7879599,0,,,,,,0,0,0,0,0,16477920.27468,0,1938871.67303,14539048.60165,13400206.389479998,13500,0,13386706.389479998,278065934.11087,188601.69999999998,188601.69999999998,0,0,0,9203835,265274763.74,265274763.74,0,2000,0,0,2000,238900,69900,169000,3157833.67087,103695.101,0,0,0,3054138.5698700002,0,0,0,0,0,0,0,0,0,0,0,30774.6,0,0,30774.6,,,,,,,,,0,740000,540000,0,0,200000,431112000,0,0,0,0,0,0,0,0,0,0,431112000,0,0,431112000,0,0,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",6771988836.367001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859493077.054,274163142.443,0,0,0,59385385.99,0,214777756.453,1585329934.6109998,1246754965.8609998,329209962.5,9365006.25,4912495759.313001,3552942936.559,890058.848,890058.848,0,200490,20284053.327,42613974.375,42613974.375,0,65028958.643,0,,,,,,0,0,0,0,0,3175131533.6879997,0,129100683.692,3046030849.9960003,248793867.678,0,25748.927,248768118.751,1060767981.9499999,0,0,0,0,0,17584375,0,0,0,253516875,253516875,0,0,243516875,0,243516875,546149856.95,0,0,0,0,546149856.95,0,0,0,0,0,0,0,0,0,0,3248407.325,295536433.479,17129568.86,0,278406864.619,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",1272219908.90923,1186930375.93947,1186930375.93947,1177416933.46124,50599540.168649994,26248039.47951,20906679.798860002,1768269.52968,572.4,1675978.9605999999,1106266673.2202,38768989.12828,423834144.60448,530111406.81110996,113552132.67633,0,20550720.072389998,7899352.91007,5310118.46987,7336248.69245,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,9513442.47823,0,0,0,0,0,0,0,0,0,0,0,0,9513442.47823,0,1421972.23731,7358403.09107,662445.3221400001,70621.82771000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85289532.96976,66861461.88966,0,0,0,0,0,66861461.88966,18428071.0801,0,0,18428071.0801,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",369665881.71963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334866534.93799,334866534.93799,0,0,0,0,0,334866534.93799,0,0,0,0,34799346.78164,23773207.333639998,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,86811.45,0,0,86811.45,23686395.883640002,0,0,23686395.883640002,10298885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10298885,0,0,0,0,10298885,0,0,0,0,0,0,0,0,0,0,0,727254.448,0,0,727254.448,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",84274059.15619001,46955428.30199,46955428.30199,44852299.91909,583112.1259999999,0,31002.015,526446.248,25663.862999999998,0,41808417.224819995,7681377.06857,10693818.30715,13450082.69243,9813138.943669999,170000.213,1349347.39227,679.0350000000001,1280784.9819999998,53509.313030000005,14074.06224,300,1111423.176,1101153.176,0,9200,0,1070,0,0,0,0,0,0,2103128.3829,0,0,0,0,0,0,0,0,0,0,0,0,934778.3829,0,0,902904.14037,24528.83241,7345.4101200000005,1168350,23000,0,1098550,0,46800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37318630.8542,32524.684999999998,0,0,0,0,0,32524.684999999998,37286106.1692,0,0,37286106.1692,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",8561107.105999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8561107.105999999,0,0,0,0,0,0,0,8561107.105999999,0,0,8561107.105999999,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",82474135.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15421900,8285549.999999999,0,0,0,0,0,8285549.999999999,7136350,0,267650,6868700,67052235.339999996,9520,9120,9120,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,400,0,400,0,67042715.339999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67042715.339999996,0,0,0,0,0,0,0,0,67042715.339999996,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",142929159.86663002,88055656.83563,45186138.68088,40656367.67888,0,0,0,0,0,0,0,0,0,0,0,0,38127.67888,0,0,18333.550379999997,19794.1285,0,40618240,40618240,0,0,0,0,0,0,0,0,0,0,4529771.002,0,0,0,0,0,0,0,0,0,0,0,0,2257921.002,0,0,1857369.156,400551.846,0,2271850,0,0,2271850,0,0,0,0,0,0,0,0,42869518.154750004,45616.69572,0,0,0,0,0,0,0,0,0,0,0,0,25971.74172,0,0,17738.22883,7539.62288,693.89001,0,0,0,0,0,0,19644.953999999998,0,0,0,0,19644.953999999998,42823901.45903,0,0,0,0,0,0,0,0,0,0,0,0,39138650.44903,0,0,738990.671,7219920.827199999,31179738.95083,0,0,0,0,0,0,3685251.01,0,0,0,0,3685251.01,5493735.5600000005,9840.8,0,0,0,6716,3124.8,5483894.76,0,0,0,0,5483894.76,49379767.471,46191017.471,0,0,0,0,0,46191017.471,3188750,0,0,3188750,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",10734197890.98698,10133397949.61194,9779561197.1299,1287807123.73616,0,0,0,0,0,0,1212946717.39292,792516454.87122,8414956.555270001,403357010.98668,8586294.97975,72000,74860406.34324,0,2949464.442,47910200.64717,16893880.06244,7106861.191629999,0,0,0,0,0,0,0,0,0,0,0,0,8491754073.39374,0,0,0,0,0,0,8368528352.7865,0,48594609.49083,138181470.86875,861638168.55196,7320114103.87496,118622420.08224,0,322015.67624,43049595.614999995,27377830.708,47872978.083000004,4603300.524999999,0,4401450.525,124900,21800,55150,0,0,0,0,0,0,353836752.48204005,111042421.94404,17410591.97504,0,1633285.187,9369136.779000001,868280.43,5539889.57904,0,0,0,0,0,0,93631829.969,0,7055257.803,42150574.663,37113811.595,7312185.908000001,0,0,0,0,0,0,0,0,0,0,0,0,242794330.53800002,0,0,0,0,0,0,0,0,0,0,0,0,242794330.53800002,0,142620.382,9302621.384,84646332.724,148702756.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600799941.3750399,4621991.37504,0,0,0,0,0,4621991.37504,596177950,0,0,596177950,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
