"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",1354225399.60426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298339925.35765,94489225.35765,0,0,0,0,0,94489225.35765,1203850700,0,0,1203850700,55885474.24661,26383749.03714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26383749.03714,0,0,26383749.03714,25305700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25305700,0,0,0,0,25305700,0,0,0,0,0,0,0,0,0,0,0,4196025.20947,0,0,4196025.20947,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",49917631115.45601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28611923846.47763,872660295.39823,618527.8323,14869200,0,7186501.475,0,849986066.09093,27739263551.0794,27260812292.7418,441069182.4186,37382075.919,9739387020.97838,9373413961.01036,139941745.36036,139941745.36036,0,1350740,0,109541.61831,0,109541.61831,5246072117.38714,0,0,0,0,0,0,0,0,0,0,0,454701553.61989,61127136.70599,42001249.96807,351573166.94583,3531238263.02466,11636571.30821,3331455.121,3516270236.59545,206621377.45191,8352923.485,8352923.485,0,0,0,0,21688,0,21688,1794535.12261,0,0,1794535.12261,2917079.758,0,2917079.758,191454242.60842,4673804.22429,0,275300,1558000,184947138.38413,2080908.47788,0,0,225000,0,0,0,0,7500,1848408.47788,6031381.78284,153320300.73327,71137834.98598,0,82182465.74729,,,,,,,,,0,3515000,3515000,0,0,0,11562805248,0,0,0,0,0,0,0,0,0,0,11562805248,0,0,0,11562805248,0,0,0
1820,"Акционерное общество ""ГУТА-Страхование""",34553626.46349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476000,151000,0,0,0,151000,0,0,325000,0,313000,12000,34077626.46349,33416118.26349,101301.53524,0,101301.53524,0,0,59508.2,0,59508.2,2058119.31316,2978345.33,2978345.33,2876967.5,,101377.83,,0,0,0,0,0,27762092.71371,0,0,27762092.71371,456751.17138,456751.17138,0,0,661508.2,0,0,0,0,0,0,59508.2,0,59508.2,0,0,0,0,0,0,0,602000,0,0,2000,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",473599624268.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219270688.744,883883373.768,149127731.609,15264465.992,5472000,186104664.471,397.5,527914114.196,335387314.976,0,108407645.19,226979669.786,1715274329.642,1538778436.039,125877370.709,112455469.096,13421901.613,3818415.147,313801,1029987.209,782336.508,247650.701,586817262.642,6911385.799,4683317.418,4041416.468,,641900.95,,2228068.381,0,0,2228068.381,0,571047532.444,0,109087978.859,461959553.585,242962681.089,37088645.094,166456353.593,39417682.402,151024820.801,13139176.586,12073671.711,0,1065504.875,30000,31900,3432470.588,3432470.588,0,5976373.586,25450,2738.284,5948185.302,5190445.58,5190445.58,0,122817018.418,15504411.821,7718510,12049701.004,244345,87300050.593,407436.043,0,0,0,0,0,0,0,83000,324436.043,5003669.476,20467403.326,0,0,20467403.326,,,,,,,,,0,97665000,69315000,0,3040000,25310000,470567414250,0,0,0,0,0,0,169044975,950666625,945150525,5516100,419148930150,33336216225,69894731925,16486740000,299431242000,10737765000,39561007500,0
1858,"Акционерное общество Страховая компания ""Армеец""",12547174.055879999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929477.90627,1486042.98527,0,0,0,23535,0,1462507.98527,1443434.921,208051.921,0,1235383,9617696.14961,7522031.26514,787781.23,787781.23,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,5312391.55187,42302.31448,1593.2012,5268496.03619,1414858.48327,1270157.94227,140399.041,4301.5,2086276.49715,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085276.49715,3186.4024,0,0,0,2082090.09475,0,0,0,0,0,0,0,0,0,0,0,9388.38732,0,0,9388.38732,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",593966972.68578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31957322.6415,30273722.6415,24370911.6545,900,0,0,0,5901910.987,1683600,0,0,1683600,562009650.04428,556849453.64457,20564773.62763,20564773.62763,0,0,0,840,0,840,527357836.79093,0,0,0,0,0,0,0,0,0,0,0,7248494.42786,0,0,7248494.42786,1677508.79815,1520349.0646,129611.87755,27547.856,4632925.05871,347500,347500,0,0,0,0,1000,0,1000,0,0,0,0,1495611.08,1495611.08,0,2788813.97871,0,0,0,0,2788813.97871,0,0,0,0,0,0,0,0,0,0,0,527271.341,0,0,527271.341,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",44081000.71204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18213654.90448,9118934.99648,0,0,0,6602769.83969,0,2516165.15679,9094719.908,8633253.73,14391.7,447074.478,25867345.80756,18917399.01637,5521204.51733,5521204.51733,0,276000,0,48102.271,0,48102.271,921347.83162,0,0,0,0,0,0,0,0,0,0,0,7332681.65712,2777122.45936,10309.90093,4545249.29683,4818062.7393,3956329.80414,415270.12,446462.81516,5951914.9273,217800,217800,0,0,0,0,38598.1,0,38598.1,0,0,0,0,4564500,20500,4544000,1109875,5500,0,125300,0,979075,21141.8273,0,0,0,0,0,0,0,12500,8641.8273,0,998031.86389,0,0,998031.86389,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",33711244.411919996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10592386.35827,10315749.36827,0,0,0,0,0,10315749.36827,276636.99,0,0,276636.99,23118858.05365,23001363.31865,5555356.57333,0,5555356.57333,0,0,0,0,0,72933.12834,132290.38699,0,0,0,0,0,132290.38699,0,0,132290.38699,0,6501221.75703,0,0,6501221.75703,10739561.47296,9677250.75664,185621.11534,876689.60098,117494.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117494.735,0,0,0,0,117494.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",163500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163500,163500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163500,0,0,163500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",1774320232254.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33920308400.776,25486289134.083,0,7334047712.966,1172318000,748766517.786,0,16231156903.331,8434019266.693,1009506195.62,6473764732.827,950748338.246,75307585805.751,25854498878.747,827233036.264,827233036.264,0,98706334.957,1689910891.954,597012215.982,556603137.005,40409078.977,7033866900.54,220004717.806,124009102.13499999,27883450.084,,96125652.051,,95995615.671,0,0,95995615.671,0,13064904110.855,215657804.195,896359394.464,11952886912.196,2322860670.389,1045795521.223,30613159.794,1246451989.372,42896791278.099,57154315.251,57154315.251,0,0,0,20198063389.277,2027079376.55,1911349189.028,115730187.522,27382907.828,27382907.828,0,0,112535880.615,97259517.828,15276362.787,20471541556.417,96400927.271,9914250,44585500.083,17152210.505,20303488668.558,3033852.161,0,262123.984,0,0,0,0,0,145000,2626728.177,1259136707.787,5297158941.118,5045562589.607,0,251596351.511,,,,,,,,,0,247280000,184735000,11975000,7590000,42980000,1664845058048,1066577989632,29970432,1066548019200,557826048,557826048,0,246448128,4361154560,4155062272,206092288,536781639680,32911599616,161050540032,63866871808,278952628224,12802457600,43517542400,0
2346,"Акционерное общество ""Объединенная страховая компания""",155540554.33488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64546659.62376,13538109.57438,91391.0879,0,0,2688465.439,0,10758253.04748,51008550.04938,1895267.21239,32748222.41499,16365060.422,90993894.71112,81625877.058,21605036.9956,21063857.6236,541179.372,0,14475,813265.252,410648.17,402617.082,14193671.47732,0,0,0,0,0,0,0,0,0,0,0,33182125.32627,14137745.40377,37647.66578,19006732.25672,11817303.00681,4424007.75783,1169242.63391,6224052.61507,5733769.76957,701200,701200,0,0,0,92184.3,1532220.2,1038673.5,493546.7,3000,0,0,3000,1624019.00208,103750,1520269.00208,1759425.99245,13814.33245,0,10000,5000,1730611.66,21720.27504,0,0,0,0,0,0,0,20000,1720.27504,0,3634247.88355,64686.17683,0,3569561.70672,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",36405241991.81645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699509487.06379,3613562395.73096,498626186.4705,0,2325452000,1630831.976,0,787853377.28446,85947091.33283,36161.3075,0,85910930.02533,2277411624.75266,1838022953.58259,79832304.64229,79832304.64229,0,2797591.74492,0,40420271.77852,9473915.74824,30946356.03028,505332678.27543,12391348.9156,11214086.8456,11205373.2456,,8713.6,,1177262.07,1177262.07,0,0,0,621793676.46492,26977706.02475,52060294.29245,542755676.14772,575455081.76091,560234885.02208,4300,15215896.73883,388211678.20793,23351336.2,23351336.2,0,0,0,51075,229784830.8157,0,229784830.8157,0,0,0,0,68137744.95838,14984033.14886,53153711.80952,66873691.23385,5122853.68531,0,0,163105.09,61587732.45854,13000,0,0,0,0,0,0,0,13000,0,31126796.03268,20050196.92946,167911.72638,0,19882285.20308,,,,,,,,,0,8230000,4980000,10000,390000,2850000,30420090880,0,0,0,0,0,0,56827904,1346064384,1235294208,110770176,29017198592,1368379392,5752217600,7488512000,14408089600,0,0,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",1255255706.56514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180140487.46795,963681489.76271,0,0,0,24087239.834,0,939594249.92871,216458997.70524,260132.4875,39845149.69774,176353715.52,75115219.09719,73335836.34993,32075669.61853,32075669.61853,0,0,0,296600,0,296600,8210939.14971,75,0,0,0,0,0,75,0,0,75,0,15416648.95593,0,0,15416648.95593,17335903.62576,3561564.56419,2133253.7419,11641085.31967,1765032.74726,33200,33200,0,0,0,0,36720,0,36720,0,0,0,0,23134.462,1000,22134.462,1616478.28526,821000,0,0,0,795478.28526,55500,0,0,0,55500,0,0,0,0,0,0,14350,0,0,14350,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",70532617.9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358892.49466,5334092.49466,0,0,0,0,0,5334092.49466,24800,0,4800,20000,65173725.45164,24096778.06464,24096778.06464,24096778.06464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851000,2851000,2851000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38225947.387,0,0,38225947.387,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
