"Сведения о страховых премиях по договорам, переданным в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,ИТОГО:,,51103638.05102,376568.88492,376573.926,121561.9086,-5.04108,49790142.93735,2796638.15324,820795.14129,-1330.79432,0,1975843.01195,46993504.78411,34700575.82403,1592865.52287,63812.84559,1147132.57975,829551.62759,1678830.16415,729782.68525,390044.48191,28446284.26333,212316.1355,5706843.64759,103718.68138,41641.06247,66379.97159,0,624479.53075,610235.38844,37486.04937,509936.92214,3790050.68819,30936.38732,5391185.96083,1194899.35166,0,0,0,936926.22875,63480.39849,677566.16704,195879.66322,0
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,86936.42097,-,-,-,-,85716.49502,5037.2885,5037.2885,-,-,-,80679.20652,69332.17486,4202.5736,39.79514,-,9231.92513,18677.39482,-,-,29042.7321,8137.75407,5032.81992,-,-,-,-,-,855.44299,-,910.76393,3091.50149,175.11151,-72.68544,6386.89718,-,-,-,1219.92595,-,607.32549,612.60046,-
2,3947,"АО ""АИГ""",Москва,1487230.35426,-,-,-,-,1487169.42151,-,-,-,-,-,1487169.42151,689760.01096,-,-,-,-,84813.35766,-,-,604946.6533,-,574355.14921,618.92788,618.92788,-,-,-,-,-,-,573736.22133,-,-,223054.26134,-,-,-,60.93275,-,60.93275,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,6525638.0053,-,-,-,-,6473026.19,262157.37624,221934.27273,-,-,40223.10351,6210868.81376,4857555.42408,59328.64037,5972.99227,47494.07831,105158.7709,145641.85149,77414.2022,58782.90088,4416544.88854,-,925124.18314,27929.51365,-,27929.51365,-,940.86232,31132.23376,-,38661.75664,824957.17573,1502.64104,322478.42623,105710.78031,-,-,-,52611.8153,-,43084.51365,9527.30165,-
4,3064,"АО ""Боровицкое страховое общество""",Москва,829.11022,-,-,-,-,829.11022,-,-,-,-,-,829.11022,829.11022,52.2,-,-,-,126.78365,-,-,650.12657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,658482.6556,-,-,-,-,651064.83552,47937.79021,19612.22664,-,-,28325.56357,603127.04531,383401.93714,93336.59953,-,-,9966.6294,29499.82511,-,-,224424.08666,26174.79644,51562.18488,3265.06551,3265.06551,-,-,-,-,-,1193.95068,47103.16869,-,-,168162.92329,-,-,-,7417.82008,-,5907.19291,1510.62717,-
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,459988.76979,-,-,-,-,439103.93279,3311.21243,1816.53713,-,-,1494.6753,435792.72036,412054.57661,6.34123,-,5727.38691,4006.44306,9555.5,-,-,392758.90541,-,23739.56313,11171.80547,-,11171.80547,-,6897.13849,2774.22707,-,-,2896.3921,-,-,-1.41938,-,-,-,20884.837,-,16718.56001,4166.27699,-
7,1820,"АО ""ГУТА-Страхование""",Москва,19100.72573,-,-,-,-,19100.72573,-,-,-,-,-,19100.72573,18177.76273,-,-,-,-,3.18271,-,-,18174.58002,-,922.963,-,-,-,-,-,-,-,-,922.963,-,-,-,-,-,-,-,-,-,-,-
8,1412,"АО ""Д2 Страхование""",Новосибирск,989.49618,-,-,-,-,989.49618,9.0015,9.0015,-,-,-,980.49468,980.04104,10.21955,-,-,-,-,-,-,967.8874,1.93409,0.45364,-,-,-,-,-,-,-,-,0.45364,-,-,-,-,-,-,-,-,-,-,-
9,0055,"АО ""ДальЖАСО""",Хабаровск,168.73822,-,-,-,-,168.73822,8.2,8.2,-,-,-,160.53822,160.53822,60.81175,-,-,-,52.4725,-,-,22.495,24.75897,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,15001.14295,-,-,-,-,15001.14295,947.86419,91.1394,-,-,856.72479,14053.27876,-,-,-,-,-,-,-,-,-,-,14053.27876,-,-,-,-,-,-,-,-,-,14053.27876,-,-,-,-,-,-,-,-,-,-
11,1427,"АО ""МАКС""",Москва,76107.47844,-,-,-,-,71735.61189,26430.81598,26430.81598,-,-,-,45304.79591,25616.95494,-45.23489,9016.16839,159.3,-,99.87874,-,-,14275.04672,2111.79598,14587.43683,-1.68169,-1.68169,-,-,-,-,-,-,14589.11852,-,5100.40414,-,-,-,-,4371.86655,-,1447.26279,2924.60376,-
12,2346,"АО ""ОСК""",Самара,23382.745,-,-,-,-,22095.54238,-,-,-,-,-,22095.54238,21982.48223,214.55246,-,-,12239.04607,-,-,-,6738.34199,2790.54171,71.06015,15.78515,-,-,-,-,-,-,46.5,8.775,-,-,42,-,-,-,1287.20262,-,937.16112,350.0415,-
13,0235,"АО ""Русское перестраховочное общество""",Москва,331967.81384,-,-,-,-,331967.81384,2172.05304,2172.05304,-,-,-,329795.7608,329734.64272,1100.27061,-,-,-,3405.87729,2703.24104,-,321732.52718,792.7266,61.11808,-,-,-,-,-,-,-,-,61.11808,-,-,-,-,-,-,-,-,-,-,-
14,2619,"АО ""СК ""Астро-Волга""",Самара,4863.68939,-,-,-,-,4863.68939,-,-,-,-,-,4863.68939,4706.90559,1411.0548,-,-,299.81,503.23228,-,-,1798.03213,694.77638,156.7838,-,-,-,-,-,-,-,-,67.83712,88.94668,-,-,-,-,-,-,-,-,-,-
15,0915,"АО ""СК ""ПАРИ""",Москва,93065.35085,-,-,-,-,90776.17419,2368.90087,2368.90087,-,-,-,88407.27332,79863.03479,1853.78915,-,-,-,22851.86498,-,-,45359.90087,9797.47979,8316.3008,-,-,-,-,-,124.74666,-,4.5,8187.05414,-,76.86771,151.07002,-,-,-,2289.17666,-,1883.06397,406.11269,-
16,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,120033.74225,-,-,-,-,74435.03226,-67.0269,-67.0269,-,-,-,74502.05916,74473.43841,72327.91865,-,-,-,1291.79406,-,-,879.54228,-25.81658,28.62075,-,-,-,-,-,-,-,-,28.62075,-,-,-,-,-,-,45598.70999,32904.22404,6848.25353,5846.23242,-
17,1587,"АО ""СО ""Талисман""",Казань,886.81906,-,-,-,-,886.81906,-,-,-,-,-,886.81906,882.06564,303.27229,-,302.25,-,-,-,-,224.06586,52.47749,4.75342,-,-,-,-,-,-,-,4.75342,-,-,-,-,-,-,-,-,-,-,-,-
18,1208,"АО ""СОГАЗ""",Москва,18004900.44773,-,-,-,-,17687516.58746,326.70406,112.5,-,-,214.20406,17687189.8834,13614761.84894,696830.27026,4586.45031,642527.68024,43689.27958,27044.8676,138795.74903,3471.40682,11965290.96059,95996.59133,1353390.28783,5223.38358,-,-,-,125437.12624,13087.64326,22331.87198,176378.57082,1010823.26049,108.43146,2718932.30601,105.44062,-,-,-,317383.86027,-,267826.35968,49557.50059,-
19,3229,"АО ""Страховая бизнес группа""",Воронеж,88582.0664,-,-,-,-,80921.4818,-,-,-,-,-,80921.4818,78043.18596,-,-,-,-,470.31822,-,-,77384.17981,188.68793,2878.29584,-,-,-,-,-,3.588,-,106.3,2653.91317,114.49467,-,-,-,-,-,7660.5846,-,1847.50293,5813.08167,-
20,0983,"АО ""Страховая группа ""УралСиб""",Москва,14.21208,-,-,-,-,14.21208,14.21208,14.21208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,5041.80095,-,-,-,-,5041.80095,609.19742,609.19742,-,-,-,4432.60353,4158.63265,66.56957,-,-,-,129.56441,-,-,2767.42413,1195.07454,273.97088,-,-,-,-,-,-,-,-,273.97088,-,-,-,-,-,-,-,-,-,-,-
22,2144,"АО ""Страховая компания АСКО-Центр""",Курск,1708.73774,-,-,-,-,1708.73774,43.84,43.84,-,-,-,1664.89774,1664.89774,90.6,-,-,-,-,-,-,1342.96845,231.32929,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,3987,"АО ""УРАЛСИБ Жизнь""",Москва,5579.82404,5579.82404,5579.82404,94.25254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,0212,"АО ""Цюрих надежное страхование""",Москва,549377.64013,-,-,-,-,549377.64013,2314.23499,2314.23499,-,-,-,547063.40514,272408.00778,-,-,-,-,103507.01671,-,-,168900.99107,-,132653.9543,-,-,-,-,-,-,-,22829.93597,109824.01833,-,101521.29148,40480.15158,-,-,-,-,-,-,-,-
25,0177,"АО ""Юнити страхование""",Москва,-595.38525,-,-,-,-,-595.38525,29.36228,29.36228,-,-,-,-624.74753,1581.94884,-,-,-,-,-,-,-,1581.94884,-,-2206.69637,-2495.3822,-,-2495.3822,-,-,-,4.18595,17.29228,267.2076,-,-,-,-,-,-,-,-,-,-,-
26,4351,АО РНПК,Москва,301543.38669,-,-,-,-,301543.38669,-,-,-,-,-,301543.38669,249924.35036,-,-,-,571.05036,-,-,-,249353.3,-,49970.86343,-,-,-,-,49866.09752,-,-,-,104.76591,-,-,1648.1729,-,-,-,-,-,-,-,-
27,3300,"АО СГ ""Спасские ворота""",Москва,22874.75207,-,-,-,-,22795.07019,2243.00516,2243.00516,-,-,-,20552.06503,11648.01379,1997.32996,-,-,2043.85,5660.47581,-,-,1815.39922,130.9588,8904.05124,-,-,-,-,-,7467.64949,-,-,1436.40175,-,-,-,-,-,-,79.68188,-,79.77097,-0.08909,-
28,1858,"АО СК "" Армеец""",Москва,2107.18245,-,-,-,-,2107.18245,65.66038,65.66038,-,-,-,2041.52207,1427.86326,98.98533,-,-,-,-,-,-,1096.86812,232.00981,613.65881,-,-,-,-,-,-,-,75,538.65881,-,-,-,-,-,-,-,-,-,-,-
29,0290,"АО СК ""Альянс""",Москва,663969.37587,-,-,-,-,661572.77193,25740.10534,18174.10684,-,-,7565.9985,635832.66659,345461.1143,9233.76313,4710.57805,-13907.67538,25586.57395,100854.52543,-,-,213394.03255,5589.31657,54193.96476,-11430.20731,-,-,-,-28365.33916,-,776.88869,-,92087.99033,1124.63221,20872.29372,215305.29381,-,-,-,2396.60394,-,1806.86213,589.74181,-
30,0518,"АО СК ""БАСК""",Белово,8828.89785,-,-,-,-,3432.71556,21.26382,21.26382,-,-,-,3411.45174,2252.68363,374.17234,-,-,-,661.26436,-,-,1186.09822,31.14871,1158.76811,-,-,-,-,-,-,-,-,1158.76811,-,-,-,-,-,-,5396.18229,-,5396.18229,-,-
31,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,26852.21906,-,-,-,-,26852.21906,663.46147,663.46147,-,-,-,26188.75759,18202.87119,1441.33938,-,-,-,12168.76444,-,-,4546.78081,45.98656,7313.10351,3412.52555,96.79601,3315.72954,-,-,-,-,965.76806,2934.8099,-,-,672.78289,-,-,-,-,-,-,-,-
32,0425,"АО СК ""Ингвар""",Москва,9194.63617,-,-,-,-,9194.63617,-,-,-,-,-,9194.63617,9082.80617,-,-,-,-,6808.5,-,-,2218.90617,55.4,74.33,-,-,-,-,-,-,-,-,74.33,-,-,37.5,-,-,-,-,-,-,-,-
33,3991,"АО СК ""Ренессанс здоровье""",Москва,60466.46406,-,-,-,-,60466.46406,60466.46406,57273.80862,-,-,3192.65544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,2947,"АО СК ""РСХБ-Страхование""",Москва,427803.55679,-,-,-,-,427689.20417,9912.52987,9912.52987,-,-,-,417776.6743,402218.18751,26439.68225,-,-,-0.02856,2192.31974,342639.96175,245941.14097,30941.2083,5.04403,892.44243,-,-,-,-,-,-,-,16.8,875.64243,-,14666.04436,-,-,-,-,114.35262,-,114.35262,-,-
35,3256,"АО СК ""Совкомбанк Жизнь""",Москва,142922.8013,42913.89326,42918.93434,310.83471,-5.04108,100008.90804,100008.90804,87765.03314,-,-,12243.8749,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,1216,"АО СК ""Чулпан""",Альметьевск,19818.83421,-,-,-,-,17564.90449,20.712,20.712,-,-,-,17544.19249,17517.93297,1324.68501,-,-,-,2659.0134,-,-,13413.46354,120.77102,65.81055,-,-,-,-,-,-,-,-,65.81055,-,-39.55103,-,-,-,-,2253.92972,-,2077.37334,176.55638,-
37,4379,"НКО ""ПОВСТО""",Екатеринбург,130.59474,-,-,-,-,130.59474,-,-,-,-,-,130.59474,130.59474,-,-,-,-,130.59474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,1634.44345,-,-,-,-,1634.44345,-,-,-,-,-,1634.44345,1634.44345,1634.44345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,4360,"НКО ПОВС ""Эталон""",Москва,6235.08396,-,-,-,-,6235.08396,-,-,-,-,-,6235.08396,6235.08396,6235.08396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,2708,"ОАО ""ЧСК""",Москва,-10.50665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-10.50665,-,-9.79224,-0.71441,-
41,2496,"ООО ""Абсолют Страхование""",Москва,80702.03561,-,-,-,-,77690.28972,1681.98493,1681.98493,-,-,-,76008.30479,71006.66622,151.37926,-,-,339.04943,9929.5974,53065.40582,53065.40582,5641.56679,1879.66752,3564.91312,-,-,-,-,-,65.11559,-,25.28457,3474.51296,-,1436.72545,-,-,-,-,3011.74589,-,1698.29384,1313.45205,-
42,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,13089.78955,-,-,-,-,13089.78955,4450.71666,4450.71666,-,-,-,8639.07289,7146.05471,694.92447,-,1742.68533,-13.73753,9.269,-30.41773,-,4252.34406,490.98711,1493.01818,-,-,-,-,-,-,-,25.15,1467.86818,-,-,-,-,-,-,-,-,-,-,-
43,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,30569.14126,29581.64698,29581.64698,19395.08815,-,987.49428,987.49428,987.49428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,729407.85877,-,-,-,-,729407.85877,-,-,-,-,-,729407.85877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,729407.85877,-,-,-,-,-,-,-,-,-
45,3799,"ООО ""БСД""",Москва,4050.58812,-,-,-,-,4050.58812,-,-,-,-,-,4050.58812,276.4409,-,-,-,-,153.26966,-,-,123.17124,-,3755.37732,-,-,-,-,-,-,-,-,3755.37732,-,18.7699,-,-,-,-,-,-,-,-,-
46,3866,"ООО ""ВСК-Линия жизни""",Москва,4360.63978,4360.63978,4360.63978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,4375,"ООО ""ДжиАйСи Перестрахование""",Москва,507601.85419,-,-,-,-,507601.85419,-,-,-,-,-,507601.85419,414186.72935,-,9762.34292,11561.00121,10438.63507,4312.75484,5414.01529,-,357404.56458,15293.41544,40407.98295,-,-,-,-,9889.56241,3554.0041,-,-,19081.99873,7882.41771,44717.7173,8289.42459,-,-,-,-,-,-,-,-
48,1083,"ООО ""Зетта Страхование""",Москва,70461.37045,-,-,-,-,61473.17524,49541.88997,270.69636,-,-,49271.19361,11931.28527,2821.51509,1248.52225,-,-,-,-1.78689,1e-05,-,1121.31455,453.46517,8776.06388,7904.48414,23.8635,7880.62064,-,-,-,7.25913,46.36553,805.12227,12.83281,4.65564,329.05066,-,-,-,8988.19521,-,5786.11722,3202.07799,-
49,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,3863.46356,2623.54831,2623.54831,-,-,1239.91525,1239.91525,1239.91525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,4209,"ООО ""Кофас Рус Страховая Компания""",Москва,140783.15376,-,-,-,-,140783.15376,-,-,-,-,-,140783.15376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140783.15376,-,-,-,-,-,-,-,-,-
51,4326,"ООО ""КПСК""",Симферополь,118777.82948,-,-,-,-,118777.82948,-,-,-,-,-,118777.82948,118220.65137,810.39262,53.87548,576,140.94,1497.06575,-,-,115142.37752,-,557.17811,-,-,-,-,-,-,-,-,557.17811,-,-,-,-,-,-,-,-,-,-,-
52,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,344207.57514,-,-,-,-,344207.57514,-,-,-,-,-,344207.57514,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,344207.57514,-,-,-,-,-,-,-,-,-
53,4013,"ООО ""МАКС-Жизнь""",Москва,12399.95785,12399.95785,12399.95785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,4008,"ООО ""ОСЖ РЕСО-Гарантия""",Москва,-17.7533,-,-,-,-,-17.7533,-17.7533,-17.7533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,3609,"ООО ""ППФ Страхование жизни""",Москва,14643.77775,13513.017,13513.017,-,-,1130.76075,1130.76075,1130.76075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,2042,"ООО ""СК ""Гранта""",Казань,6311.40189,-,-,-,-,6311.40189,5352.61383,5352.61383,-,-,-,958.78806,958.86128,315.16567,-,-,-,43.26054,-,-,478.02349,122.41158,-,-,-,-,-,-,-,-,-,-,-,-,-0.07322,-,-,-,-,-,-,-,-
57,3823,"ООО ""СК ""Ингосстрах-Жизнь""",Москва,146590.05649,1740.86856,1740.86856,-,-,144849.18793,144849.18793,138042.19784,-,-,6806.99009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,2169,"ООО ""СК ""Инертек""",Санкт-Петербург,189.25,-,-,-,-,189.25,-,-,-,-,-,189.25,189.25,40,-,-,-,-,-,-,149.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,2682,"ООО ""СК ""ИНСАЙТ""",Красногорск,826.25613,-,-,-,-,826.25613,-,-,-,-,-,826.25613,826.25613,826.25613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,9568.46376,-,-,-,-,9568.46376,-,-,-,-,-,9568.46376,9568.46376,55.89,-,-,-,9299.45374,-,-,213.12002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,2877,"ООО ""СК ""Мегарусс-Д""",Москва,16279.12992,-,-,-,-,16279.12992,-2415.45032,-2415.45032,-,-,-,18694.58024,18677.70524,52.93015,-,-,-,12.01041,-,-,18556.94614,55.81854,16.875,-,-,-,-,-,-,-,-,16.875,-,-,-,-,-,-,-,-,-,-,-
62,4293,"ООО ""СК ""Ойлер Гермес Ру""",Москва,232019.53606,-,-,-,-,232019.53606,-,-,-,-,-,232019.53606,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,232019.53606,-,-,-,-,-,-,-,-,-
63,3972,"ООО ""СК ""Ренессанс Жизнь""",Москва,119129.14723,93403.78469,93403.78469,55905.93574,-,25725.36254,25725.36254,11437.19408,-,-,14288.16846,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,1307,"ООО ""СК ""Согласие""",Москва,466567.80964,-,-,-,-,436581.85905,1891.0333,1891.0333,-,-,-,434690.82575,393319.49024,-1646.2983,18856.22316,3404.12427,17983.0275,60825.7141,23671.77653,18438.17654,270175.23107,49.69191,24987.65824,1414.26776,-,1405.26776,-,612.79542,18317.55452,-,2543.79161,2090.50346,8.74547,14716.32443,1667.35284,-,-,-,29985.95059,-,21662.19534,8323.75525,-
65,1182,"ООО ""СК ""ТИТ""",Москва,132568.33117,-,-,-,-,132568.33117,1500.63612,1500.63612,-,-,-,131067.69505,96148.92436,20913.30757,-,61918.85669,-,1513.44591,-,-,11507.92065,295.39354,34818.35303,-,-,-,-,31977.7873,-,-,145.72413,2694.8416,-,-,100.41766,-,-,-,-,-,-,-,-
66,3803,"ООО ""СК Доминанта""",Москва,9.70946,-,-,-,-,9.70946,-,-,-,-,-,9.70946,9.70946,-,-,-,-,-,-,-,9.70946,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,0574,"ООО ""СК Екатеринбург""",Екатеринбург,2825.278,-,-,-,-,2825.278,285.97069,285.97069,-,-,-,2539.30731,2397.61723,1373.26005,-,-,-,23.94699,-,-,724.68087,275.72932,22.5,-,-,-,-,-,-,-,-,22.5,-,-,119.19008,-,-,-,-,-,-,-,-
68,4104,"ООО ""СК КАРДИФ""",Москва,4054.29307,-,-,-,-,4054.29307,1003.18195,1003.18195,-,-,-,3051.11112,816.30973,-,-,-,-,-,-,-,-,816.30973,-,-,-,-,-,-,-,-,-,-,-,-,2234.80139,-,-,-,-,-,-,-,-
