1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
6,3867,  АК БАРС СТРАХОВАНИЕ,Казань,251439,29,0,0,0,0,251439,110949,100695,0,0,10254,140490,109290,256,0,13,5,9,7634,0,1396,99977,28659,5,5,0,0,15,0,1,89,28549,0,0,2541,0,0,0,0,0,0,0,0
7,3943,  АК БАРС-МЕД,Казань,20467,19486,0,0,0,0,20467,20467,0,0,0,20467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3572,  АКЦЕПТ,Люберцы,14263,0,0,0,0,0,14263,11680,11680,0,0,0,2583,2583,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3859,  АЛЛЕГА,Симферополь,267,0,0,0,0,0,267,267,265,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,46750204,420,0,0,0,0,43814333,12946274,12737195,0,0,209079,30868059,12258986,231044,658,213,436,7233,352,47,17966,12001084,2039675,321649,36715,284934,0,296,574,118,751,1715935,352,863,16568535,0,0,0,2935871,2918411,16162,1298,0
11,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,840516,346,836151,836151,0,0,4365,4365,3914,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,290,  АЛЬЯНС,Москва,803250,8481,0,0,0,0,802089,402293,362731,43,0,39562,399796,16513,1158,168,51,50,3598,0,0,1314,10174,2751,769,769,0,0,80,27,26,78,1751,20,32,380500,0,0,0,1161,0,898,263,0
14,3828,  АЛЬЯНС ЖИЗНЬ,Москва,12837,703,2417,2416,0,1,10420,10420,5247,0,0,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,436,  АМТ СТРАХОВАНИЕ,Москва,717,572,0,0,0,0,717,41,41,0,0,0,676,197,0,0,0,164,33,0,0,0,0,479,0,0,0,0,0,472,0,3,4,0,0,0,0,0,0,0,0,0,0,0
17,66,  АНГАРА,Братск,185639,0,0,0,0,0,68405,62622,58525,0,0,4097,5783,5515,1326,0,0,0,2,0,0,302,3885,226,18,18,0,0,0,0,0,0,208,0,0,42,0,0,0,117234,117234,0,0,0
18,2982,  АНДРОМЕДА,Москва,9,0,0,0,0,0,9,0,0,0,0,0,9,8,0,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1858,  АРМЕЕЦ,Москва,173812,20369,0,0,0,0,52001,41444,19814,0,0,21630,10557,8343,1330,0,3,3,35,0,0,313,6659,2195,8,8,0,0,27,0,2,383,1775,0,0,19,0,0,0,121811,121811,0,0,0
20,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3193,  АРСЕНАЛЪ,Москва,568634,0,0,0,0,0,568634,63927,55561,0,0,8366,504707,9748,0,0,168,29,756,0,0,1445,7350,380902,0,0,0,0,88,151,2,0,375810,4851,0,114057,0,0,0,0,0,0,0,0
22,2489,  АСКО,Набережные Челны,792167,28530,0,0,0,0,484495,435507,170269,0,0,265238,48988,41278,2297,0,1,10,353,177,7,1209,37231,6939,320,320,0,0,0,56,12,338,6073,140,0,771,0,0,0,307672,306211,777,684,0
23,3999,  АСКО-ЖИЗНЬ,Набережные Челны,25629,0,15083,15083,0,0,10546,10546,10544,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,278,  АСКОМЕД,Самара,144,0,0,0,0,0,144,144,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3767,  АСКОР,Москва,1843,0,0,0,0,0,1843,1089,1089,0,0,0,754,552,502,0,0,0,45,0,0,5,0,202,200,200,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,2144,  АСКО-ЦЕНТР,Курск,134885,2,0,0,0,0,134885,86343,82362,0,0,3981,48542,48447,46895,0,0,0,175,32,0,746,599,95,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0
27,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,758,  АСТРА-МЕТАЛЛ,Магнитогорск,145591,0,0,0,0,0,145591,145591,0,0,0,145591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2619,  АСТРО-ВОЛГА,Самара,229628,0,0,0,0,0,52066,44179,44003,0,0,176,7887,6164,1209,0,0,13,404,18,0,155,4365,1721,13,13,0,0,0,0,0,7,1697,4,0,2,0,0,0,177562,177562,0,0,0
30,2684,  АСТРО-ВОЛГА-МЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,114,0,0,0,0,0,114,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0
32,518,  БАСК,Белово,77676,0,0,0,0,0,20888,19154,14709,0,0,4445,1734,1503,180,0,0,0,411,0,0,99,813,193,5,5,0,0,0,0,0,3,185,0,0,38,0,0,0,56788,56434,354,0,0
33,3487,  БИН СТРАХОВАНИЕ,Москва,3602,0,0,0,0,0,3602,851,73,0,0,778,2751,2658,0,0,0,0,0,0,0,265,2393,1,0,0,0,0,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,0
34,3991,  БЛАГОСОСТОЯНИЕ,Москва,2335643,205161,1989,1913,0,76,2333654,2333654,2328718,0,0,4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,1678189,233,0,0,0,0,1678189,720129,652408,0,0,67721,958060,439737,398,0,0,0,0,0,0,0,439339,285000,0,0,0,0,0,0,0,0,285000,0,0,233323,0,0,0,0,0,0,0,0
36,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,16222,2604,0,0,0,0,7597,6496,3803,0,0,2693,1101,618,181,0,0,0,26,0,0,41,370,483,5,5,0,0,0,0,0,95,136,247,0,0,0,0,0,8625,8625,0,0,0
37,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,31130,0,0,0,0,0,31130,4474,1172,0,0,3302,26656,11597,518,0,0,0,8984,0,0,1679,416,14553,270,270,0,0,0,0,0,4,13757,522,506,0,0,0,0,0,0,0,0,0
38,3245,  ВЕРНА,Краснодар,242461,0,0,0,0,0,99741,58480,38270,0,0,20210,41261,12276,857,0,0,5,452,6,0,803,10153,27411,50,50,0,0,0,10,0,478,8239,18634,0,1574,0,0,0,142720,142720,0,0,0
39,4170,  ВИС,Махачкала,342,0,0,0,0,0,342,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0
40,3561,  ВИТАЛ-ПОЛИС,Москва,71,0,0,0,0,0,71,22,3,0,0,19,49,38,17,0,0,0,0,0,0,2,19,11,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
41,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,2440,0,1677,1677,14,0,763,763,757,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,433,  ВОСТСИБЖАСО,Иркутск,53229,0,0,0,0,0,53229,40233,21660,0,0,18573,12996,11935,112,0,0,0,451,0,0,347,11025,1056,0,0,0,0,0,0,0,0,1056,0,0,5,0,0,0,0,0,0,0,0
44,621,  ВСК,Москва,16679762,349254,0,0,0,0,12785962,6158207,5000670,1,0,1157537,6627755,4006699,335292,0,614,3,172993,1669,54,32708,3463420,2533302,333827,64355,269472,4,945,164,306,399,2150822,46835,109,87645,0,0,0,3893800,3853031,32331,8438,0
45,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,34060,0,34055,34055,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
46,3978,  ВСК-МИЛОСЕРДИЕ,Москва,6,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2890,  ВТБ МС,Москва,82,0,0,0,0,0,82,82,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3398,  ВТБ СТРАХОВАНИЕ,Москва,9577182,0,0,0,0,0,9569673,3787197,2958951,0,0,828246,5782476,4194540,5891,398,117,64,128758,0,0,11366,4047946,743423,3291,3291,0,3,98,20,15,3281,736303,412,47,844466,0,0,0,7509,932,5271,1306,0
49,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,48924,108,48924,48924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3780,  ВЫРУЧИМ!,Екатеринбург,10846,0,0,0,0,0,10846,894,391,0,0,503,9952,493,313,0,0,0,5,0,0,28,147,25,0,0,0,0,0,0,0,0,24,1,0,9434,0,0,0,0,0,0,0,0
51,630,  ГАЙДЕ,Санкт-Петербург,430089,1,0,0,0,0,202825,148071,82651,0,0,65420,54754,37359,13767,0,0,48,5245,3,0,4313,13983,8777,6133,6133,0,0,0,0,0,29,1863,752,0,8618,0,0,0,227264,225611,178,1475,0
52,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,397,  ГЕЛИОС,Москва,1348267,0,0,0,0,0,1080611,504787,433206,0,0,71581,575824,302213,3619,2,8,21,8798,0,0,15971,273794,203250,97630,97630,0,0,33,76,15,308,104949,239,0,70361,0,0,0,267656,266851,805,0,0
54,448,  ГЕОПОЛИС,Москва,38864,0,2,0,0,2,38862,38862,41,0,0,38821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2397,  ГЕОПОЛИС,Москва,22752,0,0,0,0,0,11598,3857,37,0,0,3820,7741,6804,4087,0,0,0,0,0,0,80,2637,937,833,833,0,0,0,0,0,0,104,0,0,0,0,0,0,11154,11154,0,0,0
56,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,314,286,0,0,0,0,314,314,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,268,0,0,0,0,0,268,106,77,0,0,29,162,107,69,0,0,0,1,0,0,18,19,55,25,25,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0
58,2042,  ГРАНТА,Казань,18407,2513,0,0,0,0,18407,9156,4842,0,0,4314,9251,6621,5471,0,0,6,66,0,0,150,928,1549,0,0,0,0,0,33,1,933,582,0,0,1081,0,0,0,0,0,0,0,0
59,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,4029317,279393,0,0,0,0,3072314,2712669,1909234,0,0,803435,359645,224273,156368,13,0,88,3419,0,0,5416,58969,81621,51209,51209,0,0,0,13,10,212,30176,1,0,53751,0,0,0,957003,955131,1703,169,0
60,1820,  ГУТА-СТРАХОВАНИЕ,Москва,572,0,0,0,0,0,572,31,1,0,0,30,541,525,80,0,0,1,356,0,0,79,9,16,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0
61,2214,  ДАЛЬАКФЕС,Владивосток,175771,0,0,0,0,0,26393,22687,22673,0,0,14,3706,2614,321,0,0,1,522,0,0,258,1512,1075,0,0,0,0,0,33,0,0,1042,0,17,0,0,0,0,149378,149378,0,0,0
62,55,  ДАЛЬЖАСО,Хабаровск,113054,0,0,0,0,0,113054,87759,65983,0,0,21776,25295,24644,150,0,0,4,22954,0,0,483,1053,651,8,8,0,0,0,5,0,0,436,202,0,0,0,0,0,0,0,0,0,0
63,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,280462,28944,0,0,0,0,155095,87989,84575,0,0,3414,67106,3454,511,0,0,0,732,0,0,231,1980,63645,63408,233,63175,0,0,0,4,26,207,0,0,7,0,0,0,125367,125367,0,0,0
64,3870,  ДЕЛО ЖИЗНИ,Москва,13824,0,1583,1583,0,0,12241,12241,12241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1363,  ДИАМАНТ,Москва,2287,0,0,0,0,0,410,110,110,0,0,0,300,225,202,0,0,0,0,0,0,15,8,63,48,48,0,0,0,0,0,0,15,0,0,12,0,0,0,1877,1877,0,0,0
66,206,  ДИАНА,Ангарск,37586,0,0,0,0,0,37586,29291,5231,0,0,24060,8295,7804,68,0,0,0,178,0,0,187,7371,491,0,0,0,0,0,0,8,20,463,0,0,0,0,0,0,0,0,0,0,0
67,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,165006,584,0,0,0,0,165006,35721,14134,0,0,21587,129285,70851,0,0,0,0,2241,0,0,615,67995,38736,0,0,0,0,0,0,0,0,38736,0,0,19698,0,0,0,0,0,0,0,0
68,3954,  ЕВРОИНС,Смоленск,408602,10258,0,0,0,0,199609,116056,106115,0,0,9941,83553,11203,2718,0,0,1,462,1581,0,285,6156,4219,59,59,0,0,0,1,0,179,3768,212,0,68131,0,0,0,208993,208993,0,0,0
69,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,303335,0,0,0,0,0,303335,294853,294853,0,0,0,8482,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,97,0,8385,0,0,0,0,0,0,0,0
70,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,188321,0,0,0,0,0,188321,156978,155510,0,0,1468,31343,31277,30,5049,0,0,25648,0,0,230,320,66,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
71,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,2181243,163288,0,0,0,0,1854139,1147560,857087,0,0,290473,706579,392466,71442,5,0,0,11687,2434,0,37696,269202,167714,2324,2324,0,0,0,0,29,90,165096,175,6,146393,0,0,0,327104,321906,3371,1827,0
74,3616,  ИНВЕСТ-ПОЛИС,Королев,95,0,0,0,0,0,95,0,0,0,0,0,95,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
75,2401,  ИНВЕСТСТРАХ,Москва,52466,0,0,0,0,0,52466,47442,27548,0,0,19894,5024,3319,48,0,0,0,5,25,19,1330,1911,1703,1,1,0,0,0,0,0,125,1091,486,0,2,0,0,0,0,0,0,0,0
76,425,  ИНГВАР,Москва,2606,0,0,0,0,0,2606,6,6,0,0,0,2600,2571,0,0,0,0,2087,0,0,456,28,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
77,928,  ИНГОССТРАХ,Москва,6927021,538344,0,0,0,0,3643537,1879586,894246,255,0,985340,1763951,1165743,439493,349,349,772,70649,173,0,26202,627756,444182,204733,204733,0,2,463,870,315,1551,235813,435,182,153844,0,0,0,3283484,3253755,22621,7108,0
78,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,71952,0,10104,10008,0,96,61848,61848,61344,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3837,  ИНГОССТРАХ-М,Москва,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2169,  ИНЕРТЕК,Санкт-Петербург,132,0,0,0,0,0,132,36,36,0,0,0,96,95,9,0,0,0,40,0,0,32,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,2031,  ИНКО-МЕД,Воронеж,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,870,  ИНТАЧ СТРАХОВАНИЕ,Москва,231513,1730,0,0,0,0,179142,79586,62913,0,0,16673,99556,48360,30445,0,0,0,0,0,0,0,17915,20513,12309,12309,0,0,0,0,0,0,8204,0,0,30683,0,0,0,52371,52371,0,0,0
83,902,  КАЙРОС,Петропавловск-Камчатский,290,0,0,0,0,0,290,72,72,0,0,0,218,76,0,0,0,76,0,0,0,0,0,70,0,0,0,0,0,70,0,0,0,0,0,72,0,0,0,0,0,0,0,0
84,3175,  КАПИТАЛ ПЕРЕСТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1298,  КАПИТАЛ СТРАХОВАНИЕ,Когалым,44008,10,0,0,0,0,13278,2673,178,0,0,2495,10605,7343,4317,0,4,27,143,0,0,1176,1676,3079,2020,2020,0,0,14,71,93,1,880,0,20,163,0,0,0,30730,26615,4077,38,0
86,3645,  КАПИТАЛ-ЛАЙФ,Москва,8281,0,8022,8022,335,0,259,259,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1336,  КАПИТАЛ-ПОЛИС,Санкт-Петербург,33075,0,0,0,0,0,33075,15072,10705,0,0,4367,18003,7643,4589,0,0,0,2630,0,0,151,273,844,315,315,0,0,0,0,1,332,196,0,0,9516,0,0,0,0,0,0,0,0
88,2875,  КАПИТАЛ-ПОЛИС МЕДИЦИНА,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,507,  КОЛЫМСКАЯ,Хабаровск,73867,3535,21007,20958,0,49,52860,52860,19879,0,0,32981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1867,  КОМЕСТРА-ТОМЬ,Томск,85341,0,0,0,0,0,85341,43868,17557,0,0,26311,41473,39225,34566,0,0,0,96,0,0,241,4322,2248,200,200,0,0,0,0,0,21,2026,1,0,0,0,0,0,0,0,0,0,0
91,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,95490,0,0,0,0,0,95490,29,0,0,0,29,95461,13442,0,0,0,0,0,0,0,0,13442,12751,0,0,0,0,0,0,0,0,12751,0,0,69268,0,0,0,0,0,0,0,0
92,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,7175,0,0,0,0,0,7175,7175,0,0,0,7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,202,0,0,0,0,0,202,0,0,0,0,0,202,202,42,0,0,0,0,0,0,122,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4296,  КООП-РЕСУРС,Вологда,90,0,0,0,0,0,90,0,0,0,0,0,90,90,14,0,0,0,0,0,0,59,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,147,0,0,0,0,0,147,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0
96,4189,  КРЕДЕНДО-ИНГОССТРАХ КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,63,1,0,0,0,0,63,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
97,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,12864,4,60,60,0,0,12804,12804,12804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4246,  КРИСТАЛЛ,Москва,667,0,0,0,0,0,667,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0
99,3781,  КРК-СТРАХОВАНИЕ,Москва,28017,0,0,0,0,0,28017,14983,12838,0,0,2145,13034,11932,6778,0,0,6,3868,0,0,306,974,1025,498,498,0,0,2,0,1,122,402,0,0,77,0,0,0,0,0,0,0,0
100,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,2733,0,0,0,0,0,2733,1231,404,0,0,827,1502,1164,127,0,0,11,35,3,0,354,634,231,0,0,0,0,2,73,4,0,152,0,107,0,0,0,0,0,0,0,0,0
102,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,23662,0,0,0,0,0,23662,16204,15448,0,0,756,7458,5956,3163,0,0,65,7,0,0,515,2206,1437,52,52,0,0,0,0,0,0,796,589,65,0,0,0,0,0,0,0,0,0
103,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,348,  ЛЕКСГАРАНТ,Москва,229651,0,0,0,0,0,229651,511,244,0,0,267,229140,534,255,0,25,0,43,0,0,53,158,128,16,16,0,0,26,0,0,0,43,43,0,228478,0,0,0,0,0,0,0,0
105,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,748829,234,0,0,0,0,575269,440968,97823,0,0,343145,134301,116146,30981,3,0,28,2235,0,0,1888,81011,15823,7319,7319,0,0,0,35,14,60,8337,58,160,2172,0,0,0,173560,173214,227,119,0
106,1427,  МАКС,Москва,2150456,0,0,0,0,0,931360,669875,619623,0,0,50252,261485,231189,57103,6,1,22,631,23,1,3299,170104,26465,14328,14328,0,0,23,90,88,272,11357,307,90,3741,3,3,0,1219093,1212331,1834,4928,0
107,4013,  МАКС-ЖИЗНЬ,Москва,4020,0,4020,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2877,  МЕГАРУСС-Д,Москва,49256,0,0,0,0,0,42287,18619,17651,0,0,968,23668,23572,20395,0,6,1,287,0,0,376,2507,86,13,13,0,0,24,1,0,14,34,0,0,10,0,0,0,6969,6969,0,0,0
111,660,  МЕДИКА-ВОСТОК,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,484,  МЕДСТРАХ,Москва,528,0,0,0,0,0,528,528,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,141,  МЕДЭКСПРЕСС,Санкт-Петербург,21783,5,0,0,0,0,14052,12892,1116,0,0,11776,1160,937,552,0,0,0,6,0,0,80,299,223,93,93,0,0,0,0,0,0,130,0,0,0,0,0,0,7731,7731,0,0,0
115,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,57038,262,0,0,0,0,57038,57026,57018,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
116,3256,  МЕТЛАЙФ,Москва,777325,0,82413,82126,75761,287,694912,694912,401352,0,0,293560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
