year_quarter,metric,linemain,insurer,value
2022-07-01,direct_premiums,все линии,4301,0.00123742288
2022-07-01,direct_premiums,все линии,4296,0.0021669230000000003
2022-07-01,direct_premiums,все линии,4293,0.3718934231599999
2022-07-01,direct_premiums,все линии,4279,0.0065934349999997
2022-07-01,direct_premiums,все линии,4209,0.5818214010399999
2022-07-01,direct_premiums,все линии,4179,2.9126380390099995
2022-07-01,direct_premiums,все линии,4169,2.7e-05
2022-07-01,direct_premiums,все линии,4133,0.7505575271900002
2022-07-01,direct_premiums,все линии,4117,0.2703260225499995
2022-07-01,direct_premiums,все линии,4105,2.1622860566099993
2022-07-01,direct_premiums,все линии,4104,2.3492352289699996
2022-07-01,direct_premiums,все линии,4079,4.1180395287
2022-07-01,direct_premiums,все линии,4014,1.6934520705399996
2022-07-01,direct_premiums,все линии,4013,4.92787630894
2022-07-01,direct_premiums,все линии,4008,0.10798243477999961
2022-07-01,direct_premiums,все линии,4001,0.3544007204899998
2022-07-01,direct_premiums,все линии,3998,0.00030408999999999997
2022-07-01,direct_premiums,все линии,3987,6.50551602448
2022-07-01,direct_premiums,все линии,3984,16.17836333313
2022-07-01,direct_premiums,все линии,4189,1.16595927905
2023-07-01,direct_premiums,все линии,1216,1.3399577863399992
2023-07-01,direct_premiums,все линии,1209,104.19498395714
2023-07-01,direct_premiums,все линии,1208,232.08016800945998
2023-07-01,direct_premiums,все линии,1182,1.416426718939999
2023-07-01,direct_premiums,все линии,1083,8.17489271413
2023-07-01,direct_premiums,все линии,0928,126.33245641434
2023-07-01,direct_premiums,все линии,0915,5.875015345769999
2023-07-01,direct_premiums,все линии,0796,1.2177729412399998
2023-07-01,direct_premiums,все линии,0667,2.9724500567399987
2023-07-01,direct_premiums,все линии,0630,3.2416535601199987
2023-07-01,direct_premiums,все линии,0621,82.85031881369
2023-07-01,direct_premiums,все линии,0585,0.4437771697899989
2023-07-01,direct_premiums,все линии,0518,0.7430513613099994
2023-07-01,direct_premiums,все линии,0448,0.737214265
2023-07-01,direct_premiums,все линии,0397,3.9061851284099998
2023-07-01,direct_premiums,все линии,0348,0.08463637446999961
2023-07-01,direct_premiums,все линии,0290,0.495685277329999
2023-07-01,direct_premiums,все линии,0212,0.43496661630999967
2023-07-01,direct_premiums,все линии,0206,0.34733140860999945
2023-07-01,direct_premiums,все линии,0191,37.05915216279
2023-07-01,direct_premiums,все линии,0141,0.5956143329699998
2023-07-01,direct_premiums,все линии,0001,64.80505703819
2023-07-01,direct_premiums,все линии,0000,12.145562658320003
2023-07-01,direct_premiums,все линии,0436,0.5386829623599994
2023-07-01,direct_premiums,все линии,1284,44.46672166472
2023-07-01,direct_premiums,все линии,1307,30.30752696929
2023-07-01,direct_premiums,все линии,1336,1.1200063984499993
2023-07-01,direct_premiums,все линии,1412,1.3167010284099994
2023-07-01,direct_premiums,все линии,4388,0.0001745427
2023-07-01,direct_premiums,все линии,4383,0.0005201197499999999
2023-07-01,direct_premiums,все линии,4382,0.5558987109099998
2023-07-01,direct_premiums,все линии,4380,0.3511733157799996
2023-07-01,direct_premiums,все линии,4379,0.1879252983599998
2023-07-01,direct_premiums,все линии,4377,0.0397979160099999
2023-07-01,direct_premiums,все линии,4376,0.0
2023-07-01,direct_premiums,все линии,4365,4.757594270209999
2023-07-01,direct_premiums,все линии,4362,0.0018959515699999
2023-07-01,direct_premiums,все линии,4360,0.0066564664199998
2023-07-01,direct_premiums,все линии,4359,0.0162035638699995
2023-07-01,direct_premiums,все линии,4358,11.949283010219999
2023-07-01,direct_premiums,все линии,4349,0.0602822985099995
2023-07-01,direct_premiums,все линии,4393,0.02057418225
2023-07-01,direct_premiums,все линии,4334,0.7909897500399998
2023-07-01,direct_premiums,все линии,4326,0.6851561283899993
2023-07-01,direct_premiums,все линии,4296,0.002070089
2023-07-01,direct_premiums,все линии,4293,0.4087899310199999
2023-07-01,direct_premiums,все линии,4279,0.0067561359999999
2023-07-01,direct_premiums,все линии,4209,0.0708945292599999
2023-07-01,direct_premiums,все линии,4189,1.05956727993
2023-07-01,direct_premiums,все линии,4179,2.06043592649
2023-07-01,direct_premiums,все линии,4169,2.6e-05
2023-07-01,direct_premiums,все линии,4133,0.0926664473199995
2023-07-01,direct_premiums,все линии,4117,0.3055948245899999
2023-07-01,direct_premiums,все линии,4105,13.94479976885
2023-07-01,direct_premiums,все линии,4104,0.5622018005099996
2023-07-01,direct_premiums,все линии,4079,10.259111671620001
2023-07-01,direct_premiums,все линии,4331,53.85437852809
2023-07-01,direct_premiums,все линии,4014,2.4752106321399996
2023-07-01,direct_premiums,все линии,4398,0.0001121
2023-07-01,direct_premiums,все линии,total,1646.7367584393096
2023-07-01,direct_premiums,все линии,4013,4.421957321440001
2023-07-01,direct_premiums,все линии,4001,0.30103498726999967
2023-07-01,direct_premiums,все линии,3268,0.0242355
2023-07-01,direct_premiums,все линии,3229,1.693494993469999
2023-07-01,direct_premiums,все линии,3225,1.1432733245599997
2023-07-01,direct_premiums,все линии,3211,22.761992061970002
2023-07-01,direct_premiums,все линии,3193,-0.00018472157
2023-07-01,direct_premiums,все линии,3128,0.23075818031999978
2023-07-01,direct_premiums,все линии,3064,0.9212745379499998
2023-07-01,direct_premiums,все линии,2947,7.507070797359999
2023-07-01,direct_premiums,все линии,2917,0.3352623152399996
2023-07-01,direct_premiums,все линии,2877,0.5933998789499996
2023-07-01,direct_premiums,все линии,2733,0.3051560832399995
2023-07-01,direct_premiums,все линии,2708,0.0298434468899998
2023-07-01,direct_premiums,все линии,2682,2.55219551338
2023-07-01,direct_premiums,все линии,3300,0.911007978829999
2023-07-01,direct_premiums,все линии,2619,6.80441918348
2023-07-01,direct_premiums,все линии,2346,1.8801107937299992
2023-07-01,direct_premiums,все линии,2239,134.74329878532
2023-07-01,direct_premiums,все линии,2042,0.26024243973999883
2023-07-01,direct_premiums,все линии,2031,0.0010693699999999
2023-07-01,direct_premiums,все линии,2027,1.9007120960099995
2023-07-01,direct_premiums,все линии,1858,0.6280755426799995
2023-07-01,direct_premiums,все линии,1834,15.195109874809999
2023-07-01,direct_premiums,все линии,1820,0.21985688892999972
2023-07-01,direct_premiums,все линии,1675,11.151764860319998
2023-07-01,direct_premiums,все линии,1623,0.7952042660499995
2023-07-01,direct_premiums,все линии,1587,0.0121401508799999
2023-07-01,direct_premiums,все линии,1580,0.6450945774099996
2023-07-01,direct_premiums,все линии,1427,12.52404291165
2023-07-01,direct_premiums,все линии,2496,6.815500760619999
2023-07-01,direct_premiums,все линии,4008,0.4553436014699999
2023-07-01,direct_premiums,все линии,3398,4.804459570939999
2023-07-01,direct_premiums,все линии,3507,3.91933245078
2023-07-01,direct_premiums,все линии,3987,7.271193278949999
2023-07-01,direct_premiums,все линии,3984,15.496659199339998
2023-07-01,direct_premiums,все линии,3972,38.72501929519
2023-07-01,direct_premiums,все линии,3969,0.0076019487499998
2023-07-01,direct_premiums,все линии,3954,4.3289554487199995
2023-07-01,direct_premiums,все линии,3947,2.50707075444
2023-07-01,direct_premiums,все линии,3943,0.2652101266
2023-07-01,direct_premiums,все линии,3941,1.4890327143799995
2023-07-01,direct_premiums,все линии,3879,52.995286679509995
2023-07-01,direct_premiums,все линии,3870,0.2389883834599998
2023-07-01,direct_premiums,все линии,3867,1.1128513776299995
2023-07-01,direct_premiums,все линии,3866,3.1898339248000003
2023-07-01,direct_premiums,все линии,3847,3.70413182075
2023-07-01,direct_premiums,все линии,3447,119.48021448633
2023-07-01,direct_premiums,все линии,3837,0.07144460004999979
2023-07-01,direct_premiums,все линии,3826,0.6902949155999996
2023-07-01,direct_premiums,все линии,3825,49.66727953478001
2023-07-01,direct_premiums,все линии,3823,8.994690262559999
2023-07-01,direct_premiums,все линии,3815,0.0274548085999998
2023-07-01,direct_premiums,все линии,3803,0.0229695867999997
2023-07-01,direct_premiums,все линии,3799,0.8538728895799994
2023-07-01,direct_premiums,все линии,3767,0.8127255076599995
2023-07-01,direct_premiums,все линии,3748,4.2497356219
2023-07-01,direct_premiums,все линии,3692,194.45398433860998
2023-07-01,direct_premiums,все линии,3609,3.752643334259999
2023-07-01,direct_premiums,все линии,3594,0.7410015359099997
2023-07-01,direct_premiums,все линии,3528,0.2616837609999998
2023-07-01,direct_premiums,все линии,3511,6.29949881902
2023-07-01,direct_premiums,все линии,3828,4.76503350883
2024-07-01,direct_premiums,все линии,3941,3.267462243969999
2024-07-01,direct_premiums,все линии,3879,53.95314395066
2024-07-01,direct_premiums,все линии,3870,0.2360793703499997
2024-07-01,direct_premiums,все линии,3867,0.8524754636899994
2024-07-01,direct_premiums,все линии,3866,2.2194025812400002
2024-07-01,direct_premiums,все линии,3847,3.55931205465
2024-07-01,direct_premiums,все линии,3828,7.201182961279999
2024-07-01,direct_premiums,все линии,3826,0.5903890032999995
2024-07-01,direct_premiums,все линии,3825,116.26293315582
2024-07-01,direct_premiums,все линии,3823,21.947471820139995
2024-07-01,direct_premiums,все линии,3815,0.04041227467
2024-07-01,direct_premiums,все линии,3803,0.021977776059999902
2024-07-01,direct_premiums,все линии,3799,1.0220584198599993
2024-07-01,direct_premiums,все линии,3943,0.30919077036
2024-07-01,direct_premiums,все линии,3767,0.9838504888299993
2024-07-01,direct_premiums,все линии,3692,585.90344315676
2024-07-01,direct_premiums,все линии,3609,4.08993399308
2024-07-01,direct_premiums,все линии,3594,0.4636414247099994
2024-07-01,direct_premiums,все линии,3528,0.282577607
2024-07-01,direct_premiums,все линии,3511,8.52810256355
2024-07-01,direct_premiums,все линии,3507,0.5164902509599996
2024-07-01,direct_premiums,все линии,3447,221.15931485408998
2024-07-01,direct_premiums,все линии,3398,5.259959191519999
2024-07-01,direct_premiums,все линии,3300,0.8960760501099994
2024-07-01,direct_premiums,все линии,3268,0.053203359429999895
2024-07-01,direct_premiums,все линии,3229,1.472875583059999
2024-07-01,direct_premiums,все линии,3225,1.2990697709499996
2024-07-01,direct_premiums,все линии,3211,24.40659173865
2024-07-01,direct_premiums,все линии,3748,5.77097307069
2024-07-01,direct_premiums,все линии,3128,0.2180511000599999
2024-07-01,direct_premiums,все линии,3947,4.673410682249999
2024-07-01,direct_premiums,все линии,3969,0.0123760044299998
2024-07-01,direct_premiums,все линии,4377,0.03968097084
2024-07-01,direct_premiums,все линии,4365,4.98867708207
2024-07-01,direct_premiums,все линии,4362,0.0001639772
2024-07-01,direct_premiums,все линии,4360,0.0004214735999998
2024-07-01,direct_premiums,все линии,4359,0.018984268589999798
2024-07-01,direct_premiums,все линии,4358,16.13702603254
2024-07-01,direct_premiums,все линии,4349,0.0222589829599998
2024-07-01,direct_premiums,все линии,4334,1.4672919456299995
2024-07-01,direct_premiums,все линии,4331,69.33102315612
2024-07-01,direct_premiums,все линии,4326,0.611859899709999
2024-07-01,direct_premiums,все линии,4296,0.0020501099999999
2024-07-01,direct_premiums,все линии,4293,0.6498257292599999
2024-07-01,direct_premiums,все линии,4279,0.0074596649999997995
2024-07-01,direct_premiums,все линии,3954,3.974194687619999
2024-07-01,direct_premiums,все линии,4209,0.0396847393199999
2024-07-01,direct_premiums,все линии,4179,1.3437259094799996
2024-07-01,direct_premiums,все линии,4133,5.9301e-05
2024-07-01,direct_premiums,все линии,4117,0.30612533566
2024-07-01,direct_premiums,все линии,4105,19.59740931208
2024-07-01,direct_premiums,все линии,4104,1.2740514573399997
2024-07-01,direct_premiums,все линии,4079,22.9277463204
2024-07-01,direct_premiums,все линии,4014,6.144636945239999
2024-07-01,direct_premiums,все линии,4013,6.934939019449999
2024-07-01,direct_premiums,все линии,4008,0.4973876540499995
2024-07-01,direct_premiums,все линии,4001,0.2425956989299997
2024-07-01,direct_premiums,все линии,3987,31.13023910652
2024-07-01,direct_premiums,все линии,3984,18.316185812969998
2024-07-01,direct_premiums,все линии,3972,64.63423378053
2024-07-01,direct_premiums,все линии,4189,1.3381315112299998
2024-07-01,direct_premiums,все линии,3064,1.1364284089599994
2024-07-01,direct_premiums,все линии,2917,0.3256139611199993
2024-07-01,direct_premiums,все линии,0585,0.3425188925099991
2024-07-01,direct_premiums,все линии,0518,0.7131579283899997
2024-07-01,direct_premiums,все линии,0448,0.69883035
2024-07-01,direct_premiums,все линии,0436,1.0679754790599993
2024-07-01,direct_premiums,все линии,0397,2.3964408889899995
2024-07-01,direct_premiums,все линии,0348,0.04505295122
2024-07-01,direct_premiums,все линии,0290,4.6340011490299995
2024-07-01,direct_premiums,все линии,0212,0.4809229087599991
2024-07-01,direct_premiums,все линии,0206,0.5751085812399996
2024-07-01,direct_premiums,все линии,0191,47.981394536349995
2024-07-01,direct_premiums,все линии,0141,0.6792500580699994
2024-07-01,direct_premiums,все линии,0001,65.48701958462
2024-07-01,direct_premiums,все линии,0000,10.175134162079999
2024-07-01,direct_premiums,все линии,0621,97.06386132474
2024-07-01,direct_premiums,все линии,2947,8.89200229084
2024-07-01,direct_premiums,все линии,0630,4.37654215505
2024-07-01,direct_premiums,все линии,0915,6.684402260669998
2024-07-01,direct_premiums,все линии,2877,0.7977029616599995
2024-07-01,direct_premiums,все линии,2733,0.49229764675999965
2024-07-01,direct_premiums,все линии,2708,1.0382771503099995
2024-07-01,direct_premiums,все линии,2682,3.5212995850699995
2024-07-01,direct_premiums,все линии,2619,6.967800433459999
2024-07-01,direct_premiums,все линии,2496,7.999043450179999
2024-07-01,direct_premiums,все линии,2346,2.129846141469999
2024-07-01,direct_premiums,все линии,2239,163.96522741138
2024-07-01,direct_premiums,все линии,2042,0.3297911337399993
2024-07-01,direct_premiums,все линии,2031,0.004672
2024-07-01,direct_premiums,все линии,2027,4.048942686239999
2024-07-01,direct_premiums,все линии,1858,0.4383804871299994
2024-07-01,direct_premiums,все линии,1834,15.200564626429998
2024-07-01,direct_premiums,все линии,0796,0.0048360739899999
2024-07-01,direct_premiums,все линии,1820,0.13475663258999948
2024-07-01,direct_premiums,все линии,1623,2.28657464319
2024-07-01,direct_premiums,все линии,1587,0.0138652390899996
2024-07-01,direct_premiums,все линии,1580,0.4946279048799997
2024-07-01,direct_premiums,все линии,1427,7.904117491859999
2024-07-01,direct_premiums,все линии,1412,3.4961323905899997
2024-07-01,direct_premiums,все линии,1336,1.3009785490199997
2024-07-01,direct_premiums,все линии,1307,39.65993579927
2024-07-01,direct_premiums,все линии,1284,51.70825917924
2024-07-01,direct_premiums,все линии,1216,1.3584956466799991
2024-07-01,direct_premiums,все линии,1209,107.64845346536
2024-07-01,direct_premiums,все линии,1208,195.86328400421996
2024-07-01,direct_premiums,все линии,1182,1.377220634079999
2024-07-01,direct_premiums,все линии,0928,144.09818958626
2024-07-01,direct_premiums,все линии,1675,18.30723775078
2024-07-01,direct_premiums,все линии,4379,0.2319828565699996
2024-07-01,direct_premiums,все линии,4380,0.43500439365999943
2024-07-01,direct_premiums,все линии,4382,0.9810680179699998
2024-07-01,direct_premiums,все линии,4383,0.0005242169999999
2024-07-01,direct_premiums,все линии,total,2410.12914510684
2024-07-01,direct_premiums,все линии,4407,6.26536318474
2024-07-01,direct_premiums,все линии,4405,13.74116967303
2024-07-01,direct_premiums,все линии,4404,0.01466952765
2024-07-01,direct_premiums,все линии,4398,0.0004089169999999
2024-07-01,direct_premiums,все линии,4393,0.0001214666
2024-07-01,direct_premiums,все линии,4389,0.00034384718
2024-07-01,direct_premiums,все линии,4388,0.0021602815999999
