year_quarter,metric,line_type,linemain,insurer,value
2023-04-01,ceded_losses,все виды,все линии,0206,0.0019818551799998998
2023-04-01,ceded_losses,все виды,все линии,0235,0.010930159630000002
2023-04-01,ceded_losses,все виды,все линии,0290,-0.05971268444
2023-04-01,ceded_losses,все виды,все линии,0397,0.0188272974399999
2023-04-01,ceded_losses,все виды,все линии,0518,0.04648571309
2023-04-01,ceded_losses,все виды,все линии,0585,0.008782428
2023-04-01,ceded_losses,все виды,все линии,0621,1.0103882337999999
2023-04-01,ceded_losses,все виды,все линии,0630,0.02541205186
2023-04-01,ceded_losses,все виды,все линии,0667,0.0015010968899999
2023-04-01,ceded_losses,все виды,все линии,0915,0.014349977199999999
2023-04-01,ceded_losses,все виды,все линии,0928,3.9635640788499997
2023-04-01,ceded_losses,все виды,все линии,1083,0.0419165212
2023-04-01,ceded_losses,все виды,все линии,1182,0.02375702237
2023-04-01,ceded_losses,все виды,все линии,1208,2.5853748845299998
2023-04-01,ceded_losses,все виды,все линии,1209,0.4904716515399997
2023-04-01,ceded_losses,все виды,все линии,1216,0.00712244515
2023-04-01,ceded_losses,все виды,все линии,1284,0.5201739298299999
2023-04-01,ceded_losses,все виды,все линии,1307,0.35230091892999993
2023-04-01,ceded_losses,все виды,все линии,1336,0.00965669614
2023-04-01,ceded_losses,все виды,все линии,1412,6.691835000000001e-05
2023-04-01,ceded_losses,все виды,все линии,1427,0.37585497231999987
2023-04-01,ceded_losses,все виды,все линии,1587,0.00088783967
2023-04-01,ceded_losses,все виды,все линии,1675,0.17903640856
2023-04-01,ceded_losses,все виды,все линии,1834,0.0607810408399998
2023-04-01,ceded_losses,все виды,все линии,1858,0.01095818126
2023-04-01,ceded_losses,все виды,все линии,2027,0.0080285968599999
2023-04-01,ceded_losses,все виды,все линии,2042,0.00865124306
2023-04-01,ceded_losses,все виды,все линии,2239,-1.2428143288700002
2023-04-01,ceded_losses,все виды,все линии,2346,0.03267715133
2023-04-01,ceded_losses,все виды,все линии,2496,0.10076320670000001
2023-04-01,ceded_losses,все виды,все линии,2619,0.0822418385299999
2023-04-01,ceded_losses,все виды,все линии,2682,0.0035320290100000003
2023-04-01,ceded_losses,все виды,все линии,2917,0.36008464205
2023-04-01,ceded_losses,все виды,все линии,2947,0.1438859552299998
2023-04-01,ceded_losses,все виды,все линии,3064,0.05956484225
2023-04-01,ceded_losses,все виды,все линии,3193,0.0290018426499999
2023-04-01,ceded_losses,все виды,все линии,3211,0.4839035148899999
2023-04-01,ceded_losses,все виды,все линии,3229,0.0034574929999999
2023-04-01,ceded_losses,все виды,все линии,3300,0.02270495046
2023-04-01,ceded_losses,все виды,все линии,3447,0.0013878593699999998
2023-04-01,ceded_losses,все виды,все линии,3511,3.19091e-06
2023-04-01,ceded_losses,все виды,все линии,3609,0.0008640563000000001
2023-04-01,ceded_losses,все виды,все линии,3692,0.04074283614
2023-04-01,ceded_losses,все виды,все линии,3823,0.05561369526
2023-04-01,ceded_losses,все виды,все линии,3828,-0.027082151149999997
2023-04-01,ceded_losses,все виды,все линии,3847,0.0014774721599999
2023-04-01,ceded_losses,все виды,все линии,3867,0.0157250964999999
2023-04-01,ceded_losses,все виды,все линии,3870,3.279499e-05
2023-04-01,ceded_losses,все виды,все линии,3879,0.0138434418799999
2023-04-01,ceded_losses,все виды,все линии,3941,-0.0012402559099999
2023-04-01,ceded_losses,все виды,все линии,3954,0.18433760646000003
2023-04-01,ceded_losses,все виды,все линии,3969,7.368362e-05
2023-04-01,ceded_losses,все виды,все линии,3972,0.0002078564999999
2023-04-01,ceded_losses,все виды,все линии,3984,0.0014757303599999998
2023-04-01,ceded_losses,все виды,все линии,3987,0.00065479996
2023-04-01,ceded_losses,все виды,все линии,4105,0.045954334250000006
2023-04-01,ceded_losses,все виды,все линии,4117,0.0015894067799999
2023-04-01,ceded_losses,все виды,все линии,4133,0.0049653196999998005
2023-04-01,ceded_losses,все виды,все линии,4174,-0.12258389169000009
2023-04-01,ceded_losses,все виды,все линии,4179,0.0156502173699998
2023-04-01,ceded_losses,все виды,все линии,4189,0.00116105933
2023-04-01,ceded_losses,все виды,все линии,4209,0.03205297408
2023-04-01,ceded_losses,все виды,все линии,4293,-0.02808172425
2023-04-01,ceded_losses,все виды,все линии,4326,0.0011704709
2023-04-01,ceded_losses,все виды,все линии,4331,0.1343583233899997
2023-04-01,ceded_losses,все виды,все линии,4334,0.04740476168
2023-04-01,ceded_losses,все виды,все линии,4358,0.002033939
2023-04-01,ceded_losses,все виды,все линии,4375,0.0020914719
2023-04-01,ceded_losses,все виды,все линии,4379,0.0021809719899999
2023-04-01,ceded_losses,все виды,все линии,total,11.452038149119996
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,3447,0.00713371171
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,3692,0.01786612457
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,3825,0.00081884109
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,3828,0.0003599170049999
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,3879,0.0010830732
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,3984,0.00057303232
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,4013,0.00018289238
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,4105,8.112323e-05
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,4358,0.0022203560299999
2023-04-01,ceded_premiums,life,инвестиционное страхование жизни,total,0.0303190715349998
2023-04-01,ceded_premiums,life,накопительное страхование жизни,3447,0.00373643796
2023-04-01,ceded_premiums,life,накопительное страхование жизни,3692,0.06678490677
2023-04-01,ceded_premiums,life,накопительное страхование жизни,3825,0.00045836571
2023-04-01,ceded_premiums,life,накопительное страхование жизни,3828,0.0019556236699999
2023-04-01,ceded_premiums,life,накопительное страхование жизни,3870,5.868845e-05
2023-04-01,ceded_premiums,life,накопительное страхование жизни,3879,0.0027292519899999
2023-04-01,ceded_premiums,life,накопительное страхование жизни,3984,0.00174596154
2023-04-01,ceded_premiums,life,накопительное страхование жизни,4013,9.65829e-06
2023-04-01,ceded_premiums,life,накопительное страхование жизни,4105,0.02017821545
2023-04-01,ceded_premiums,life,накопительное страхование жизни,4179,0.0015302071299999
2023-04-01,ceded_premiums,life,накопительное страхование жизни,4358,0.00044435265
2023-04-01,ceded_premiums,life,накопительное страхование жизни,total,0.09963166960999971
2023-04-01,ceded_premiums,life,пенсионное страхование жизни,3879,-0.0003249776
2023-04-01,ceded_premiums,life,пенсионное страхование жизни,4179,8.337791000000001e-05
2023-04-01,ceded_premiums,life,пенсионное страхование жизни,total,-0.00024159968999999998
2023-04-01,ceded_premiums,life,прочее сж,3447,0.00253230303
2023-04-01,ceded_premiums,life,прочее сж,3609,0.0021063652499999
2023-04-01,ceded_premiums,life,прочее сж,3692,0.06762748618
2023-04-01,ceded_premiums,life,прочее сж,3823,0.0012582306799999
2023-04-01,ceded_premiums,life,прочее сж,3825,0.00184716666
2023-04-01,ceded_premiums,life,прочее сж,3879,0.00069362787
2023-04-01,ceded_premiums,life,прочее сж,3984,0.00033961329
2023-04-01,ceded_premiums,life,прочее сж,3987,0.00118371579
2023-04-01,ceded_premiums,life,прочее сж,4013,0.01752
2023-04-01,ceded_premiums,life,прочее сж,4105,-1.594742e-05
2023-04-01,ceded_premiums,life,прочее сж,4179,0.02395744425
2023-04-01,ceded_premiums,life,прочее сж,total,0.1190500055799998
2023-04-01,ceded_premiums,life,страхование жизни,3447,0.0134024527
2023-04-01,ceded_premiums,life,страхование жизни,3609,0.0021063652499999
2023-04-01,ceded_premiums,life,страхование жизни,3692,0.15227851752
2023-04-01,ceded_premiums,life,страхование жизни,3823,0.0012582306799999
2023-04-01,ceded_premiums,life,страхование жизни,3825,0.00312437346
2023-04-01,ceded_premiums,life,страхование жизни,3828,0.0023155406749998
2023-04-01,ceded_premiums,life,страхование жизни,3870,5.868845e-05
2023-04-01,ceded_premiums,life,страхование жизни,3879,0.0041809754599999
2023-04-01,ceded_premiums,life,страхование жизни,3984,0.00265860715
2023-04-01,ceded_premiums,life,страхование жизни,3987,0.00118371579
2023-04-01,ceded_premiums,life,страхование жизни,4013,0.01771255067
2023-04-01,ceded_premiums,life,страхование жизни,4105,0.02024339126
2023-04-01,ceded_premiums,life,страхование жизни,4179,0.0255710292899999
2023-04-01,ceded_premiums,life,страхование жизни,4358,0.0026647086799998997
2023-04-01,ceded_premiums,life,страхование жизни,total,0.2487591470349993
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0001,0.12823707263999998
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0206,-0.00371788977
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0235,0.01242934738199998
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0290,0.0006812595199999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0348,-0.01413439023
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0397,0.00049310357
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0436,0.04157551145
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0518,0.00199819622
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0585,0.00079250739
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0621,0.2216595986099999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0630,0.00710609702
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0667,0.0004414572
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0915,0.0041294302759999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",0928,1.40562137702
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1083,0.00317002274
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1182,0.0122349588999999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1208,1.482173234288
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1209,0.0175226635599999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1284,0.00149634915
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1307,0.0045597300799999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1336,0.01733012109
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1412,7.344064e-05
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1587,8.851845e-05
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1675,0.0008365643899999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1820,0.0016699117
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",1834,0.0063641520399999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2027,3.865280000000001e-05
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2042,0.00012745499
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2239,0.88240747548
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2346,0.00080740653
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2496,0.079992735572
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2619,0.00103642799
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2708,0.001378209925
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2877,0.0070015195599999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2917,-0.05702938774
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",2947,0.00194489056
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3064,0.0003452252999999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3211,0.13127936114
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3229,0.0038821783299999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3300,0.05654464551
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3398,0.1728429057
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3799,0.00243311552
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3847,0.1758588614299999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3867,0.0216568047
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",3941,0.0009129081699999
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4133,0.00346345045
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4174,-0.00258068097
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4326,0.0364840609
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4331,0.088855317672
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4351,0.00210879377
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4375,0.04401805149
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4379,0.00114241846
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",4393,0.00521525301
2023-04-01,ceded_premiums,non-life,"авиа, море, грузы",total,5.0170004015749985
2023-04-01,ceded_premiums,non-life,дмс,0001,-0.00018030752
2023-04-01,ceded_premiums,non-life,дмс,0928,-0.845280852
2023-04-01,ceded_premiums,non-life,дмс,1083,0.000515174275
2023-04-01,ceded_premiums,non-life,дмс,1208,0.0144239980199999
2023-04-01,ceded_premiums,non-life,дмс,1209,0.00773636585
2023-04-01,ceded_premiums,non-life,дмс,1284,0.0096072928999999
2023-04-01,ceded_premiums,non-life,дмс,1623,0.0001592499999999
2023-04-01,ceded_premiums,non-life,дмс,1675,0.00128016289
2023-04-01,ceded_premiums,non-life,дмс,2239,9.606899999999997e-07
2023-04-01,ceded_premiums,non-life,дмс,2346,-0.00010883662
2023-04-01,ceded_premiums,non-life,дмс,2496,-1.0125239999999999e-05
2023-04-01,ceded_premiums,non-life,дмс,2733,0.00020799915
2023-04-01,ceded_premiums,non-life,дмс,3511,0.00086818503
2023-04-01,ceded_premiums,non-life,дмс,3823,0.0120926201799999
2023-04-01,ceded_premiums,non-life,дмс,3825,0.0001146165399999
2023-04-01,ceded_premiums,non-life,дмс,3828,-0.00079467326
2023-04-01,ceded_premiums,non-life,дмс,3879,0.0010324616199999
2023-04-01,ceded_premiums,non-life,дмс,4105,0.0043474518699999
2023-04-01,ceded_premiums,non-life,дмс,4174,2.5397380000000112e-05
2023-04-01,ceded_premiums,non-life,дмс,4179,0.00160734255
2023-04-01,ceded_premiums,non-life,дмс,4331,0.001796444825
2023-04-01,ceded_premiums,non-life,дмс,total,-0.7905590708700007
2023-04-01,ceded_premiums,non-life,каско и ж/д,0001,0.00010112926
2023-04-01,ceded_premiums,non-life,каско и ж/д,0206,0.00541918367
2023-04-01,ceded_premiums,non-life,каско и ж/д,0397,0.00018864123
2023-04-01,ceded_premiums,non-life,каско и ж/д,0518,0.0008295726
2023-04-01,ceded_premiums,non-life,каско и ж/д,0585,0.00433704511
2023-04-01,ceded_premiums,non-life,каско и ж/д,0621,0.0025603103
2023-04-01,ceded_premiums,non-life,каско и ж/д,0630,0.00098074
2023-04-01,ceded_premiums,non-life,каско и ж/д,0915,0.0094198942099999
2023-04-01,ceded_premiums,non-life,каско и ж/д,0928,0.01769383692
2023-04-01,ceded_premiums,non-life,каско и ж/д,1083,0.0021205199
2023-04-01,ceded_premiums,non-life,каско и ж/д,1182,-0.00015769569
2023-04-01,ceded_premiums,non-life,каско и ж/д,1208,1.7521062661300002
2023-04-01,ceded_premiums,non-life,каско и ж/д,1209,-0.00012705627
2023-04-01,ceded_premiums,non-life,каско и ж/д,1216,0.00281120586
2023-04-01,ceded_premiums,non-life,каско и ж/д,1284,0.02758903756
2023-04-01,ceded_premiums,non-life,каско и ж/д,1307,-7.638939000000027e-05
2023-04-01,ceded_premiums,non-life,каско и ж/д,1587,0.00025649371
2023-04-01,ceded_premiums,non-life,каско и ж/д,1675,0.0061668955899999
2023-04-01,ceded_premiums,non-life,каско и ж/д,1820,0.00289598102
2023-04-01,ceded_premiums,non-life,каско и ж/д,1834,0.03093414919
2023-04-01,ceded_premiums,non-life,каско и ж/д,2027,0.00162282617
2023-04-01,ceded_premiums,non-life,каско и ж/д,2042,0.00415553534
2023-04-01,ceded_premiums,non-life,каско и ж/д,2239,0.0048115481449999
2023-04-01,ceded_premiums,non-life,каско и ж/д,2346,0.00057464481
2023-04-01,ceded_premiums,non-life,каско и ж/д,2496,0.00067162091
2023-04-01,ceded_premiums,non-life,каско и ж/д,2619,0.00159910955
2023-04-01,ceded_premiums,non-life,каско и ж/д,2682,0.0001579
2023-04-01,ceded_premiums,non-life,каско и ж/д,2947,-0.00330274851
2023-04-01,ceded_premiums,non-life,каско и ж/д,3211,0.0004623499999999
2023-04-01,ceded_premiums,non-life,каско и ж/д,3229,0.0001795
2023-04-01,ceded_premiums,non-life,каско и ж/д,3300,0.0014106354999999
2023-04-01,ceded_premiums,non-life,каско и ж/д,3799,0.00013
2023-04-01,ceded_premiums,non-life,каско и ж/д,3867,0.0025136771399999
2023-04-01,ceded_premiums,non-life,каско и ж/д,3941,0.0018160624599999
2023-04-01,ceded_premiums,non-life,каско и ж/д,3954,0.001514625
2023-04-01,ceded_premiums,non-life,каско и ж/д,4174,0.02376896448
2023-04-01,ceded_premiums,non-life,каско и ж/д,4326,0.0036451212599999
2023-04-01,ceded_premiums,non-life,каско и ж/д,4331,-0.0056280604599999
2023-04-01,ceded_premiums,non-life,каско и ж/д,4380,7.1828399999999995e-06
2023-04-01,ceded_premiums,non-life,каско и ж/д,4393,1.35e-05
2023-04-01,ceded_premiums,non-life,каско и ж/д,total,1.9061737555449993
2023-04-01,ceded_premiums,non-life,нс и оглс,0001,0.0012108644399999
2023-04-01,ceded_premiums,non-life,нс и оглс,0206,0.00048687874
2023-04-01,ceded_premiums,non-life,нс и оглс,0290,0.00119474071
2023-04-01,ceded_premiums,non-life,нс и оглс,0348,-0.00014280859
2023-04-01,ceded_premiums,non-life,нс и оглс,0397,4.2e-05
2023-04-01,ceded_premiums,non-life,нс и оглс,0436,0.0007532949999999
2023-04-01,ceded_premiums,non-life,нс и оглс,0585,0.00068370124
2023-04-01,ceded_premiums,non-life,нс и оглс,0621,0.02897737537
2023-04-01,ceded_premiums,non-life,нс и оглс,0630,5.841695e-05
2023-04-01,ceded_premiums,non-life,нс и оглс,0915,0.00021704516
2023-04-01,ceded_premiums,non-life,нс и оглс,0928,-0.00016229606
2023-04-01,ceded_premiums,non-life,нс и оглс,1083,0.00089274588
2023-04-01,ceded_premiums,non-life,нс и оглс,1182,0.00413492146
2023-04-01,ceded_premiums,non-life,нс и оглс,1208,0.0305382311099999
2023-04-01,ceded_premiums,non-life,нс и оглс,1209,-9.708361e-05
2023-04-01,ceded_premiums,non-life,нс и оглс,1284,0.07655985704
2023-04-01,ceded_premiums,non-life,нс и оглс,1307,0.0004712965999999
2023-04-01,ceded_premiums,non-life,нс и оглс,1427,1.6360950000000228e-05
2023-04-01,ceded_premiums,non-life,нс и оглс,1623,0.001841552
2023-04-01,ceded_premiums,non-life,нс и оглс,1675,0.01020961732
2023-04-01,ceded_premiums,non-life,нс и оглс,1820,0.00040053252
2023-04-01,ceded_premiums,non-life,нс и оглс,1834,0.0127308039199999
2023-04-01,ceded_premiums,non-life,нс и оглс,1858,6.616667e-05
2023-04-01,ceded_premiums,non-life,нс и оглс,2027,5.60994e-06
2023-04-01,ceded_premiums,non-life,нс и оглс,2042,0.00021927558
2023-04-01,ceded_premiums,non-life,нс и оглс,2239,0.0074500003549999
2023-04-01,ceded_premiums,non-life,нс и оглс,2346,0.0002576088499999
2023-04-01,ceded_premiums,non-life,нс и оглс,2496,0.00011431724
2023-04-01,ceded_premiums,non-life,нс и оглс,2619,0.00018425
2023-04-01,ceded_premiums,non-life,нс и оглс,2877,0.00010465828
2023-04-01,ceded_premiums,non-life,нс и оглс,2917,0.0002456999999999
2023-04-01,ceded_premiums,non-life,нс и оглс,2947,-0.001173929
2023-04-01,ceded_premiums,non-life,нс и оглс,3193,2.11902e-06
2023-04-01,ceded_premiums,non-life,нс и оглс,3211,0.0009894935999999
2023-04-01,ceded_premiums,non-life,нс и оглс,3229,0.000912
2023-04-01,ceded_premiums,non-life,нс и оглс,3300,0.0031278983999999
2023-04-01,ceded_premiums,non-life,нс и оглс,3398,0.00062705682
2023-04-01,ceded_premiums,non-life,нс и оглс,3447,0.00161202736
2023-04-01,ceded_premiums,non-life,нс и оглс,3609,0.00017044866
2023-04-01,ceded_premiums,non-life,нс и оглс,3748,2.172282e-05
2023-04-01,ceded_premiums,non-life,нс и оглс,3823,0.0465954096699999
2023-04-01,ceded_premiums,non-life,нс и оглс,3825,0.0001906638499999
2023-04-01,ceded_premiums,non-life,нс и оглс,3828,0.0005106272
2023-04-01,ceded_premiums,non-life,нс и оглс,3867,0.00044943081
2023-04-01,ceded_premiums,non-life,нс и оглс,3879,0.0010482974199999
2023-04-01,ceded_premiums,non-life,нс и оглс,3941,0.00554935
2023-04-01,ceded_premiums,non-life,нс и оглс,3984,0.00435440286
2023-04-01,ceded_premiums,non-life,нс и оглс,3998,0.00101335348
2023-04-01,ceded_premiums,non-life,нс и оглс,4104,0.00218275194
2023-04-01,ceded_premiums,non-life,нс и оглс,4105,-0.01544104437
2023-04-01,ceded_premiums,non-life,нс и оглс,4117,0.00446918562
2023-04-01,ceded_premiums,non-life,нс и оглс,4133,0.0001779935999999
2023-04-01,ceded_premiums,non-life,нс и оглс,4174,0.00204200133
2023-04-01,ceded_premiums,non-life,нс и оглс,4179,0.00267889768
2023-04-01,ceded_premiums,non-life,нс и оглс,4331,0.00021085193
2023-04-01,ceded_premiums,non-life,нс и оглс,4358,1.25258e-06
2023-04-01,ceded_premiums,non-life,нс и оглс,total,0.2419878983449986
2023-04-01,ceded_premiums,non-life,осаго,0001,0.3705153209
2023-04-01,ceded_premiums,non-life,осаго,0141,0.0023601653899999
2023-04-01,ceded_premiums,non-life,осаго,0191,0.6090686573299999
2023-04-01,ceded_premiums,non-life,осаго,0397,0.0156065191399999
2023-04-01,ceded_premiums,non-life,осаго,0518,0.0177133363099999
2023-04-01,ceded_premiums,non-life,осаго,0585,0.01364781958
2023-04-01,ceded_premiums,non-life,осаго,0621,1.867430694
2023-04-01,ceded_premiums,non-life,осаго,0630,0.02977946242
2023-04-01,ceded_premiums,non-life,осаго,0915,0.02074154737
2023-04-01,ceded_premiums,non-life,осаго,0928,2.14368098238
2023-04-01,ceded_premiums,non-life,осаго,1083,0.06547146596
2023-04-01,ceded_premiums,non-life,осаго,1208,0.63411938002
2023-04-01,ceded_premiums,non-life,осаго,1209,0.6193608925699999
2023-04-01,ceded_premiums,non-life,осаго,1216,0.00409949886
2023-04-01,ceded_premiums,non-life,осаго,1284,0.3802923701499999
2023-04-01,ceded_premiums,non-life,осаго,1307,0.47418614149
2023-04-01,ceded_premiums,non-life,осаго,1427,0.1714669022
2023-04-01,ceded_premiums,non-life,осаго,1587,3.790000000000013e-07
2023-04-01,ceded_premiums,non-life,осаго,1675,0.1667837844699999
2023-04-01,ceded_premiums,non-life,осаго,1834,0.36204022165
2023-04-01,ceded_premiums,non-life,осаго,1858,0.0070795301299999
2023-04-01,ceded_premiums,non-life,осаго,2027,0.0120107052899999
2023-04-01,ceded_premiums,non-life,осаго,2239,2.1844216395000005
2023-04-01,ceded_premiums,non-life,осаго,2346,0.05327627805
2023-04-01,ceded_premiums,non-life,осаго,2496,0.03492080133
2023-04-01,ceded_premiums,non-life,осаго,2619,0.1787486898
2023-04-01,ceded_premiums,non-life,осаго,2682,0.0152348528
2023-04-01,ceded_premiums,non-life,осаго,3064,0.0248764523399999
2023-04-01,ceded_premiums,non-life,осаго,3211,0.5321153375399998
2023-04-01,ceded_premiums,non-life,осаго,3300,0.00197867005
2023-04-01,ceded_premiums,non-life,осаго,3954,0.76881007833
2023-04-01,ceded_premiums,non-life,осаго,4331,0.06379218499
2023-04-01,ceded_premiums,non-life,осаго,total,11.845630761339999
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,0001,0.01110163548999989
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,0235,0.00583166438599999
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,0290,0.076480006
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,0518,6.666973e-05
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,0621,0.14012443136
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,0915,0.0001246398179999
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,0928,0.09803005669999985
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1083,0.002488095145
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1182,0.0002910184999999
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1208,2.1975030206840005
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1209,-0.0071110003900001
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1284,0.06153739641
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1307,0.0052758031499999
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1623,0.00184155798
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1675,-1.215200000000001e-06
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,1834,0.00049375906
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,2042,0.0001052936
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,2239,0.20969696368
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,2496,0.00034058252099990004
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,2947,0.00141809067
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,3211,0.00013037844
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,3398,0.04235746518
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,3799,6.377000000000024e-07
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,3867,2.06917e-06
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4104,-7.606899999999999e-07
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4133,0.0001876785
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4174,-0.00024003525999999995
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4189,0.14775652265
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4209,0.0040562614199999
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4293,0.04844653523
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4331,0.15491699034099998
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4334,0.2361234550099999
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,4375,0.022009025745
2023-04-01,ceded_premiums,non-life,предпр. и фин риски,total,3.4613846927299994
2023-04-01,ceded_premiums,non-life,прочая ответственность,0001,0.11602417475499989
2023-04-01,ceded_premiums,non-life,прочая ответственность,0206,0.00041025032
2023-04-01,ceded_premiums,non-life,прочая ответственность,0235,0.002915832192999995
2023-04-01,ceded_premiums,non-life,прочая ответственность,0290,0.0008706427149999999
2023-04-01,ceded_premiums,non-life,прочая ответственность,0518,0.01555744683
2023-04-01,ceded_premiums,non-life,прочая ответственность,0585,7.999999999999996e-06
2023-04-01,ceded_premiums,non-life,прочая ответственность,0621,0.3098407092199999
2023-04-01,ceded_premiums,non-life,прочая ответственность,0630,0.0205059841
2023-04-01,ceded_premiums,non-life,прочая ответственность,0667,0.0007666550999999
2023-04-01,ceded_premiums,non-life,прочая ответственность,0915,0.0113715434089999
2023-04-01,ceded_premiums,non-life,прочая ответственность,0928,0.6062366454899998
2023-04-01,ceded_premiums,non-life,прочая ответственность,1083,0.0142498437599998
2023-04-01,ceded_premiums,non-life,прочая ответственность,1182,0.001211
2023-04-01,ceded_premiums,non-life,прочая ответственность,1208,0.620425208577
2023-04-01,ceded_premiums,non-life,прочая ответственность,1209,0.0326815691599998
2023-04-01,ceded_premiums,non-life,прочая ответственность,1216,0.02668090862
