year_quarter,metric,line_type,linemain,insurer,value
2022-07-01,total_premiums,non-life,осаго,3064,0.17420276795
2022-07-01,total_premiums,non-life,осаго,3211,4.14241116493
2022-07-01,total_premiums,non-life,осаго,3229,0.0175634931099999
2022-07-01,total_premiums,non-life,осаго,3268,-4.066503e-05
2022-07-01,total_premiums,non-life,осаго,3300,0.0568713641899999
2022-07-01,total_premiums,non-life,осаго,3390,2.7696709999999996e-05
2022-07-01,total_premiums,non-life,осаго,3954,0.25780422659
2022-07-01,total_premiums,non-life,осаго,4331,1.1784234754799998
2022-07-01,total_premiums,non-life,осаго,4351,0.00365
2022-07-01,total_premiums,non-life,осаго,total,84.98442608778
2022-07-01,total_premiums,non-life,предпр. и фин риски,0001,0.230011651745
2022-07-01,total_premiums,non-life,предпр. и фин риски,0141,0.00064795099
2022-07-01,total_premiums,non-life,предпр. и фин риски,0191,0.25716893412999997
2022-07-01,total_premiums,non-life,предпр. и фин риски,0206,0.00013914817
2022-07-01,total_premiums,non-life,предпр. и фин риски,0290,0.30192935789
2022-07-01,total_premiums,non-life,предпр. и фин риски,0348,0.00186600376499995
2022-07-01,total_premiums,non-life,предпр. и фин риски,0397,0.0042624896399999
2022-07-01,total_premiums,non-life,предпр. и фин риски,0436,0.0002671300899999
2022-07-01,total_premiums,non-life,предпр. и фин риски,0518,1.4329999999999985e-05
2022-07-01,total_premiums,non-life,предпр. и фин риски,0585,0.00014092597999999998
2022-07-01,total_premiums,non-life,предпр. и фин риски,0621,0.5984803769750001
2022-07-01,total_premiums,non-life,предпр. и фин риски,0630,0.0141850559149999
2022-07-01,total_premiums,non-life,предпр. и фин риски,0667,0.00753636439499985
2022-07-01,total_premiums,non-life,предпр. и фин риски,0915,0.029304018574999948
2022-07-01,total_premiums,non-life,предпр. и фин риски,0928,1.3599627728999997
2022-07-01,total_premiums,non-life,предпр. и фин риски,1083,0.052824122895
2022-07-01,total_premiums,non-life,предпр. и фин риски,1182,0.019213485855
2022-07-01,total_premiums,non-life,предпр. и фин риски,1208,2.4402394406600005
2022-07-01,total_premiums,non-life,предпр. и фин риски,1209,0.5226641516649999
2022-07-01,total_premiums,non-life,предпр. и фин риски,1216,0.0005203765050000001
2022-07-01,total_premiums,non-life,предпр. и фин риски,1284,0.2911091690649999
2022-07-01,total_premiums,non-life,предпр. и фин риски,1307,0.3395688767749999
2022-07-01,total_premiums,non-life,предпр. и фин риски,1336,0.00073961099999995
2022-07-01,total_premiums,non-life,предпр. и фин риски,1412,0.06428912611
2022-07-01,total_premiums,non-life,предпр. и фин риски,1427,0.298535319785
2022-07-01,total_premiums,non-life,предпр. и фин риски,1580,0.0351539528
2022-07-01,total_premiums,non-life,предпр. и фин риски,1623,0.0028588088
2022-07-01,total_premiums,non-life,предпр. и фин риски,1643,-1.621625e-05
2022-07-01,total_premiums,non-life,предпр. и фин риски,1675,0.8535982253549999
2022-07-01,total_premiums,non-life,предпр. и фин риски,1834,0.0517354885199999
2022-07-01,total_premiums,non-life,предпр. и фин риски,1858,5.870630000000002e-06
2022-07-01,total_premiums,non-life,предпр. и фин риски,2027,0.003890963525
2022-07-01,total_premiums,non-life,предпр. и фин риски,2042,0.00283324346999995
2022-07-01,total_premiums,non-life,предпр. и фин риски,2239,1.413838313475
2022-07-01,total_premiums,non-life,предпр. и фин риски,2346,0.01283085832
2022-07-01,total_premiums,non-life,предпр. и фин риски,2496,0.050201680765
2022-07-01,total_premiums,non-life,предпр. и фин риски,2619,0.000273557785
2022-07-01,total_premiums,non-life,предпр. и фин риски,2682,0.19623039669
2022-07-01,total_premiums,non-life,предпр. и фин риски,2733,5.9055e-05
2022-07-01,total_premiums,non-life,предпр. и фин риски,2877,1.0095499999999902e-06
2022-07-01,total_premiums,non-life,предпр. и фин риски,2917,-0.0006344949449999999
2022-07-01,total_premiums,non-life,предпр. и фин риски,2947,0.199016116525
2022-07-01,total_premiums,non-life,предпр. и фин риски,3064,0.000470243145
2022-07-01,total_premiums,non-life,предпр. и фин риски,3193,2.8478999999992996e-07
2022-07-01,total_premiums,non-life,предпр. и фин риски,3211,0.09255819512999994
2022-07-01,total_premiums,non-life,предпр. и фин риски,3229,0.00143432507
2022-07-01,total_premiums,non-life,предпр. и фин риски,3300,0.000255650155
2022-07-01,total_premiums,non-life,предпр. и фин риски,3398,0.08779847030999995
2022-07-01,total_premiums,non-life,предпр. и фин риски,3507,0.022641752
2022-07-01,total_premiums,non-life,предпр. и фин риски,3767,0.00012554744
2022-07-01,total_premiums,non-life,предпр. и фин риски,3799,0.01299249173
2022-07-01,total_premiums,non-life,предпр. и фин риски,3815,0.0056768639999999
2022-07-01,total_premiums,non-life,предпр. и фин риски,3826,4.428350000000001e-06
2022-07-01,total_premiums,non-life,предпр. и фин риски,3834,1.3049999999999926e-06
2022-07-01,total_premiums,non-life,предпр. и фин риски,3847,0.000139911245
2022-07-01,total_premiums,non-life,предпр. и фин риски,3867,0.0009426267799999501
2022-07-01,total_premiums,non-life,предпр. и фин риски,3941,0.0027878801299999
2022-07-01,total_premiums,non-life,предпр. и фин риски,3947,0.0001576427799999
2022-07-01,total_premiums,non-life,предпр. и фин риски,3954,0.34688162863499994
2022-07-01,total_premiums,non-life,предпр. и фин риски,3969,-8.01644949999918e-05
2022-07-01,total_premiums,non-life,предпр. и фин риски,4104,0.12151213314
2022-07-01,total_premiums,non-life,предпр. и фин риски,4117,0.00021422544999995
2022-07-01,total_premiums,non-life,предпр. и фин риски,4133,-0.0012439267
2022-07-01,total_premiums,non-life,предпр. и фин риски,4169,2e-05
2022-07-01,total_premiums,non-life,предпр. и фин риски,4174,0.007589616475
2022-07-01,total_premiums,non-life,предпр. и фин риски,4189,0.22074632101
2022-07-01,total_premiums,non-life,предпр. и фин риски,4209,0.1298523039
2022-07-01,total_premiums,non-life,предпр. и фин риски,4293,0.0685758077199999
2022-07-01,total_premiums,non-life,предпр. и фин риски,4301,3.261139e-05
2022-07-01,total_premiums,non-life,предпр. и фин риски,4326,0.00153739505
2022-07-01,total_premiums,non-life,предпр. и фин риски,4331,1.3124402178349999
2022-07-01,total_premiums,non-life,предпр. и фин риски,4334,0.4212132896099999
2022-07-01,total_premiums,non-life,предпр. и фин риски,4349,0.00536156209
2022-07-01,total_premiums,non-life,предпр. и фин риски,4351,1.1661361528349998
2022-07-01,total_premiums,non-life,предпр. и фин риски,4359,2.9755070000000044e-05
2022-07-01,total_premiums,non-life,предпр. и фин риски,4372,0.00358510635
2022-07-01,total_premiums,non-life,предпр. и фин риски,4375,-0.00806835395
2022-07-01,total_premiums,non-life,предпр. и фин риски,4380,0.0060888579149999
2022-07-01,total_premiums,non-life,предпр. и фин риски,4392,0.00039
2022-07-01,total_premiums,non-life,предпр. и фин риски,total,13.688299178874997
2022-07-01,total_premiums,non-life,прочая ответственность,0001,0.5725767553599999
2022-07-01,total_premiums,non-life,прочая ответственность,0141,7.517528000000002e-05
2022-07-01,total_premiums,non-life,прочая ответственность,0191,0.01302430955
2022-07-01,total_premiums,non-life,прочая ответственность,0206,0.0024608912899998997
2022-07-01,total_premiums,non-life,прочая ответственность,0235,0.00051181386
2022-07-01,total_premiums,non-life,прочая ответственность,0290,0.0373663465499999
2022-07-01,total_premiums,non-life,прочая ответственность,0348,5e-05
2022-07-01,total_premiums,non-life,прочая ответственность,0397,0.01990738472
2022-07-01,total_premiums,non-life,прочая ответственность,0436,0.0032741338199999
2022-07-01,total_premiums,non-life,прочая ответственность,0518,0.0008736834399999997
2022-07-01,total_premiums,non-life,прочая ответственность,0574,-0.00012604063
2022-07-01,total_premiums,non-life,прочая ответственность,0585,0.00022211175
2022-07-01,total_premiums,non-life,прочая ответственность,0621,0.7296748556199999
2022-07-01,total_premiums,non-life,прочая ответственность,0630,0.0170353728199997
2022-07-01,total_premiums,non-life,прочая ответственность,0667,0.00663369894
2022-07-01,total_premiums,non-life,прочая ответственность,0915,0.0681308249999995
2022-07-01,total_premiums,non-life,прочая ответственность,0928,1.6717763413099997
2022-07-01,total_premiums,non-life,прочая ответственность,1083,0.1334019718199998
2022-07-01,total_premiums,non-life,прочая ответственность,1182,0.0617911068499998
2022-07-01,total_premiums,non-life,прочая ответственность,1208,1.6537263137900002
2022-07-01,total_premiums,non-life,прочая ответственность,1209,0.8769699469099999
2022-07-01,total_premiums,non-life,прочая ответственность,1216,0.0125662485599999
2022-07-01,total_premiums,non-life,прочая ответственность,1284,0.2068233707499998
2022-07-01,total_premiums,non-life,прочая ответственность,1307,0.26021618049999984
2022-07-01,total_premiums,non-life,прочая ответственность,1336,0.00033834271000000003
2022-07-01,total_premiums,non-life,прочая ответственность,1412,0.07836825635
2022-07-01,total_premiums,non-life,прочая ответственность,1427,0.05360951724
2022-07-01,total_premiums,non-life,прочая ответственность,1580,0.0015698084
2022-07-01,total_premiums,non-life,прочая ответственность,1587,6.937000000000001e-05
2022-07-01,total_premiums,non-life,прочая ответственность,1623,0.00046741602
2022-07-01,total_premiums,non-life,прочая ответственность,1643,-1.3066299999999842e-06
2022-07-01,total_premiums,non-life,прочая ответственность,1675,0.7257499965299998
2022-07-01,total_premiums,non-life,прочая ответственность,1834,0.10703861864999979
2022-07-01,total_premiums,non-life,прочая ответственность,1858,0.00096442179
2022-07-01,total_premiums,non-life,прочая ответственность,2027,0.1078967284999998
2022-07-01,total_premiums,non-life,прочая ответственность,2042,0.004554409299999999
2022-07-01,total_premiums,non-life,прочая ответственность,2144,5.225339999999994e-05
2022-07-01,total_premiums,non-life,прочая ответственность,2239,0.8408964516099997
2022-07-01,total_premiums,non-life,прочая ответственность,2346,0.0063394766199999005
2022-07-01,total_premiums,non-life,прочая ответственность,2496,0.0970331650399998
2022-07-01,total_premiums,non-life,прочая ответственность,2619,0.00298761107
2022-07-01,total_premiums,non-life,прочая ответственность,2682,0.00270544869
2022-07-01,total_premiums,non-life,прочая ответственность,2733,3.7821e-05
2022-07-01,total_premiums,non-life,прочая ответственность,2877,5e-06
2022-07-01,total_premiums,non-life,прочая ответственность,2917,4.790199999999913e-07
2022-07-01,total_premiums,non-life,прочая ответственность,2947,0.0318454054199997
2022-07-01,total_premiums,non-life,прочая ответственность,3064,0.0054004222699998005
2022-07-01,total_premiums,non-life,прочая ответственность,3128,0.00191512
2022-07-01,total_premiums,non-life,прочая ответственность,3193,-4.726000000009663e-07
2022-07-01,total_premiums,non-life,прочая ответственность,3211,0.09190549268
2022-07-01,total_premiums,non-life,прочая ответственность,3225,0.01250797181
2022-07-01,total_premiums,non-life,прочая ответственность,3229,0.027008791289999903
2022-07-01,total_premiums,non-life,прочая ответственность,3268,-1.9081140000000005e-05
2022-07-01,total_premiums,non-life,прочая ответственность,3300,0.0049697026000000005
2022-07-01,total_premiums,non-life,прочая ответственность,3398,0.1429137630999999
2022-07-01,total_premiums,non-life,прочая ответственность,3507,0.0140479268
2022-07-01,total_premiums,non-life,прочая ответственность,3594,0.33287086
2022-07-01,total_premiums,non-life,прочая ответственность,3767,0.08955095271
2022-07-01,total_premiums,non-life,прочая ответственность,3799,0.1018801651
2022-07-01,total_premiums,non-life,прочая ответственность,3803,0.0038304406
2022-07-01,total_premiums,non-life,прочая ответственность,3815,0.002416266
2022-07-01,total_premiums,non-life,прочая ответственность,3847,0.009436812549999899
2022-07-01,total_premiums,non-life,прочая ответственность,3867,0.036035196259999895
2022-07-01,total_premiums,non-life,прочая ответственность,3941,0.0029682641899999
2022-07-01,total_premiums,non-life,прочая ответственность,3947,0.0019790664300001
2022-07-01,total_premiums,non-life,прочая ответственность,3954,0.0355618181499999
2022-07-01,total_premiums,non-life,прочая ответственность,3969,-2.125798999998369e-05
2022-07-01,total_premiums,non-life,прочая ответственность,4104,0.01402467354
2022-07-01,total_premiums,non-life,прочая ответственность,4117,1.125e-05
2022-07-01,total_premiums,non-life,прочая ответственность,4133,-0.0017784857899999
2022-07-01,total_premiums,non-life,прочая ответственность,4174,0.0121857906899998
2022-07-01,total_premiums,non-life,прочая ответственность,4301,-0.00010673324
2022-07-01,total_premiums,non-life,прочая ответственность,4326,0.0070869947799999
2022-07-01,total_premiums,non-life,прочая ответственность,4331,0.4392735924299999
2022-07-01,total_premiums,non-life,прочая ответственность,4349,0.00307051489
2022-07-01,total_premiums,non-life,прочая ответственность,4351,0.09663594970999999
2022-07-01,total_premiums,non-life,прочая ответственность,4354,0.0011294357999999
2022-07-01,total_premiums,non-life,прочая ответственность,4359,3.1312499999999978e-06
2022-07-01,total_premiums,non-life,прочая ответственность,4360,0.001261947
2022-07-01,total_premiums,non-life,прочая ответственность,4362,0.00075878157
2022-07-01,total_premiums,non-life,прочая ответственность,4372,0.0021414366699999
2022-07-01,total_premiums,non-life,прочая ответственность,4375,-0.00013389878
2022-07-01,total_premiums,non-life,прочая ответственность,4376,0.00011027566
2022-07-01,total_premiums,non-life,прочая ответственность,4377,0.1226295
2022-07-01,total_premiums,non-life,прочая ответственность,4379,0.00338528121
2022-07-01,total_premiums,non-life,прочая ответственность,4380,0.0002300769199999
2022-07-01,total_premiums,non-life,прочая ответственность,4382,0.005
2022-07-01,total_premiums,non-life,прочая ответственность,4383,2.5e-06
2022-07-01,total_premiums,non-life,прочая ответственность,total,10.035571723709994
2022-07-01,total_premiums,non-life,прочее имущество,0001,5.48328235051
2022-07-01,total_premiums,non-life,прочее имущество,0141,0.0016645153999999
2022-07-01,total_premiums,non-life,прочее имущество,0191,0.52850151188
2022-07-01,total_premiums,non-life,прочее имущество,0206,0.01186518804
2022-07-01,total_premiums,non-life,прочее имущество,0235,0.24367611593
2022-07-01,total_premiums,non-life,прочее имущество,0290,0.1421444000299999
2022-07-01,total_premiums,non-life,прочее имущество,0348,-0.0001760278499999
2022-07-01,total_premiums,non-life,прочее имущество,0397,0.19099096023999992
2022-07-01,total_premiums,non-life,прочее имущество,0436,0.01955683787
2022-07-01,total_premiums,non-life,прочее имущество,0518,0.02215085588
2022-07-01,total_premiums,non-life,прочее имущество,0585,0.01822733082
2022-07-01,total_premiums,non-life,прочее имущество,0621,3.7302136240499997
2022-07-01,total_premiums,non-life,прочее имущество,0630,0.03718847566
2022-07-01,total_premiums,non-life,прочее имущество,0667,0.02779973369
2022-07-01,total_premiums,non-life,прочее имущество,0796,0.3229912157399998
2022-07-01,total_premiums,non-life,прочее имущество,0915,0.34696042119
2022-07-01,total_premiums,non-life,прочее имущество,0928,5.93616843968
2022-07-01,total_premiums,non-life,прочее имущество,1083,0.28888117755
2022-07-01,total_premiums,non-life,прочее имущество,1182,0.0386831659699999
2022-07-01,total_premiums,non-life,прочее имущество,1208,23.404506394869994
2022-07-01,total_premiums,non-life,прочее имущество,1209,2.632506385880001
2022-07-01,total_premiums,non-life,прочее имущество,1216,0.0224513733
2022-07-01,total_premiums,non-life,прочее имущество,1284,0.7810917520000001
2022-07-01,total_premiums,non-life,прочее имущество,1307,0.9715401257700002
2022-07-01,total_premiums,non-life,прочее имущество,1336,0.0017988842999999
2022-07-01,total_premiums,non-life,прочее имущество,1412,0.01448055653
2022-07-01,total_premiums,non-life,прочее имущество,1427,0.12608984645
2022-07-01,total_premiums,non-life,прочее имущество,1580,0.15125323988
2022-07-01,total_premiums,non-life,прочее имущество,1587,0.000884240599999898
2022-07-01,total_premiums,non-life,прочее имущество,1623,0.00506889312
2022-07-01,total_premiums,non-life,прочее имущество,1643,-0.00224619211
2022-07-01,total_premiums,non-life,прочее имущество,1675,0.28346967328
2022-07-01,total_premiums,non-life,прочее имущество,1820,0.0146692793499998
2022-07-01,total_premiums,non-life,прочее имущество,1834,0.5315326511299999
2022-07-01,total_premiums,non-life,прочее имущество,1858,0.0024399825599999
2022-07-01,total_premiums,non-life,прочее имущество,2027,0.00328841949
2022-07-01,total_premiums,non-life,прочее имущество,2042,0.0123657705299999
2022-07-01,total_premiums,non-life,прочее имущество,2144,0.01416777047
2022-07-01,total_premiums,non-life,прочее имущество,2239,7.540935270939999
2022-07-01,total_premiums,non-life,прочее имущество,2346,0.03331880331
2022-07-01,total_premiums,non-life,прочее имущество,2496,0.34170346036
2022-07-01,total_premiums,non-life,прочее имущество,2619,0.04464541477
2022-07-01,total_premiums,non-life,прочее имущество,2733,0.0042635134
2022-07-01,total_premiums,non-life,прочее имущество,2877,0.00994574685
2022-07-01,total_premiums,non-life,прочее имущество,2947,1.5340621686799998
2022-07-01,total_premiums,non-life,прочее имущество,3064,0.0024343900199999
2022-07-01,total_premiums,non-life,прочее имущество,3128,0.03645538485
2022-07-01,total_premiums,non-life,прочее имущество,3193,-0.00013566483
2022-07-01,total_premiums,non-life,прочее имущество,3211,0.4726177482999998
2022-07-01,total_premiums,non-life,прочее имущество,3225,0.00095319298
2022-07-01,total_premiums,non-life,прочее имущество,3229,0.2741801265099998
2022-07-01,total_premiums,non-life,прочее имущество,3300,0.00817409198
2022-07-01,total_premiums,non-life,прочее имущество,3398,0.45660773291
2022-07-01,total_premiums,non-life,прочее имущество,3507,0.0885738703799999
2022-07-01,total_premiums,non-life,прочее имущество,3767,0.00417328529
2022-07-01,total_premiums,non-life,прочее имущество,3799,0.0048851934899999
2022-07-01,total_premiums,non-life,прочее имущество,3803,0.00463220114
2022-07-01,total_premiums,non-life,прочее имущество,3834,9.295559999999997e-06
2022-07-01,total_premiums,non-life,прочее имущество,3847,0.02558094201
2022-07-01,total_premiums,non-life,прочее имущество,3867,0.14584838573
2022-07-01,total_premiums,non-life,прочее имущество,3941,0.15701662459
2022-07-01,total_premiums,non-life,прочее имущество,3947,-0.00041112007
2022-07-01,total_premiums,non-life,прочее имущество,3954,0.0664968607399999
2022-07-01,total_premiums,non-life,прочее имущество,3969,-1.3682059999962805e-05
2022-07-01,total_premiums,non-life,прочее имущество,4104,0.02275675334
2022-07-01,total_premiums,non-life,прочее имущество,4133,0.00760879339
2022-07-01,total_premiums,non-life,прочее имущество,4169,7e-06
2022-07-01,total_premiums,non-life,прочее имущество,4174,0.00049759293
2022-07-01,total_premiums,non-life,прочее имущество,4279,0.00175444692
2022-07-01,total_premiums,non-life,прочее имущество,4296,0.000673575
2022-07-01,total_premiums,non-life,прочее имущество,4326,0.02744234856
2022-07-01,total_premiums,non-life,прочее имущество,4331,5.972066741299999
2022-07-01,total_premiums,non-life,прочее имущество,4349,0.00026031945
2022-07-01,total_premiums,non-life,прочее имущество,4351,15.329821807130001
2022-07-01,total_premiums,non-life,прочее имущество,4359,1.1499999999999771e-06
2022-07-01,total_premiums,non-life,прочее имущество,4372,0.0050133970199999
2022-07-01,total_premiums,non-life,прочее имущество,4375,-0.02619468987
2022-07-01,total_premiums,non-life,прочее имущество,4379,5e-06
2022-07-01,total_premiums,non-life,прочее имущество,4380,0.01240386129
2022-07-01,total_premiums,non-life,прочее имущество,4382,0.22475119091
2022-07-01,total_premiums,non-life,прочее имущество,total,79.19795186488
2022-07-01,total_premiums,non-life,страхование нежизни,0001,17.336663882659998
2022-07-01,total_premiums,non-life,страхование нежизни,0013,0.00067308763
2022-07-01,total_premiums,non-life,страхование нежизни,0141,0.16607246741999962
2022-07-01,total_premiums,non-life,страхование нежизни,0191,9.37705331221
2022-07-01,total_premiums,non-life,страхование нежизни,0206,0.1209169541199998
2022-07-01,total_premiums,non-life,страхование нежизни,0235,0.2563153391199999
2022-07-01,total_premiums,non-life,страхование нежизни,0290,0.5663959200799998
2022-07-01,total_premiums,non-life,страхование нежизни,0348,0.0600901583599999
2022-07-01,total_premiums,non-life,страхование нежизни,0397,1.6757063017999998
2022-07-01,total_premiums,non-life,страхование нежизни,0436,0.0580279699699996
2022-07-01,total_premiums,non-life,страхование нежизни,0448,0.001169
2022-07-01,total_premiums,non-life,страхование нежизни,0518,0.1945895535799998
2022-07-01,total_premiums,non-life,страхование нежизни,0574,-0.0310137625499999
2022-07-01,total_premiums,non-life,страхование нежизни,0585,0.17962229165
2022-07-01,total_premiums,non-life,страхование нежизни,0621,23.765289121859997
2022-07-01,total_premiums,non-life,страхование нежизни,0630,1.1152586094999994
2022-07-01,total_premiums,non-life,страхование нежизни,0667,0.8398175897499999
2022-07-01,total_premiums,non-life,страхование нежизни,0796,0.3293085244199997
2022-07-01,total_premiums,non-life,страхование нежизни,0915,1.6587681146099993
2022-07-01,total_premiums,non-life,страхование нежизни,0928,41.28942668795
2022-07-01,total_premiums,non-life,страхование нежизни,1083,2.5371675619899996
2022-07-01,total_premiums,non-life,страхование нежизни,1182,0.4405402093299995
2022-07-01,total_premiums,non-life,страхование нежизни,1208,82.22801316753
2022-07-01,total_premiums,non-life,страхование нежизни,1209,33.67558970027999
2022-07-01,total_premiums,non-life,страхование нежизни,1216,0.3632429163899998
2022-07-01,total_premiums,non-life,страхование нежизни,1284,13.62726971085
2022-07-01,total_premiums,non-life,страхование нежизни,1307,10.11426105557
2022-07-01,total_premiums,non-life,страхование нежизни,1336,0.3130314377399998
2022-07-01,total_premiums,non-life,страхование нежизни,1412,0.37906810986
2022-07-01,total_premiums,non-life,страхование нежизни,1427,4.16629587526
2022-07-01,total_premiums,non-life,страхование нежизни,1580,0.30586885185
2022-07-01,total_premiums,non-life,страхование нежизни,1587,0.041081043049999794
2022-07-01,total_premiums,non-life,страхование нежизни,1623,0.03547943818
2022-07-01,total_premiums,non-life,страхование нежизни,1643,-0.0018495339300000002
2022-07-01,total_premiums,non-life,страхование нежизни,1675,4.7971984463999995
2022-07-01,total_premiums,non-life,страхование нежизни,1820,0.0177039408799997
2022-07-01,total_premiums,non-life,страхование нежизни,1834,4.908154297759999
2022-07-01,total_premiums,non-life,страхование нежизни,1858,0.3691363607099997
2022-07-01,total_premiums,non-life,страхование нежизни,2027,0.5772207477199994
2022-07-01,total_premiums,non-life,страхование нежизни,2042,0.0940206060199997
2022-07-01,total_premiums,non-life,страхование нежизни,2144,0.05397465508
2022-07-01,total_premiums,non-life,страхование нежизни,2239,38.95826942575
2022-07-01,total_premiums,non-life,страхование нежизни,2346,0.7704959057499996
2022-07-01,total_premiums,non-life,страхование нежизни,2496,1.9970878758799997
2022-07-01,total_premiums,non-life,страхование нежизни,2619,1.9518827914200008
2022-07-01,total_premiums,non-life,страхование нежизни,2682,0.45863346083
2022-07-01,total_premiums,non-life,страхование нежизни,2733,0.03540068433
2022-07-01,total_premiums,non-life,страхование нежизни,2877,0.16296183261999989
2022-07-01,total_premiums,non-life,страхование нежизни,2917,0.14735619331
2022-07-01,total_premiums,non-life,страхование нежизни,2947,2.5128500648999994
2022-07-01,total_premiums,non-life,страхование нежизни,3064,0.2935652030999995
2022-07-01,total_premiums,non-life,страхование нежизни,3128,0.06068283985
2022-07-01,total_premiums,non-life,страхование нежизни,3193,-0.0021014997299998012
2022-07-01,total_premiums,non-life,страхование нежизни,3211,7.34332715765
2022-07-01,total_premiums,non-life,страхование нежизни,3225,0.37589009063
2022-07-01,total_premiums,non-life,страхование нежизни,3229,0.4873882421699994
2022-07-01,total_premiums,non-life,страхование нежизни,3256,0.2374822683399999
2022-07-01,total_premiums,non-life,страхование нежизни,3268,-0.00031513060000000004
2022-07-01,total_premiums,non-life,страхование нежизни,3300,0.3142629713799998
2022-07-01,total_premiums,non-life,страхование нежизни,3390,2.7696709999999996e-05
2022-07-01,total_premiums,non-life,страхование нежизни,3398,1.6509318633899999
2022-07-01,total_premiums,non-life,страхование нежизни,3447,0.59866154921
2022-07-01,total_premiums,non-life,страхование нежизни,3507,0.8717115377899999
2022-07-01,total_premiums,non-life,страхование нежизни,3511,0.0371427292299999
2022-07-01,total_premiums,non-life,страхование нежизни,3528,0.006383695
2022-07-01,total_premiums,non-life,страхование нежизни,3594,0.37607261882
2022-07-01,total_premiums,non-life,страхование нежизни,3609,0.01724641501
2022-07-01,total_premiums,non-life,страхование нежизни,3692,0.0459777341899999
2022-07-01,total_premiums,non-life,страхование нежизни,3748,0.4599642357099999
2022-07-01,total_premiums,non-life,страхование нежизни,3767,0.18948415035000002
2022-07-01,total_premiums,non-life,страхование нежизни,3799,0.1667413378399997
2022-07-01,total_premiums,non-life,страхование нежизни,3803,0.009328017779999899
2022-07-01,total_premiums,non-life,страхование нежизни,3815,0.0080931299999999
2022-07-01,total_premiums,non-life,страхование нежизни,3823,0.5318294820499999
2022-07-01,total_premiums,non-life,страхование нежизни,3825,0.0037746747799998997
2022-07-01,total_premiums,non-life,страхование нежизни,3826,0.0073595252000000005
2022-07-01,total_premiums,non-life,страхование нежизни,3828,1.2081203199099995
2022-07-01,total_premiums,non-life,страхование нежизни,3834,0.00024514556
2022-07-01,total_premiums,non-life,страхование нежизни,3837,0.00032717169
2022-07-01,total_premiums,non-life,страхование нежизни,3847,0.9877627437599996
2022-07-01,total_premiums,non-life,страхование нежизни,3866,0.0021521917699999
2022-07-01,total_premiums,non-life,страхование нежизни,3867,0.3752116309699997
2022-07-01,total_premiums,non-life,страхование нежизни,3870,0.0104289218399999
2022-07-01,total_premiums,non-life,страхование нежизни,3879,0.0286049878699998
2022-07-01,total_premiums,non-life,страхование нежизни,3941,0.5456805623099998
2022-07-01,total_premiums,non-life,страхование нежизни,3943,0.06393454287
2022-07-01,total_premiums,non-life,страхование нежизни,3947,0.01260413883
2022-07-01,total_premiums,non-life,страхование нежизни,3954,1.2233834871599996
2022-07-01,total_premiums,non-life,страхование нежизни,3969,-0.0012189011599998383
2022-07-01,total_premiums,non-life,страхование нежизни,3972,0.31214377638
2022-07-01,total_premiums,non-life,страхование нежизни,3984,1.2081760979
2022-07-01,total_premiums,non-life,страхование нежизни,3987,0.00018959121999990002
2022-07-01,total_premiums,non-life,страхование нежизни,3998,-2.325500000000005e-05
2022-07-01,total_premiums,non-life,страхование нежизни,4001,0.0003894992
2022-07-01,total_premiums,non-life,страхование нежизни,4008,0.0015228485299999
2022-07-01,total_premiums,non-life,страхование нежизни,4079,0.2869477549600001
2022-07-01,total_premiums,non-life,страхование нежизни,4104,1.2568358050299997
2022-07-01,total_premiums,non-life,страхование нежизни,4105,0.0370854601999998
2022-07-01,total_premiums,non-life,страхование нежизни,4117,0.0809448906299999
2022-07-01,total_premiums,non-life,страхование нежизни,4133,0.0283249157200001
2022-07-01,total_premiums,non-life,страхование нежизни,4169,2.7000000000000002e-05
2022-07-01,total_premiums,non-life,страхование нежизни,4174,0.1595912112299997
2022-07-01,total_premiums,non-life,страхование нежизни,4179,0.12362922729999999
2022-07-01,total_premiums,non-life,страхование нежизни,4189,0.22074632101
2022-07-01,total_premiums,non-life,страхование нежизни,4209,0.1298523039
2022-07-01,total_premiums,non-life,страхование нежизни,4279,0.00246487192
2022-07-01,total_premiums,non-life,страхование нежизни,4293,0.0685758077199999
2022-07-01,total_premiums,non-life,страхование нежизни,4296,0.000681175
2022-07-01,total_premiums,non-life,страхование нежизни,4301,-7.412185e-05
2022-07-01,total_premiums,non-life,страхование нежизни,4326,0.2063449228399999
2022-07-01,total_premiums,non-life,страхование нежизни,4331,12.296481224639997
2022-07-01,total_premiums,non-life,страхование нежизни,4334,0.4212132896099999
2022-07-01,total_premiums,non-life,страхование нежизни,4349,0.009431746429999999
2022-07-01,total_premiums,non-life,страхование нежизни,4351,22.00571995705
2022-07-01,total_premiums,non-life,страхование нежизни,4354,0.0011294357999999
2022-07-01,total_premiums,non-life,страхование нежизни,4358,0.14294010632999998
2022-07-01,total_premiums,non-life,страхование нежизни,4359,0.0044220480699999004
2022-07-01,total_premiums,non-life,страхование нежизни,4360,0.0019499281099999001
2022-07-01,total_premiums,non-life,страхование нежизни,4362,0.00075878157
2022-07-01,total_premiums,non-life,страхование нежизни,4365,0.0015419980000000002
2022-07-01,total_premiums,non-life,страхование нежизни,4372,0.015422485309999701
2022-07-01,total_premiums,non-life,страхование нежизни,4375,-0.0347558072899999
2022-07-01,total_premiums,non-life,страхование нежизни,4376,0.00011027566
2022-07-01,total_premiums,non-life,страхование нежизни,4377,0.1226295
